,Simulation Number,CPMU20.photonEnergy,CPMU20.energySpread,CPMU20.numberRays,M3.radius,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
55,55,500,0,50000.0,230.4999999999997,,0.0,49957.0,99.914,500.0,0.0,2.372516311253433,0.0151550144075301,-0.0002361661301953,5.11676597372541e-05,1386087262371967.8,,,,0.0300768654805105,0.0168185082021099
56,56,500,0,50000.0,230.59999999999968,,0.0,49946.0,99.892,500.0,0.0,2.3393156514990565,0.0173816740613402,1.509955984558028e-05,5.933992723712452e-05,1385782060700808.5,,,,0.0300702428746638,0.0168148049455047
57,57,500,0,50000.0,230.69999999999968,,0.0,49945.0,99.89,500.0,0.0,2.35746951290742,0.0214017704611591,0.0055670617190354,8.06206448161312e-05,1385754315094339.5,,,,0.0300696408195868,0.0168144682858133
58,58,500,0,50000.0,230.79999999999967,,0.0,49954.0,99.908,500.0,0.0,2.325860359443348,0.0211362501339407,-0.0022997199081596,-2.909600569375537e-06,1386004025552560.5,,,,0.0300750593152796,0.0168174982230357
59,59,500,0,50000.0,230.8999999999997,,0.0,49956.0,99.912,500.0,0.0,2.331895611709128,0.0147739855344376,0.00796895510197,-3.012729232629137e-05,1386059516765498.8,,,,0.0300762634254336,0.0168181715424185
60,60,500,0,50000.0,230.9999999999997,,0.0,49950.0,99.9,500.0,0.0,2.346959399045688,0.0154313369861924,0.0032540343277298,-4.387978316631356e-05,1385893043126684.8,,,,0.0300726510949717,0.0168161515842702
61,61,500,0,50000.0,231.09999999999965,,0.0,49960.0,99.92,500.0,0.0,2.34640264295433,0.0185867312228518,-0.0036102474892084,0.0001145397764201,1386170499191374.5,,,,0.0300786716457415,0.016819518181184
62,62,500,0,50000.0,231.19999999999965,,0.0,49964.0,99.928,500.0,0.0,2.410296776297856,0.0158996654989663,-0.0046725369227094,6.044445289454074e-06,1386281481617250.5,,,,0.0300810798660494,0.0168208648199495
63,63,500,0,50000.0,231.29999999999964,,0.0,49947.0,99.894,500.0,0.0,2.39687010610401,0.019000068181994,0.0057554642039683,-4.66172155362619e-05,1385809806307277.8,,,,0.0300708449297408,0.0168151416051961
64,64,500,0,50000.0,231.39999999999964,,0.0,49947.0,99.894,500.0,0.0,2.353544505321738,0.0160402951516053,-0.0052314294975114,1.6321213769545183e-06,1385809806307277.8,,,,0.0300708449297408,0.0168151416051961
65,65,500,0,50000.0,231.49999999999963,,0.0,49948.0,99.896,500.0,0.0,2.339765120062539,0.0175841213181349,0.0044933201309139,-3.1250017261079394e-05,1385837551913746.5,,,,0.0300714469848178,0.0168154782648875
66,66,500,0,50000.0,231.5999999999996,,0.0,49958.0,99.916,500.0,0.0,2.341990439660016,0.0184112881059371,-0.0032826693671178,9.36492503384129e-06,1386115007978436.8,,,,0.0300774675355875,0.0168188448618012
67,67,500,0,50000.0,231.6999999999996,,0.0,49953.0,99.906,500.0,0.0,2.359063180058232,0.0177077317201113,0.0041107366752093,7.106574406121124e-06,1385976279946091.5,,,,0.0300744572602026,0.0168171615633444
68,68,500,0,50000.0,231.7999999999996,,0.0,49947.0,99.894,500.0,0.0,2.345944955119479,0.0168026930235507,-0.001402207475374,1.6272718048541927e-05,1385809806307277.8,,,,0.0300708449297408,0.0168151416051961
69,69,500,0,50000.0,231.8999999999996,,0.0,49965.0,99.93,500.0,0.0,2.3736753601130136,0.016575806655392,0.0054156441084274,7.610132682050602e-05,1386309227223719.5,,,,0.0300816819211264,0.0168212014796409
70,70,500,0,50000.0,231.9999999999996,,0.0,49958.0,99.916,500.0,0.0,2.363833362906579,0.0138791967522445,-0.0010991593760344,-1.704685146785157e-05,1386115007978436.8,,,,0.0300774675355875,0.0168188448618012
71,71,500,0,50000.0,232.0999999999996,,0.0,49951.0,99.902,500.0,0.0,2.3450866459154227,0.0181334763867596,-0.0084808428372459,-3.0396237238848312e-05,1385920788733153.8,,,,0.0300732531500487,0.0168164882439616
72,72,500,0,50000.0,232.1999999999996,,0.0,49942.0,99.884,500.0,0.0,2.370522544998208,0.0193248718055112,0.0012334001073023,1.943556722151034e-05,1385671078274932.5,,,,0.0300678346543559,0.0168134583067392
73,73,500,0,50000.0,232.2999999999996,,0.0,49953.0,99.906,500.0,0.0,2.349211671460056,0.0166799554026673,-0.0048944359125676,8.175155524611781e-05,1385976279946091.5,,,,0.0300744572602026,0.0168171615633444
74,74,500,0,50000.0,232.3999999999996,,0.0,49953.0,99.906,500.0,0.0,2.343156380914566,0.0161396401643839,0.0028412317082112,5.420807972127512e-05,1385976279946091.5,,,,0.0300744572602026,0.0168171615633444
75,75,500,0,50000.0,232.4999999999996,,0.0,49947.0,99.894,500.0,0.0,2.6106204451643,0.0179888898760931,-0.0018129166739954,4.955259406644385e-07,1385809806307277.8,,,,0.0300708449297408,0.0168151416051961
76,76,500,0,50000.0,232.5999999999996,,0.0,49960.0,99.92,500.0,0.0,2.3730425555051817,0.0173154218860334,-0.0075807285345423,0.0001937556695832,1386170499191374.5,,,,0.0300786716457415,0.016819518181184
77,77,500,0,50000.0,232.6999999999996,,0.0,49952.0,99.904,500.0,0.0,2.355198120526236,0.0136927502475142,-0.0035219969550954,9.98478073619128e-06,1385948534339622.8,,,,0.0300738552051257,0.016816824903653
78,78,500,0,50000.0,232.7999999999996,,0.0,49945.0,99.89,500.0,0.0,2.58546805384098,0.0190817034907685,0.0040910319065592,1.0496436346495827e-05,1385754315094339.5,,,,0.0300696408195868,0.0168144682858133
79,79,500,0,50000.0,232.89999999999955,,0.0,49964.0,99.928,500.0,0.0,2.162590651892504,0.0184958175493158,0.0123088621437184,1.7755786630355064e-05,1386281481617250.5,,,,0.0300810798660494,0.0168208648199495
80,80,500,0,50000.0,232.99999999999957,,0.0,49946.0,99.892,500.0,0.0,2.324832851956593,0.0186163050415629,0.0051331256067906,-4.94403320391575e-05,1385782060700808.5,,,,0.0300702428746638,0.0168148049455047
81,81,500,0,50000.0,233.09999999999957,,0.0,49957.0,99.914,500.0,0.0,2.609496604569953,0.0200376497353747,0.0069055732785193,-2.125801215143613e-05,1386087262371967.8,,,,0.0300768654805105,0.0168185082021099
82,82,500,0,50000.0,233.19999999999956,,0.0,49945.0,99.89,500.0,0.0,2.4116723827427373,0.0187042501702316,-0.0002115222930892,-2.4457844353345142e-05,1385754315094339.5,,,,0.0300696408195868,0.0168144682858133
83,83,500,0,50000.0,233.29999999999956,,0.0,49960.0,99.92,500.0,0.0,2.346233647874427,0.0181334171320878,0.0035306890955615,3.2842400850773684e-05,1386170499191374.5,,,,0.0300786716457415,0.016819518181184
84,84,500,0,50000.0,233.39999999999952,,0.0,49952.0,99.904,500.0,0.0,2.6620003204005,0.0183806241683309,-0.0020130582736276,-4.5594554188022266e-05,1385948534339622.8,,,,0.0300738552051257,0.016816824903653
85,85,500,0,50000.0,233.49999999999952,,0.0,49938.0,99.876,500.0,0.0,2.35497707087118,0.0153039927565541,-0.007792558947612,7.058035025510558e-05,1385560095849056.8,,,,0.030065426434048,0.0168121116679737
86,86,500,0,50000.0,233.5999999999995,,0.0,49946.0,99.892,500.0,0.0,2.334301380279129,0.0151075507737051,-0.007250621170368,-5.395782815586975e-05,1385782060700808.5,,,,0.0300702428746638,0.0168148049455047
87,87,500,0,50000.0,233.6999999999995,,0.0,49944.0,99.888,500.0,0.0,2.3498720066446617,0.0125283720922964,0.0008610462050775,2.9189828418412456e-05,1385726569487870.8,,,,0.0300690387645099,0.016814131626122
88,88,500,0,50000.0,233.7999999999995,,0.0,49953.0,99.906,500.0,0.0,2.6342768011005697,0.020591611669044,-0.0046844529343447,-4.074535176530162e-06,1385976279946091.5,,,,0.0300744572602026,0.0168171615633444
89,89,500,0,50000.0,233.8999999999995,,0.0,49949.0,99.898,500.0,0.0,2.357194408501692,0.0167060875564211,0.0055280329427443,-4.412771308812432e-05,1385865297520215.5,,,,0.0300720490398947,0.0168158149245789
90,90,500,0,50000.0,233.9999999999995,,0.0,49955.0,99.91,500.0,0.0,2.349708935074494,0.0172123493169673,0.001996725931854,-5.112263039980852e-05,1386031771159029.5,,,,0.0300756613703566,0.0168178348827271
91,91,500,0,50000.0,234.09999999999948,,0.0,49945.0,99.89,500.0,0.0,2.60832212688143,0.0122517596594569,-0.001256465719063,-3.06916892149083e-05,1385754315094339.5,,,,0.0300696408195868,0.0168144682858133
92,92,500,0,50000.0,234.19999999999948,,0.0,49945.0,99.89,500.0,0.0,2.3778009860333755,0.0166256450826677,0.0040169884966218,-5.001952807293571e-05,1385754315094339.5,,,,0.0300696408195868,0.0168144682858133
93,93,500,0,50000.0,234.29999999999947,,0.0,49953.0,99.906,500.0,0.0,2.3037834364540712,0.0178193967695122,-0.0003473071709951,-3.824627601319183e-05,1385976279946091.5,,,,0.0300744572602026,0.0168171615633444
94,94,500,0,50000.0,234.3999999999995,,0.0,49941.0,99.882,500.0,0.0,2.60613417424393,0.0172179941430514,0.0050189353863209,3.1634520474135886e-05,1385643332668463.8,,,,0.0300672325992789,0.0168131216470478
95,95,500,0,50000.0,234.49999999999943,,0.0,49939.0,99.878,500.0,0.0,2.313647069919861,0.016523754726611,0.0053724392780311,4.9468987143410526e-05,1385587841455525.5,,,,0.030066028489125,0.0168124483276651
96,96,500,0,50000.0,234.59999999999943,,0.0,49951.0,99.902,500.0,0.0,2.345950950814248,0.0191687406302768,0.0041824290206425,-4.3845423074092935e-05,1385920788733153.8,,,,0.0300732531500487,0.0168164882439616
97,97,500,0,50000.0,234.69999999999945,,0.0,49954.0,99.908,500.0,0.0,2.383745581414959,0.0186877711736568,0.0047931205842499,-2.167007372866037e-05,1386004025552560.5,,,,0.0300750593152796,0.0168174982230357
98,98,500,0,50000.0,234.79999999999944,,0.0,49945.0,99.89,500.0,0.0,2.1377092532055144,0.016969837158916,-0.0043260916138365,2.39456489089267e-05,1385754315094339.5,,,,0.0300696408195868,0.0168144682858133
99,99,500,0,50000.0,234.89999999999944,,0.0,49958.0,99.916,500.0,0.0,2.594499848751947,0.021784723837451,0.0086274940471079,7.751490106944507e-05,1386115007978436.8,,,,0.0300774675355875,0.0168188448618012
100,100,500,0,50000.0,234.99999999999943,,0.0,49953.0,99.906,500.0,0.0,2.3522921925561606,0.0182491579741595,0.0007771856655482,0.0001116166565381,1385976279946091.5,,,,0.0300744572602026,0.0168171615633444
101,101,500,0,50000.0,235.09999999999943,,0.0,49946.0,99.892,500.0,0.0,2.3199735286452,0.0181133671066305,0.0022433569081706,4.454843394969934e-05,1385782060700808.5,,,,0.0300702428746638,0.0168148049455047
102,102,500,0,50000.0,235.19999999999945,,0.0,49966.0,99.932,500.0,0.0,2.3453730493728777,0.0235230509145247,-0.0025971701422138,-8.981008133702884e-05,1386336972830188.8,,,,0.0300822839762033,0.0168215381393323
103,103,500,0,50000.0,235.2999999999994,,0.0,49941.0,99.882,500.0,0.0,2.376430084032009,0.0198079102704757,-0.0055146990245598,-7.711332872769995e-05,1385643332668463.8,,,,0.0300672325992789,0.0168131216470478
104,104,500,0,50000.0,235.3999999999994,,0.0,49954.0,99.908,500.0,0.0,2.3174393293726228,0.0266517075842116,0.010798065005183,-3.540456056739233e-05,1386004025552560.5,,,,0.0300750593152796,0.0168174982230357
105,105,500,0,50000.0,235.4999999999994,,0.0,49954.0,99.908,500.0,0.0,2.3742571078913883,0.0254759556216226,-6.834158848269288e-05,1.1549043589622316e-05,1386004025552560.5,,,,0.0300750593152796,0.0168174982230357
106,106,500,0,50000.0,235.5999999999994,,0.0,49960.0,99.92,500.0,0.0,2.364885414898443,0.0225549229125747,-0.0056932591617698,9.96113490781396e-05,1386170499191374.5,,,,0.0300786716457415,0.016819518181184
107,107,500,0,50000.0,235.6999999999994,,0.0,49956.0,99.912,500.0,0.0,2.352265373887266,0.0264675599646877,-0.0010273594105204,-0.0001023261678218,1386059516765498.8,,,,0.0300762634254336,0.0168181715424185
108,108,500,0,50000.0,235.7999999999994,,0.0,49949.0,99.898,500.0,0.0,2.383822768117392,0.025948715214614,0.002421100414602,9.346086410535226e-05,1385865297520215.5,,,,0.0300720490398947,0.0168158149245789
109,109,500,0,50000.0,235.89999999999935,,0.0,49944.0,99.888,500.0,0.0,2.6554289823855703,0.027198791920237,-0.0057361341115515,4.127401108054727e-05,1385726569487870.8,,,,0.0300690387645099,0.016814131626122
110,110,500,0,50000.0,235.99999999999935,,0.0,49944.0,99.888,500.0,0.0,2.409236004583588,0.0269377477406591,0.002650487657086,-5.106725185726562e-05,1385726569487870.8,,,,0.0300690387645099,0.016814131626122
111,111,500,0,50000.0,236.09999999999937,,0.0,49947.0,99.894,500.0,0.0,2.610109619452607,0.026328643238821,-0.003817739933942,-1.3767643612853115e-06,1385809806307277.8,,,,0.0300708449297408,0.0168151416051961
112,112,500,0,50000.0,236.19999999999936,,0.0,49952.0,99.904,500.0,0.0,2.357386536135912,0.0251023551209731,0.0054251069791349,-8.216414104288211e-05,1385948534339622.8,,,,0.0300738552051257,0.016816824903653
113,113,500,0,50000.0,236.29999999999936,,0.0,49962.0,99.924,500.0,0.0,2.3886448961723312,0.0222861876097441,-0.0047475531795424,2.5189825869698128e-05,1386225990404312.8,,,,0.0300798757558954,0.0168201915005668
114,114,500,0,50000.0,236.39999999999932,,0.0,49949.0,99.898,500.0,0.0,2.3980312333160425,0.030317464518577,0.0066472746854717,-0.0001794438940481,1385865297520215.5,,,,0.0300720490398947,0.0168158149245789
115,115,500,0,50000.0,236.49999999999932,,0.0,49962.0,99.924,500.0,0.0,2.327011756524879,0.0226630788172496,0.0042743293786279,-0.0001721289668623,1386225990404312.8,,,,0.0300798757558954,0.0168201915005668
116,116,500,0,50000.0,236.5999999999993,,0.0,49938.0,99.876,500.0,0.0,2.314888251921244,0.0229385869388761,-0.0105298775065329,8.222497072318573e-05,1385560095849056.8,,,,0.030065426434048,0.0168121116679737
117,117,500,0,50000.0,236.6999999999993,,0.0,49954.0,99.908,500.0,0.0,2.355332461971126,0.0300978254283117,0.0024008987113221,6.000429209583028e-05,1386004025552560.5,,,,0.0300750593152796,0.0168174982230357
118,118,500,0,50000.0,236.79999999999933,,0.0,49954.0,99.908,500.0,0.0,2.338560562722585,0.0279897682427454,-0.006483043386093,-0.000186158583702,1386004025552560.5,,,,0.0300750593152796,0.0168174982230357
119,119,500,0,50000.0,236.89999999999927,,0.0,49948.0,99.896,500.0,0.0,2.592055724619261,0.0283999299477279,0.0034905628394516,-6.56779224057225e-05,1385837551913746.5,,,,0.0300714469848178,0.0168154782648875
120,120,500,0,50000.0,236.9999999999993,,0.0,49953.0,99.906,500.0,0.0,2.4287503230985443,0.0301895740162119,-0.0017417496921694,-3.9306132411987705e-05,1385976279946091.5,,,,0.0300744572602026,0.0168171615633444
121,121,500,0,50000.0,237.0999999999993,,0.0,49941.0,99.882,500.0,0.0,2.3625189154720947,0.0297621375914782,0.0038967862430861,-0.0001285826784131,1385643332668463.8,,,,0.0300672325992789,0.0168131216470478
