Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays
639,0.03,2090.0,5.0,1,100000.0
640,0.03,2100.0,1.5,1,100000.0
641,0.03,2100.0,2.25,1,100000.0
642,0.03,2100.0,3.0,1,100000.0
643,0.03,2100.0,5.0,1,100000.0
644,0.03,2110.0,1.5,1,100000.0
645,0.03,2110.0,2.25,1,100000.0
646,0.03,2110.0,3.0,1,100000.0
647,0.03,2110.0,5.0,1,100000.0
648,0.03,2120.0,1.5,1,100000.0
649,0.03,2120.0,2.25,1,100000.0
650,0.03,2120.0,3.0,1,100000.0
651,0.03,2120.0,5.0,1,100000.0
652,0.03,2130.0,1.5,1,100000.0
653,0.03,2130.0,2.25,1,100000.0
654,0.03,2130.0,3.0,1,100000.0
655,0.03,2130.0,5.0,1,100000.0
656,0.03,2140.0,1.5,1,100000.0
657,0.03,2140.0,2.25,1,100000.0
658,0.03,2140.0,3.0,1,100000.0
659,0.03,2140.0,5.0,1,100000.0
660,0.03,2150.0,1.5,1,100000.0
661,0.03,2150.0,2.25,1,100000.0
662,0.03,2150.0,3.0,1,100000.0
663,0.03,2150.0,5.0,1,100000.0
664,0.03,2160.0,1.5,1,100000.0
665,0.03,2160.0,2.25,1,100000.0
666,0.03,2160.0,3.0,1,100000.0
667,0.03,2160.0,5.0,1,100000.0
668,0.03,2170.0,1.5,1,100000.0
669,0.03,2170.0,2.25,1,100000.0
670,0.03,2170.0,3.0,1,100000.0
671,0.03,2170.0,5.0,1,100000.0
672,0.03,2180.0,1.5,1,100000.0
673,0.03,2180.0,2.25,1,100000.0
674,0.03,2180.0,3.0,1,100000.0
675,0.03,2180.0,5.0,1,100000.0
676,0.03,2190.0,1.5,1,100000.0
677,0.03,2190.0,2.25,1,100000.0
678,0.03,2190.0,3.0,1,100000.0
679,0.03,2190.0,5.0,1,100000.0
680,0.03,2200.0,1.5,1,100000.0
681,0.03,2200.0,2.25,1,100000.0
682,0.03,2200.0,3.0,1,100000.0
683,0.03,2200.0,5.0,1,100000.0
684,0.03,2210.0,1.5,1,100000.0
685,0.03,2210.0,2.25,1,100000.0
686,0.03,2210.0,3.0,1,100000.0
687,0.03,2210.0,5.0,1,100000.0
688,0.03,2220.0,1.5,1,100000.0
689,0.03,2220.0,2.25,1,100000.0
690,0.03,2220.0,3.0,1,100000.0
691,0.03,2220.0,5.0,1,100000.0
692,0.03,2230.0,1.5,1,100000.0
693,0.03,2230.0,2.25,1,100000.0
694,0.03,2230.0,3.0,1,100000.0
695,0.03,2230.0,5.0,1,100000.0
696,0.03,2240.0,1.5,1,100000.0
697,0.03,2240.0,2.25,1,100000.0
698,0.03,2240.0,3.0,1,100000.0
699,0.03,2240.0,5.0,1,100000.0
700,0.03,2250.0,1.5,1,100000.0
701,0.03,2250.0,2.25,1,100000.0
702,0.03,2250.0,3.0,1,100000.0
703,0.03,2250.0,5.0,1,100000.0
704,0.03,2260.0,1.5,1,100000.0
705,0.03,2260.0,2.25,1,100000.0
706,0.03,2260.0,3.0,1,100000.0
707,0.03,2260.0,5.0,1,100000.0
708,0.03,2270.0,1.5,1,100000.0
709,0.03,2270.0,2.25,1,100000.0
710,0.03,2270.0,3.0,1,100000.0
711,0.03,2270.0,5.0,1,100000.0
712,0.03,2280.0,1.5,1,100000.0
713,0.03,2280.0,2.25,1,100000.0
714,0.03,2280.0,3.0,1,100000.0
715,0.03,2280.0,5.0,1,100000.0
716,0.03,2290.0,1.5,1,100000.0
717,0.03,2290.0,2.25,1,100000.0
718,0.03,2290.0,3.0,1,100000.0
719,0.03,2290.0,5.0,1,100000.0
720,0.03,2300.0,1.5,1,100000.0
721,0.03,2300.0,2.25,1,100000.0
722,0.03,2300.0,3.0,1,100000.0
723,0.03,2300.0,5.0,1,100000.0
724,0.03,2310.0,1.5,1,100000.0
725,0.03,2310.0,2.25,1,100000.0
726,0.03,2310.0,3.0,1,100000.0
727,0.03,2310.0,5.0,1,100000.0
728,0.03,2320.0,1.5,1,100000.0
729,0.03,2320.0,2.25,1,100000.0
730,0.03,2320.0,3.0,1,100000.0
731,0.03,2320.0,5.0,1,100000.0
732,0.03,2330.0,1.5,1,100000.0
733,0.03,2330.0,2.25,1,100000.0
734,0.03,2330.0,3.0,1,100000.0
735,0.03,2330.0,5.0,1,100000.0
736,0.03,2340.0,1.5,1,100000.0
737,0.03,2340.0,2.25,1,100000.0
738,0.03,2340.0,3.0,1,100000.0
739,0.03,2340.0,5.0,1,100000.0
740,0.03,2350.0,1.5,1,100000.0
741,0.03,2350.0,2.25,1,100000.0
742,0.03,2350.0,3.0,1,100000.0
743,0.03,2350.0,5.0,1,100000.0
744,0.03,2360.0,1.5,1,100000.0
745,0.03,2360.0,2.25,1,100000.0
746,0.03,2360.0,3.0,1,100000.0
747,0.03,2360.0,5.0,1,100000.0
748,0.03,2370.0,1.5,1,100000.0
749,0.03,2370.0,2.25,1,100000.0
750,0.03,2370.0,3.0,1,100000.0
751,0.03,2370.0,5.0,1,100000.0
752,0.03,2380.0,1.5,1,100000.0
753,0.03,2380.0,2.25,1,100000.0
754,0.03,2380.0,3.0,1,100000.0
755,0.03,2380.0,5.0,1,100000.0
756,0.03,2390.0,1.5,1,100000.0
757,0.03,2390.0,2.25,1,100000.0
758,0.03,2390.0,3.0,1,100000.0
759,0.03,2390.0,5.0,1,100000.0
760,0.03,2400.0,1.5,1,100000.0
761,0.03,2400.0,2.25,1,100000.0
762,0.03,2400.0,3.0,1,100000.0
763,0.03,2400.0,5.0,1,100000.0
764,0.03,2410.0,1.5,1,100000.0
765,0.03,2410.0,2.25,1,100000.0
766,0.03,2410.0,3.0,1,100000.0
767,0.03,2410.0,5.0,1,100000.0
768,0.03,2420.0,1.5,1,100000.0
769,0.03,2420.0,2.25,1,100000.0
770,0.03,2420.0,3.0,1,100000.0
771,0.03,2420.0,5.0,1,100000.0
772,0.03,2430.0,1.5,1,100000.0
773,0.03,2430.0,2.25,1,100000.0
774,0.03,2430.0,3.0,1,100000.0
775,0.03,2430.0,5.0,1,100000.0
776,0.03,2440.0,1.5,1,100000.0
777,0.03,2440.0,2.25,1,100000.0
778,0.03,2440.0,3.0,1,100000.0
779,0.03,2440.0,5.0,1,100000.0
780,0.03,2450.0,1.5,1,100000.0
781,0.03,2450.0,2.25,1,100000.0
782,0.03,2450.0,3.0,1,100000.0
783,0.03,2450.0,5.0,1,100000.0
784,0.03,2460.0,1.5,1,100000.0
785,0.03,2460.0,2.25,1,100000.0
786,0.03,2460.0,3.0,1,100000.0
787,0.03,2460.0,5.0,1,100000.0
788,0.03,2470.0,1.5,1,100000.0
789,0.03,2470.0,2.25,1,100000.0
790,0.03,2470.0,3.0,1,100000.0
791,0.03,2470.0,5.0,1,100000.0
792,0.03,2480.0,1.5,1,100000.0
793,0.03,2480.0,2.25,1,100000.0
794,0.03,2480.0,3.0,1,100000.0
795,0.03,2480.0,5.0,1,100000.0
796,0.03,2490.0,1.5,1,100000.0
797,0.03,2490.0,2.25,1,100000.0
798,0.03,2490.0,3.0,1,100000.0
799,0.03,2490.0,5.0,1,100000.0
800,0.03,2500.0,1.5,1,100000.0
801,0.03,2500.0,2.25,1,100000.0
802,0.03,2500.0,3.0,1,100000.0
803,0.03,2500.0,5.0,1,100000.0
804,0.03,2510.0,1.5,1,100000.0
805,0.03,2510.0,2.25,1,100000.0
806,0.03,2510.0,3.0,1,100000.0
807,0.03,2510.0,5.0,1,100000.0
808,0.03,2520.0,1.5,1,100000.0
809,0.03,2520.0,2.25,1,100000.0
810,0.03,2520.0,3.0,1,100000.0
811,0.03,2520.0,5.0,1,100000.0
812,0.03,2530.0,1.5,1,100000.0
813,0.03,2530.0,2.25,1,100000.0
814,0.03,2530.0,3.0,1,100000.0
815,0.03,2530.0,5.0,1,100000.0
816,0.03,2540.0,1.5,1,100000.0
817,0.03,2540.0,2.25,1,100000.0
818,0.03,2540.0,3.0,1,100000.0
819,0.03,2540.0,5.0,1,100000.0
820,0.03,2550.0,1.5,1,100000.0
821,0.03,2550.0,2.25,1,100000.0
822,0.03,2550.0,3.0,1,100000.0
823,0.03,2550.0,5.0,1,100000.0
