,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
10,10,0.03,501.9999999999999,2.25,1,500000.0,,886.5,0.1773,501.9999999999999,0.045371881555411,0.0106793150744309,0.0095784445236502,2456816260930.325,11.092569720705038,1.9657576314787524,27239172668160.64,5.352595499939215e-05,2.994731050028944e-05
11,11,0.03,502.1999999999999,2.25,1,500000.0,,875.5,0.1751,502.1999999999999,0.0452333375654347,0.0082507472177786,0.0089771052237297,2426051574565.7817,11.155395220648645,1.9581522647914489,27130658967657.6,5.287671809407707e-05,2.9585880797895715e-05
12,12,0.03,502.3999999999999,2.25,1,500000.0,,885.0,0.1769999999999999,502.3999999999999,0.0402796607586991,0.010649443532042,0.0094322205941491,2452093829107.6064,12.870890114235634,2.268640487782554,31428922827995.883,5.346558608916329e-05,2.9917202175980864e-05
13,13,0.03,502.5999999999999,2.25,1,500000.0,,864.5,0.1729,502.5999999999999,0.0482218538508902,0.0091851774824107,0.0094595877319204,2395017772609.304,10.43451411387758,1.8071168952305643,25032256109078.93,5.224188532834693e-05,2.9234262484589e-05
14,14,0.03,502.79999999999984,2.25,1,500000.0,,856.5,0.1713,502.7999999999998,0.0452806682634445,0.0105542409984093,0.0090408751176362,2372580920543.0234,11.10415448974568,1.9023801786921235,26348808614034.785,5.177308655012047e-05,2.897370516248293e-05
15,15,0.03,502.99999999999983,2.25,1,500000.0,,890.5,0.1780999999999999,502.9999999999998,0.0372806859303125,0.0095547202048403,0.0088993195036741,2466479486324.616,13.520447554311088,2.406077312073516,33321394344415.504,5.384352972505042e-05,3.013423727826888e-05
16,16,0.03,503.1999999999998,2.25,1,500000.0,,871.0,0.1742,503.1999999999998,0.0447389751295474,0.0093694762360236,0.0093394439271235,2412190767418.6465,11.275480030893291,1.96441344033568,27201721952760.207,5.268008187633776e-05,2.948452472625376e-05
17,17,0.03,503.3999999999998,2.25,1,500000.0,,900.5,0.1800999999999999,503.3999999999998,0.0399016982892419,0.0101398992627488,0.0088931032263883,2493601893990.817,12.98244085632454,2.339664375091685,32394178328881.0,5.448045913164885e-05,3.0493654595090603e-05
18,18,0.03,503.5999999999998,2.25,1,500000.0,,899.5,0.1799,503.5999999999998,0.046512703714768,0.009249962843747,0.0088436071308209,2490545440806.549,10.827286263687435,1.948109638051703,26969736393779.68,5.443610371371056e-05,3.0470304649119013e-05
19,19,0.03,503.7999999999998,2.25,1,500000.0,,881.0,0.1762,503.7999999999998,0.0408938983168809,0.0103127975319803,0.0090423221763289,2439041024955.081,12.336684157605143,2.175647040666686,30116301861567.33,5.3332343168700986e-05,2.985392879852577e-05
20,20,0.03,503.9999999999998,2.25,1,500000.0,,891.5,0.1783,503.9999999999998,0.0419762399877185,0.010363460169166,0.0091425259407785,2467825418446.796,12.10486848038054,2.147729065002733,29726418275663.016,5.398400031112602e-05,3.0220174917718824e-05
21,21,0.03,504.19999999999976,2.25,1,500000.0,,875.5,0.1750999999999999,504.1999999999998,0.0421797177415896,0.0084229435053886,0.0090340021787537,2423255008384.907,12.17306077675345,2.123494240789781,29387595969562.227,5.303197297088562e-05,2.9688065883870877e-05
22,22,0.03,504.39999999999975,2.25,1,500000.0,,915.5,0.1830999999999999,504.3999999999997,0.042978140109028,0.0102051219550229,0.0092356337471098,2533676681373.528,11.744307190167335,2.149858047249359,29749018037023.098,5.5472530406207454e-05,3.105519913425499e-05
23,23,0.03,504.5999999999997,2.25,1,500000.0,,895.0,0.179,504.5999999999997,0.0431868283341998,0.0096147880807854,0.0090260080253924,2476656364543.8213,11.705317440692651,2.0936577666147413,28967993479681.58,5.424762551046092e-05,3.0370315725685155e-05
24,24,0.03,504.7999999999997,2.25,1,500000.0,,857.5,0.1714999999999999,504.7999999999997,0.0374422333092922,0.0114351712635301,0.0091348626210396,2372611939508.885,13.482753956042178,2.3119641002321334,31984802495199.266,5.199121566014803e-05,2.9107894266429836e-05
25,25,0.03,504.9999999999997,2.25,1,500000.0,,871.5,0.1743,504.9999999999997,0.0456014984467856,0.0100858608173631,0.0092473571201164,2411070082052.3066,11.092480176820668,1.9331941280741407,26741632386682.48,5.28568717324897e-05,2.959337699654126e-05
26,26,0.03,505.1999999999997,2.25,1,500000.0,,880.5,0.1761,505.1999999999997,0.0425440042051832,0.0118202340893044,0.0090930029231825,2435688002994.6104,11.874764067937717,2.091152474723283,28923310591232.195,5.341570505934336e-05,2.990935571262063e-05
27,27,0.03,505.3999999999997,2.25,1,500000.0,,880.5,0.1761,505.3999999999997,0.0364394769225384,0.0095401023624113,0.0092234890351611,2435406749251.348,13.92781900622764,2.4533194067799955,33928623744130.12,5.342869359973e-05,2.991973255134716e-05
