,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.slopeErrorMer,M1.slopeErrorSag,PremirrorM2.slopeErrorMer,PremirrorM2.slopeErrorSag,PG.slopeErrorMer,PG.slopeErrorSag,M3.slopeErrorSag,M3.slopeErrorMer,KB_ver.slopeErrorMer,KB_ver.slopeErrorSag,KB_hor.slopeErrorMer,KB_hor.slopeErrorSag,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
0,0,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,910.125,0.182025,500.0,0.0371600836024654,0.0071004925568576,0.0097591436340601,2525197008760.108,13.681927025059906,2.489369712111297,34534536194047.29,5.479453769331565e-05,3.0640240161429404e-05
1,1,0.03,500.0,2.25,1,500000.0,0.5,1.5,0.05,0.5,0.05,0.5,1.0,0.3,0.05,0.1,0.05,0.1,,874.875,0.174975,500.0,0.0415435989465109,0.0089324452774624,0.0092079831313848,2427393745956.873,12.13491806145779,2.126549788435103,29501206783330.65,5.26722935469738e-05,2.945351474932625e-05
2,2,0.03,500.0,2.25,1,500000.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,908.0,0.1815999999999999,500.0,0.0410805725710261,0.0070490068354345,0.0095593017916683,2519301067385.445,12.332958328597469,2.236857682919564,31031486498725.71,5.466660098945817e-05,3.056869997701184e-05
3,3,0.03,500.0,2.25,1,500000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,920.625,0.1841249999999999,500.0,0.040455954469742,0.0085158892939903,0.0095333613594496,2554329895552.561,12.669871318363848,2.332105466837838,32352840263546.234,5.542669552414089e-05,3.099373283737503e-05
4,4,0.03,500.0,2.25,1,500000.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,891.375,0.178275,500.0,0.0399935777240045,0.0107830719904443,0.0094993611496085,2473173996630.728,12.698910362093024,2.2692926238955637,31481450052808.42,5.366568442398489e-05,3.0009003240097935e-05
5,5,0.03,500.0,2.25,1,500000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,868.375,0.173675,500.0,0.0408586797980916,0.0227372179431042,0.0095217464434524,2409359101752.022,12.35049655721389,2.1432549941916115,29732954815782.555,5.228095774693914e-05,2.9234685949931345e-05
6,6,0.03,500.0,2.25,1,500000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,892.0,0.1784,500.0,0.0421672160892825,0.0072768758084666,0.0096466291399235,2474908097035.04,11.957239340614118,2.133697347537758,29600363464368.758,5.370331286629592e-05,3.0030044470808992e-05
7,7,0.03,500.0,2.25,1,500000.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,904.75,0.18095,500.0,0.0414288987767079,0.0069422195404292,0.0097066463334304,2510283745283.019,12.209089923454384,2.208069241320714,30632110112996.934,5.447093308944084e-05,3.0459285577314384e-05
8,8,0.03,500.0,2.25,1,500000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,901.25,0.18025,500.0,0.039172897345935,0.0070461450212886,0.0095711489111865,2500572783018.868,12.88565541397612,2.3220660061732947,32213564801166.504,5.426021381249909e-05,3.0341454685332516e-05
9,9,0.03,500.0,2.25,1,500000.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,918.75,0.18375,500.0,0.0391364528131461,0.0066548237827892,0.0095853420368507,2549127594339.623,12.829668816557437,2.3578647908717114,32710194297321.92,5.531381019720782e-05,3.093060914524188e-05
10,10,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,902.625,0.180525,500.0,0.0426936552302521,0.0063015810236558,0.0096069452061039,2504387803908.3555,11.788890186361652,2.1254725353803465,29486262263668.25,5.434299638558335e-05,3.038774539289682e-05
11,11,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,921.0,0.1841999999999999,500.0,0.0398979600320501,0.0064125491507388,0.0096279358015389,2555370355795.1484,12.66135331369532,2.3288829071224164,32308134326702.76,5.544927258952751e-05,3.100635757580166e-05
12,12,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,926.25,0.1852499999999999,500.0,0.0425286902656906,0.0073566510635116,0.0096425215945909,2569936799191.3745,11.855763923048016,2.1946458641983666,30445890243436.105,5.576535150494012e-05,3.1183103913774466e-05
13,13,0.03,500.0,2.25,1,500000.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,908.5,0.1817,500.0,0.1975498627507974,0.0068241826878081,0.0095633530104747,2520688347708.8955,2.5504063083613118,0.4636273745982258,6431811341929.635,5.469670374330699e-05,3.0585532961580684e-05
14,14,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,918.875,0.183775,500.0,0.0406117611155422,0.0064939329095262,0.0095618164325345,2549474414420.4854,12.497431379034134,2.2971485116674497,31867889302790.152,5.532133588567002e-05,3.0934817391384096e-05
15,15,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,884.25,0.1768499999999999,500.0,0.0378556846684574,0.0070682996750676,0.0097617798895874,2453405252021.5635,13.293689721161256,2.351122616713399,32616661441850.914,5.32367201816392e-05,2.9769133209991983e-05
16,16,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,908.0,0.1815999999999999,500.0,0.0402283118413606,0.0073173905050477,0.0093764137683359,2519301067385.445,12.48671014065098,2.268522337489399,31470764021061.49,5.466660098945817e-05,3.056869997701184e-05
17,17,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,890.625,0.178125,500.0,0.0389961785217849,0.0067234736876177,0.0095316285495837,2471093076145.552,13.054012097546227,2.321171399651833,32201154100921.977,5.3620530293211664e-05,2.998375376324468e-05
18,18,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,920.25,0.18405,500.0,0.0409941761135001,0.0068485638898519,0.0096480907919016,2553289435309.973,12.219411549151795,2.248692529361425,31195668994724.203,5.540411845875429e-05,3.0981108098948406e-05
19,19,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,913.125,0.1826249999999999,500.0,0.0413421119111418,0.0066221437745774,0.0096152714603939,2533520690700.8086,12.50958305264806,2.2841215559402954,31687168909242.78,5.4975154216408586e-05,3.074123806884244e-05
20,20,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,908.125,0.181625,500.0,0.0429854570039224,0.0073255673983588,0.0097252849510168,2519647887466.308,11.730751844151651,2.130246022081898,29552483905421.39,5.467412667792038e-05,3.057290822315405e-05
21,21,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,814.125,0.1628249999999999,500.0,0.3107669169353357,0.0066519420313104,0.0096678538165444,2258839186657.682,1.6178409215857616,0.2636097991730689,3657006874614.402,4.9014808954342114e-05,2.740830712421229e-05
22,22,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,898.375,0.1796749999999999,500.0,0.0414161873278899,0.0063199483243307,0.0096043772066431,2492595921159.03,12.11174963128942,2.174371336780009,30164625713888.73,5.408712297786839e-05,3.0244665024061688e-05
23,23,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,916.875,0.183375,500.0,0.0421632104233964,0.0067643823443392,0.0098040112889027,2543925293126.6846,11.896659209673052,2.1816417532009407,30265486770329.195,5.5200924870274726e-05,3.086748545310873e-05
24,24,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,893.625,0.178725,500.0,0.0403551036185731,0.0072324618738104,0.0097778657436907,2479416758086.254,12.411113727694357,2.218748199967134,30780257205048.098,5.3801146816304586e-05,3.008475167065772e-05
25,25,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,916.25,0.18325,500.0,0.0389715198556003,0.0061970393829859,0.0094698866888158,2542191192722.372,12.884028221543646,2.3610369343449333,32754200819557.54,5.516329642796372e-05,3.0846444222397686e-05
26,26,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,897.0,0.1794,500.0,0.0392265594375089,0.0065047819282371,0.009716060389523,2488780900269.542,12.791602493123728,2.293129194299598,31812130103808.934,5.400434040478412e-05,3.0198374316497372e-05
27,27,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,904.25,0.1808499999999999,500.0,0.0407113192723968,0.0062994044712754,0.0095837217703465,2508896464959.569,12.520162379345823,2.2614893676170613,31373197013868.37,5.444083033559202e-05,3.044245259274555e-05
28,28,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,,911.375,0.182275,500.0,0.0399407452317816,0.006455972219931,0.0096332490863572,2528665209568.733,12.676163271740618,2.313036967086822,32088306718523.254,5.4869794577937706e-05,3.0682322622851505e-05
29,29,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,900.25,0.1800499999999999,500.0,0.0419912313881524,0.0069447034324154,0.009694282085155,2497798222371.968,11.995307502132958,2.161911046485188,29991766558383.9,5.420000830480146e-05,3.0307788716194836e-05
30,30,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,903.125,0.180625,500.0,0.0399101204861906,0.0068587582099977,0.0093264998746736,2505775084231.8057,12.554758309403134,2.268895706960925,31475943702273.73,5.437309913943217e-05,3.0404578377465664e-05
31,31,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,894.25,0.1788499999999999,500.0,0.0423467603832392,0.0072491256201672,0.0095579077668247,2481150858490.5654,11.881735245255715,2.122457260978361,29444431955191.47,5.383877525861561e-05,3.010579290136877e-05
32,32,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,916.0,0.1831999999999999,500.0,0.0400267589736386,0.0065864674249329,0.0094316711084303,2541497552560.647,12.561708099492169,2.3057806882555747,31987641790082.68,5.5148245051039296e-05,3.083802773011327e-05
33,33,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,875.375,0.175075,500.0,0.0384061040058938,0.0075966391420959,0.009575199143203,2428781026280.323,13.12748084092555,2.2985828309724785,31887787332284.266,5.270239630082264e-05,2.9470347733895085e-05
34,34,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,,898.625,0.1797249999999999,500.0,0.0418060906467942,0.0071300918544197,0.009415557679878,2493289561320.755,11.993813449438845,2.154401234152235,29887584409560.82,5.41021743547928e-05,3.0253081516346106e-05
35,35,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,,909.0,0.1817999999999999,500.0,0.0417425816165532,0.0073070320066998,0.0093440077708283,2522075628032.3447,12.03068581868953,2.185592552352419,30320295429576.7,5.4726806497155806e-05,3.060236594614952e-05
36,36,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,,905.25,0.1810499999999999,500.0,0.0391731791550213,0.0070760578541682,0.0088290948708258,2511671025606.4688,12.837110975282858,2.3258478195942303,32266029154624.742,5.450103584328966e-05,3.0476118561883223e-05
37,37,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,898.125,0.179625,500.0,0.0421526488984084,0.0070323723260357,0.0087370388744824,2491902280997.304,11.963083071229448,2.151427023991126,29846323777217.7,5.407207160094396e-05,3.0236248531777267e-05
38,38,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,,904.25,0.1808499999999999,500.0,0.0393794385570202,0.0069334213019946,0.0096417525744998,2508896464959.5684,12.751914888434818,2.3052776685372844,31980663496507.77,5.4440830335592025e-05,3.044245259274555e-05
39,39,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,905.75,0.18115,500.0,0.0408966013690771,0.0070132651563695,0.0096303887448664,2513058305929.919,12.274128329072049,2.22500773049198,30867094440359.645,5.453113859713848e-05,3.0492951546452068e-05
40,40,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,,893.5,0.1787,500.0,0.0422214486502667,0.006720599203646,0.0098610808326983,2479069938005.3906,11.906401715926885,2.1270522514571546,29508177353968.188,5.3793621127842375e-05,3.0080543424515507e-05
41,41,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,898.875,0.1797749999999999,500.0,0.039306790297445,0.0071675954719157,0.0095575364134455,2493983201482.4795,12.77716337905934,2.296743580576445,31862271773441.11,5.41172257317172e-05,3.0261498008630523e-05
42,42,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,,894.625,0.178925,500.0,0.0401997793558023,0.0066945756859551,0.009678631839401,2482191318733.1533,12.50818440855582,2.2378573210832213,31045354282275.83,5.386135232400223e-05,3.01184176397954e-05
43,43,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,,884.25,0.17685,500.0,0.0396277915325881,0.006993013792481,0.0097332133403174,2453405252021.5635,12.758484715080275,2.258215880077934,31327784565347.47,5.32367201816392e-05,2.9769133209991983e-05
44,44,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,,902.625,0.180525,500.0,0.0400676294358603,0.0071932119270672,0.0093947367362156,2504387803908.3555,12.744318454116678,2.295510955333431,31845171805982.902,5.434299638558335e-05,3.038774539289682e-05
45,45,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,892.375,0.178475,500.0,0.0399158677352388,0.0064910396037017,0.0095105358639729,2475948557277.628,12.657994690237302,2.2589788109504707,31338368555223.703,5.372588993168253e-05,3.004266920923562e-05
46,46,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,933.25,0.18665,500.0,0.0418854424845846,0.006436020401054,0.0096131926667778,2589358723719.676,12.0571269563078,2.2511850186271807,31230246807872.125,5.6186790058823614e-05,3.1418765697738216e-05
47,47,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,,891.5,0.1783,500.0,0.0403298501898773,0.0070458587193825,0.0097589263107989,2473520816711.5903,12.54023382694884,2.236479863526239,31026245084623.945,5.36732101124471e-05,3.0013211486240157e-05
48,48,0.03,500.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,886.75,0.1773499999999999,500.0,0.0365099947211291,0.0074326351604377,0.009547194523836,2460341653638.8145,14.243357092502626,2.530432867947947,35104197275156.805,5.3387233950883306e-05,2.9853298132836175e-05
49,49,0.03,750.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1509.625,0.301925,750.0,0.0761550350980968,0.0071471983844343,0.0097686152145769,3414851616365.5425,9.89046890534317,2.987039169834305,33784203153948.38,0.0001115633253483,6.307295200457953e-05
50,50,0.03,750.0,2.25,1,500000.0,0.5,1.5,0.05,0.5,0.05,0.5,1.0,0.3,0.05,0.1,0.05,0.1,,1488.375,0.297675,750.0,0.0735965074296842,0.0083867526429702,0.0094880576099945,3366782992139.15,10.258094791733358,3.051125643361705,34509038121944.43,0.0001099929216629,6.218511546895161e-05
51,51,0.03,750.0,2.25,1,500000.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1487.0,0.2974,750.0,0.0742442506709152,0.0071446833458058,0.009722106884154,3363672669395.0894,10.182559645334695,3.026581530901096,34231437717511.65,0.0001098913073067,6.212766722252861e-05
52,52,0.03,750.0,2.25,1,500000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1491.0,0.2982,750.0,0.0778934506906665,0.0085437328387543,0.009731676390538,3372720881014.175,9.679229320535962,2.884325000953848,32622478733562.28,0.0001101869127064,6.229478939394094e-05
53,53,0.03,750.0,2.25,1,500000.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1501.125,0.3002249999999999,750.0,0.0720809006045328,0.0103341062838751,0.0096212369297651,3395624166674.985,10.487763932489196,3.1505415587606644,35633458422988.055,0.0001109351638741,6.271781739032837e-05
54,54,0.03,750.0,2.25,1,500000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1445.5,0.2891,750.0,0.0768998693378648,0.0219051489346612,0.0097318459943532,3269797473847.076,9.933560547260528,2.8745548144552333,32511975339815.527,0.0001068244012857,6.039377469412584e-05
55,55,0.03,750.0,2.25,1,500000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1458.125,0.2916249999999999,750.0,0.0722673077946467,0.0071276393858065,0.0096928840113945,3298355891769.8145,10.444414948400889,3.042804867087158,34414927941235.477,0.0001077574058283,6.0921254047645966e-05
56,56,0.03,750.0,2.25,1,500000.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1489.75,0.2979499999999999,750.0,0.0735917881074783,0.0068804559957957,0.0098447542040571,3369893314883.2104,10.214655557887223,3.0421516898777994,34407540334216.67,0.000110094536019,6.224256371537458e-05
57,57,0.03,750.0,2.25,1,500000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1509.75,0.30195,750.0,0.074652102483128,0.0068586603613985,0.0097835056117075,3415134372978.6387,10.108240406124963,3.0507391640631623,34504666938844.92,0.0001115725630171,6.307817457243617e-05
58,58,0.03,750.0,2.25,1,500000.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1513.75,0.30275,750.0,0.0758275739919724,0.0070827439775799,0.0098540135561929,3424182584597.724,9.942802474850003,3.0113845340347263,34059555662984.777,0.0001118681684167,6.32452967438485e-05
59,59,0.03,750.0,2.25,1,500000.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1486.375,0.297275,750.0,0.071794474976599,0.0067264339783079,0.0097673134743209,3362258886329.607,10.53395277478001,3.1288648599415385,35388289225339.76,0.0001098451189631,6.210155438324545e-05
60,60,0.03,750.0,2.25,1,500000.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1464.75,0.29295,750.0,0.0755333900825831,0.0068905014968791,0.0097521115811972,3313341992263.9253,9.967191252792022,2.9196331415411705,33021823143450.43,0.0001082470022714,6.119805014404761e-05
61,61,0.03,750.0,2.25,1,500000.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1504.125,0.300825,750.0,0.0734425805813998,0.0068302815102063,0.009686274461214,3402410325389.3,10.274476565072872,3.091123285132396,34961422030701.42,0.0001111568679238,6.28431590188876e-05
62,62,0.03,750.0,2.25,1,500000.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1434.125,0.286825,750.0,0.3480765544819348,0.0074680890929229,0.0096890358548492,3244066622055.3,2.2013073329034154,0.6304783777081451,7130877228451.385,0.0001059837734306,5.991852101917207e-05
63,63,0.03,750.0,2.25,1,500000.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1485.625,0.297125,750.0,0.0748974155992243,0.0068985984751867,0.0097271868589729,3360562346651.0283,10.049116561321023,2.987111397002896,33785020062330.945,0.0001097896929506,6.207021897610563e-05
64,64,0.03,750.0,2.25,1,500000.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1491.625,0.2983249999999999,750.0,0.0740482980350378,0.0073130084964205,0.0094476779860816,3374134664079.6567,10.264363155269129,3.066955336931779,34688076143553.58,0.0001102331010501,6.232090223322411e-05
65,65,0.03,750.0,2.25,1,500000.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1489.125,0.297825,750.0,0.0749323619250361,0.0068918059876435,0.0096256808727902,3368479531817.7275,10.08285245405055,3.003528773534736,33970704933693.83,0.0001100483476753,6.221645087609141e-05
66,66,0.03,750.0,2.25,1,500000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1462.25,0.29245,750.0,0.0746668697794205,0.0075252339361983,0.0096684260912571,3307686860001.9966,10.080148227676425,2.9481221502796173,33344041368304.73,0.0001080622488966,6.109359878691491e-05
67,67,0.03,750.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1478.375,0.2956749999999999,750.0,0.0740020633252526,0.0073161718163871,0.0095578224110372,3344162463091.4355,10.154700460290998,3.000489007532845,33936324376121.805,0.0001092539081638,6.17673100404208e-05
68,68,0.03,750.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1485.75,0.29715,750.0,0.0706533581384576,0.0066045202011087,0.0096618334433342,3360845103264.1245,10.7441416860021,3.184461106608563,36017097481677.414,0.0001097989306194,6.207544154396227e-05
69,69,0.03,750.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1509.25,0.30185,750.0,0.076146662291407,0.0066954369117506,0.0098382104978995,3414003346526.253,9.923424535560114,2.997717443720989,33904977256264.973,0.0001115356123421,6.305728430100963e-05
70,70,0.03,750.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1222.5,0.2444999999999999,750.0,0.5882936428075851,0.0071501150094193,0.0096387619532956,2765359676083.051,1.2794506452450074,0.3129058441300836,3539047868172.032,9.034440025730882e-05,5.10767136378892e-05
71,71,0.03,750.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,1481.75,0.29635,750.0,0.0753212137927334,0.0064987361594961,0.0096737464346173,3351796891645.039,9.991989516087925,2.963054255680411,33512927430285.832,0.0001095033252198,6.190831937254998e-05
72,72,0.03,750.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,1484.375,0.2968749999999999,750.0,0.0749729043270974,0.007106525200287,0.0097231093124336,3357734780520.0645,10.051082595555972,2.9870534812149496,33784365019449.164,0.0001096973162632,6.20179932975393e-05
73,73,0.03,750.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,1481.75,0.2963499999999999,750.0,0.0751816882787039,0.0068470621301621,0.0096955875701408,3351796891645.039,10.013933444568211,2.96526932311314,33537980428888.176,0.0001095033252198,6.190831937254996e-05
74,74,0.03,750.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,1487.125,0.297425,750.0,0.0702162472054936,0.0066116123075565,0.0097595272634404,3363955426008.185,10.764436581857307,3.1994493352136018,36186618311944.45,0.0001099005449755,6.213288979038526e-05
75,75,0.03,750.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,1497.75,0.29955,750.0,0.0725617297702995,0.0072076990063097,0.0097594771790018,3387989738121.3813,10.371084985608364,3.1062342367695277,35132330890924.586,0.0001106857468182,6.257680805819922e-05
76,76,0.03,750.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1488.0,0.2976,750.0,0.0720740681516076,0.006655241513348,0.0097098914465942,3365934722299.8604,10.517163144186076,3.130168683452535,35403035814141.56,0.0001099652086566,6.216944776538169e-05
77,77,0.03,750.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,,1471.25,0.29425,750.0,0.0759328359820158,0.0064363435669057,0.0096733941333044,3328045336144.9395,9.90755309228216,2.9167435001969317,32989140535468.008,0.0001087273610458,6.146962367259263e-05
78,78,0.03,750.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,1481.625,0.296325,750.0,0.0736860149901729,0.0068226736294482,0.0096878680683146,3351514135031.9424,10.22045923871891,3.0271220251637274,34237550850595.637,0.000109494087551,6.190309680469331e-05
79,79,0.03,750.0,2.25,1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,1474.125,0.294825,750.0,0.0752887007348874,0.0070652248739071,0.0096623031498183,3334548738246.1567,10.04093302569478,2.9628643429462005,33510779467025.457,0.0001089398274267,6.158974273329523e-05
