,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
226,226,0.03,952,2,500000.0,1.36558889687475,,21000.2,0.1301275820401022,952.0,0.0783290919766613,0.0090268439859157,0.0096251734408258,-0.0001819191847589,-9.678928707097656e-06,1095289027803.7164,12.178340794173554,1.5846212262107064,13337819815622.027,4.5530982913597166e-05,2.447351207474174e-05
227,227,0.03,954,2,500000.0,1.36641963307448,,20953.3,0.1310365369366589,954.0,0.0792903141381316,0.0093485322270421,0.0096363392517009,-0.00017251365831,2.52726701089364e-06,1098675621583.556,12.068006589054754,1.5815374184711506,13260397801388.56,4.576603283385458e-05,2.4581721586160453e-05
228,228,0.03,956,2,500000.0,1.36742666329226,,20952.6,0.13223168963765,956.0,0.0795303324644123,0.0093371880041613,0.0096730414774799,-0.0001528358623671,5.055154165455165e-06,1104393369708.522,12.034841387691031,1.5913255771147443,13290682598316.557,4.610234573806971e-05,2.4742444697896208e-05
229,229,0.03,958,2,500000.0,1.36825915849898,,20999.1,0.1338513205459444,958.0,0.0793235959790763,0.0093365714265776,0.0096144956838851,-0.0001820245749096,2.658705927267258e-06,1113564744445.441,12.090134191235316,1.6183769221038815,13463949973212.36,4.658757712662688e-05,2.4981071672673005e-05
230,230,0.03,960,2,500000.0,1.36926953155921,,21002.7,0.1353144291617766,960.0,0.0795818166325147,0.0092171332834273,0.0097417496021361,-0.0001775601465901,9.742182086438654e-06,1121333628465.4792,12.08965462690434,1.6357807067637289,13555508652342.129,4.7013987574311424e-05,2.518882920193543e-05
231,231,0.03,962,2,500000.0,1.37010270270469,,21049.9,0.1370619235625503,962.0,0.0833991886325633,0.0087480670584415,0.0096892240140734,-0.0001660323496097,2.864774217312633e-06,1131331719031.56,11.56408649004524,1.5852370827082962,13084808291301.213,4.7528507706035047e-05,2.5445931644772797e-05
232,232,0.03,964,2,500000.0,1.37100225690137,,21042.4,0.1386438437609565,964.0,0.0804762388767698,0.0087187764579391,0.0096891408218295,-0.0001575742445877,4.759058042865089e-07,1139822123015.9106,11.99676026156669,1.6632888990508576,13674270942557.6,4.7986512934380216e-05,2.566973842544076e-05
233,233,0.03,966,2,500000.0,1.37195092545958,,21115.6,0.1408192751613639,966.0,0.0801716246431169,0.0091607276282476,0.0096818682392741,-0.0001642576549549,6.6264405343493135e-06,1153068145837.923,12.065430286791525,1.6991353536095333,13913001962757.955,4.864309995051417e-05,2.600135717344571e-05
234,234,0.03,968,2,500000.0,1.37278537649863,,21092.9,0.1423431860914824,968.0,0.0789164540234196,0.0092043205241899,0.0097927169657779,-0.0001751615959206,7.699202549118659e-06,1160857475399.062,12.285477703923508,1.7488169273545515,14262201507272.77,4.9074890100484e-05,2.621062280109819e-05
235,235,0.03,970,2,500000.0,1.3738045156753,,21135.8,0.1433254324524384,970.0,0.0823914096770863,0.0092085774634677,0.0096528213150693,-0.000159780785934,-4.378681502934459e-06,1164146790132.9397,11.789022414546633,1.6896757369917104,13724225714352.225,4.931381734936235e-05,2.6318691604467727e-05
236,236,0.03,972,2,500000.0,1.37464021604122,,21092.0,0.1437197219600988,972.0,0.0827838723712943,0.0093509217120777,0.0095656565954281,-0.0001763257454697,4.532849597194871e-06,1162591357166.236,11.760129661108571,1.690167616226566,13672265963141.816,4.935128110677492e-05,2.6315986982843464e-05
237,237,0.03,974,2,500000.0,1.37566321948265,,21109.2,0.1446846024103361,974.0,0.0808045250405939,0.0090099688693216,0.009566006261255,-0.0001742478289305,4.803016861465257e-06,1165572296162.508,12.088797959166373,1.7493035302014426,14092306288401.668,4.957962633014221e-05,2.6416086277734217e-05
238,238,0.03,976,2,500000.0,1.37649904869742,,21146.1,0.1462234804064148,976.0,0.0803948335856488,0.0091719507365545,0.0097567837629817,-0.0001555281636139,8.357216351436972e-06,1173093848559.4954,12.19593023353282,1.7829738956897856,14304102893478.162,5.000203170348957e-05,2.6619467566092808e-05
239,239,0.03,978,2,500000.0,1.37752579557062,,21130.9,0.1474034109861156,978.0,0.0831519768249335,0.009297417322898,0.0096692889960472,-0.0001467420559,1.2537756567267055e-05,1177645051994.0005,11.790076592933907,1.7378271113925017,13883962964365.703,5.02988832089832e-05,2.67558673216484e-05
240,240,0.03,980,2,500000.0,1.37836355581004,,21246.9,0.1496834546130784,980.0,0.081624855138898,0.0088040667028086,0.0097828719369853,-0.0001571277174046,3.197284221305493e-06,1190869984121.2468,12.028799763240055,1.8005143448629723,14324752824683.26,5.097523387115967e-05,2.708991567590569e-05
241,241,0.03,982,2,500000.0,1.37934440695512,,21288.1,0.1516191570117417,982.0,0.0809179362948043,0.0088377168471287,0.0095877203641793,-0.0001691746912764,1.7078031724128937e-06,1201202816829.545,12.16997749219248,1.8451243051185395,14617997859844.34,5.1524354796222e-05,2.73573901864713e-05
242,242,0.03,984,2,500000.0,1.38023250093147,,21307.5,0.1534042784126847,984.0,0.0851285930331869,0.0089050271409443,0.00973855101037,-0.0001678897982707,9.355211709242804e-06,1210200319128.9844,11.585028755097774,1.7772085026697642,14020327981359.928,5.201410904630701e-05,2.759505193461704e-05
243,243,0.03,986,2,500000.0,1.38107949769723,,21261.2,0.1547257668825132,986.0,0.0809894696712035,0.0089038882076153,0.0095748894516243,-0.000176903669023,1.503409981868864e-06,1215436044927.6948,12.22274776048953,1.8905272459904343,14850887508862.332,5.2347236436114846e-05,2.774740078275975e-05
244,244,0.03,988,2,500000.0,1.38210761710983,,21222.1,0.1560966611630372,988.0,0.082856613792478,0.0093088157001077,0.0097257243468242,-0.0001687033623001,6.228254917042914e-06,1220969572653.666,11.938485999496464,1.863473432814209,14575868208598.104,5.26883571614464e-05,2.790691913771336e-05
245,245,0.03,990,2,500000.0,1.38294720866426,,21291.4,0.1582620895895554,990.0,0.0837025576834434,0.0089716851467689,0.0096700729375602,-0.0001697541172173,1.2549770982906654e-05,1232599245298.0996,11.866504907370384,1.877943097211027,14626062693461.672,5.3301793749717474e-05,2.8206319658807657e-05
246,246,0.03,992,2,500000.0,1.38358167460871,,21385.2,0.1595949667406103,992.0,0.0839568613166079,0.0090269341697696,0.0097172730922914,-0.000174118639768,-6.640239777689175e-07,1237589565488.6155,11.844115165774893,1.8901779301599584,14657507884223.182,5.362177460141234e-05,2.8352918122895807e-05
247,247,0.03,994,2,500000.0,1.38442202842275,,21388.5,0.1602553403347269,994.0,0.0847328205052576,0.0090088473126193,0.0095853972952666,-0.00017153864017,8.560798986496152e-06,1237239044334.0454,11.74343304423159,1.881885345134488,14528951241794.545,5.3716635546260224e-05,2.837735471248412e-05
248,248,0.03,996,2,500000.0,1.38546266886296,,21337.0,0.1608145714955484,996.0,0.0807674524337698,0.0090578949381651,0.0096500693656894,-0.0001661459713822,5.413629810227664e-06,1236066021097.785,12.359027408111904,1.987945976315311,15279911827949.225,5.3775658706047565e-05,2.8382960779364223e-05
249,249,0.03,998,2,500000.0,1.38630433603133,,21404.7,0.1631973913463073,998.0,0.0823286918134499,0.00905586080949,0.0096969724078361,-0.0001726647505296,9.460946684066965e-06,1248809165981.4578,12.145104056378193,1.9820393082654195,15166840812087.584,5.444514241670352e-05,2.870849427676776e-05
250,250,0.03,1000,2,500000.0,1.38719560853008,,21350.1,0.1646488965670482,1000.0,0.0800267173633187,0.0089400728277199,0.0096892489535579,-0.0001703743981947,-1.3735072042852783e-06,1254294850250.2087,12.530120672229266,2.063125999143068,15716888300485.37,5.478585471419888e-05,2.8867744777299007e-05
251,251,0.03,1002,2,500000.0,1.38819192301866,,21380.4,0.1663574700066075,1002.0,0.0845899723641422,0.0091017813887664,0.0096416430650937,-0.000172808628241,6.606251699264114e-06,1261618858988.733,11.857990997403874,1.9728776457690775,14961874836643.65,5.522407027356153e-05,2.9068313178023547e-05
252,252,0.03,1004,2,500000.0,1.38903383961997,,21424.1,0.1677782662725723,1004.0,0.0835103570823661,0.0088936405158017,0.009586523790217,-0.0001815250022841,9.56724107579858e-06,1266633816499.189,12.061052611860228,2.0233861997498845,15275455166984.02,5.555629027383548e-05,2.921606385057692e-05
253,253,0.03,1006,2,500000.0,1.39008454437937,,21517.4,0.1695944055394095,1006.0,0.0821272269993868,0.0091203042327905,0.0097005745913738,-0.0001674350107703,3.4804790637942784e-06,1274522268335.913,12.27042814093274,2.0811638905776246,15640195878875.348,5.601159342777599e-05,2.943049394649708e-05
254,254,0.03,1008,2,500000.0,1.39092846385091,,21495.6,0.1709449145052591,1008.0,0.0841288299518168,0.0089941668585212,0.0096549770093212,-0.0001710520463691,5.839916259232419e-06,1278802737427.941,11.99017607721589,2.0496585975278405,15333062307803.7,5.631350205477762e-05,2.9561992841795147e-05
255,255,0.03,1010,2,500000.0,1.39198300301531,,21509.1,0.172724181453438,1010.0,0.0848375056513759,0.0089870338154883,0.0096701309210847,-0.0001676091810025,-1.503154339386548e-05,1286183204877.8542,11.921302517157056,2.05902390416102,15332433141029.766,5.674672454305889e-05,2.9765524696031154e-05
256,256,0.03,1012,2,500000.0,1.39282774789582,,21509.0,0.1743952781244953,1012.0,0.0855995591629607,0.0092036607572468,0.009551154593206,-0.0001795675022311,3.6282494397149633e-06,1292613624326.349,11.836563805344976,2.064366972514931,15301038554365.156,5.7147559514954056e-05,2.994802416775789e-05
257,257,0.03,1014,2,500000.0,1.39387537759758,,21524.0,0.1762185398789932,1014.0,0.0845956051076768,0.0094119795518376,0.0095480221453048,-0.0001643667339503,8.5710756017179e-06,1300007431921.675,12.027815217573774,2.119377475464274,15635167962706.5,5.75880319666297e-05,3.0153280586771947e-05
258,258,0.03,1016,2,500000.0,1.39473250024411,,21552.3,0.1781542857890812,1016.0,0.0851259022385988,0.0089131743709441,0.0096370393507529,-0.0001803126980796,2.853146566877465e-06,1308100510386.655,11.971971890463037,2.132884078145065,15660733273182.506,5.8058704677145295e-05,3.037523796489132e-05
259,259,0.03,1018,2,500000.0,1.39557884296765,,21527.0,0.1794263255917555,1018.0,0.084102780754199,0.0089750119676923,0.0095516677569411,-0.0001753887673021,1.4135634814702313e-06,1311208908695.6797,12.130649756716384,2.176513666841466,15905492688702.545,5.8313366735758686e-05,3.0481817475216946e-05
260,260,0.03,1020,2,500000.0,1.39664356222928,,21559.0,0.180480673261234,1020.0,0.0852212810883884,0.0092079980125302,0.0096957764872874,-0.0001673104399986,-2.187280944327272e-06,1312645663132.3044,11.991433342434068,2.1643776112884425,15741635010005.64,5.849838905759094e-05,3.054973324331889e-05
261,261,0.03,1022,2,500000.0,1.39749037919015,,21644.3,0.1819855060563248,1022.0,0.0862788151327662,0.0091123583289905,0.0096955384896626,-0.0001746116606238,5.941189147963018e-06,1317241090446.568,11.860111463753416,2.1582510084616637,15621776554906.254,5.880966218887447e-05,3.0690226414825344e-05
262,262,0.03,1024,2,500000.0,1.39855963496376,,21585.4,0.1828112018377885,1024.0,0.0876749875308746,0.0091520936821017,0.0096321819894321,-0.0001669154630928,-3.839575011227757e-06,1316789086837.591,11.699375538113708,2.1387943448551674,15405735665991.77,5.891317136836967e-05,3.071329911888839e-05
263,263,0.03,1026,2,500000.0,1.39940786910615,,21713.5,0.1857856050881861,1026.0,0.0869401138661259,0.0089685591911689,0.0097140209818829,-0.0001634085341421,-4.73397291843463e-06,1331680593271.2798,11.81989774597882,2.19601381714961,15740665061028.88,5.9697972793066486e-05,3.10946928165538e-05
264,264,0.03,1028,2,500000.0,1.4002952084712,,21675.2,0.1873440667459747,1028.0,0.0844713534108904,0.0088654055180512,0.0096486029851407,-0.0001702007038833,1.2261010146023358e-05,1336263466318.792,12.18565381762587,2.2827185921780044,16281879173414.877,6.001578766457404e-05,3.1235953402125966e-05
265,265,0.03,1030,2,500000.0,1.40133109277338,,21605.0,0.187679412168163,1030.0,0.0872083825504204,0.0089372047635887,0.0096199905398478,-0.000165233328717,2.447557600063307e-06,1332055659069.0989,11.835131966286042,2.221127945320322,15764467795910.684,5.994759282130903e-05,3.117181126091024e-05
266,266,0.03,1032,2,500000.0,1.40218130528617,,21662.9,0.1887892058077694,1032.0,0.0874245301251448,0.0090604464399783,0.0097548638725188,-0.000171795857825,-2.024392154010725e-06,1333268938014.4873,11.81915769069288,2.2313337532790065,15758146610454.934,6.011429514062956e-05,3.12332693960823e-05
267,267,0.03,1034,2,500000.0,1.40326093603049,,21684.9,0.1895883740383645,1034.0,0.0857277060040587,0.0092544415097712,0.0096007140875606,-0.0001686042947558,1.2012064099787028e-06,1332176957182.266,12.078057016388358,2.2896896908462656,16088918219352.088,6.018367212963539e-05,3.1240797434614475e-05
268,268,0.03,1036,2,500000.0,1.40411224770544,,21684.2,0.191551980250972,1036.0,0.0855209578472112,0.0092272354863294,0.0096432708210473,-0.0001658778812434,-7.445139924756294e-06,1339168951719.9731,12.144033398205236,2.32631361483946,16263611375224.355,6.061879224821024e-05,3.1438119597210254e-05
269,269,0.03,1038,2,500000.0,1.40500559311992,,21770.9,0.1943191428577567,1038.0,0.0845327964126226,0.0090644344355908,0.0096894778165672,-0.0001658058244787,8.971952311918819e-06,1351610651694.6035,12.288963051941211,2.387985611814462,16609927058933.824,6.1297842079249e-05,3.1763933782604504e-05
270,270,0.03,1040,2,500000.0,1.40604835471862,,21695.4,0.1954916278253347,1040.0,0.0885150267871949,0.0091725855990197,0.0096229357848321,-0.0001687785322177,6.2842023663303854e-06,1352820404085.264,11.786268368040874,2.304550233714095,15947703812632.844,6.147091971504064e-05,3.182620079482582e-05
271,271,0.03,1042,2,500000.0,1.40690115714451,,21778.0,0.1975927006980272,1042.0,0.0875198929198858,0.0091970101575099,0.0096309795032291,-0.0001731119081248,-2.103399322541687e-06,1360312158082.7617,11.920223757906268,2.3552959655898973,16214858780495.44,6.19392901160661e-05,3.203550599027197e-05
272,272,0.03,1044,2,500000.0,1.40799052369918,,21771.7,0.1988919337165084,1044.0,0.0865604228759138,0.0089760372744683,0.0095622208937856,-0.0001960779337776,1.2697755512102892e-05,1362110812572.6765,12.098468725028676,2.406354576935086,16479912115485.512,6.214250946806535e-05,3.211103224969404e-05
273,273,0.03,1046,2,500000.0,1.40884523113251,,21748.1,0.2002076795709517,1046.0,0.0888322674436948,0.0090063981823031,0.0096149820156033,-0.000166829304847,-7.500415534897106e-06,1363928603833.4858,11.806704573985948,2.363525428837208,16101679741692.584,6.234007539405418e-05,3.218716646151747e-05
274,274,0.03,1048,2,500000.0,1.40993166845321,,21809.3,0.2025003244080761,1048.0,0.0871301371550316,0.0092746228601523,0.0096866541015867,-0.000178323491982,-9.755062957126252e-07,1372271943905.96,12.057697861383328,2.4420746872117816,16549062763131.05,6.284595281384186e-05,3.241761354206485e-05
275,275,0.03,1050,2,500000.0,1.41079503857806,,21772.0,0.2038802873702085,1050.0,0.0880529676704554,0.0090423529772122,0.0095877680294823,-0.0001804693735487,1.162266385961073e-05,1374298416840.4578,11.951393854350254,2.436309552206464,16422462434786.016,6.305424742038569e-05,3.2499158535927125e-05
276,276,0.03,1052,2,500000.0,1.41165075360548,,21863.0,0.2064154415175782,1052.0,0.0902023499381811,0.0093463334736469,0.0097603749372941,-0.0001712911182378,2.650058840100377e-06,1406902516964.7886,11.6760768413763,2.410195476226132,16427598909023.111,6.467548160814509e-05,3.3303235655176806e-05
277,277,0.03,1054,2,500000.0,1.4127503589355,,21848.2,0.2079383977700561,1054.0,0.0877029613947342,0.0093615343084399,0.009578192972358,-0.0001655920302323,-1.6174062187603769e-06,1477755105853.067,12.052067087457278,2.5061099054700877,17810162761438.15,6.805674226492051e-05,3.501520513242744e-05
278,278,0.03,1056,2,500000.0,1.41360767287236,,21856.5,0.2096807116592486,1056.0,0.0895101773998476,0.0091803208628554,0.0097787865766053,-0.0001606932630729,2.3045002340862143e-06,1551116203432.104,11.819012184015268,2.478184309337164,18332405526889.2,7.157612418089581e-05,3.6790081781998544e-05
279,279,0.03,1058,2,500000.0,1.41459744470657,,21851.2,0.211334191937829,1058.0,0.0884872282117384,0.0089105428667031,0.0096808141237176,-0.0001793303635262,-1.0880419043623505e-06,1624807712348.6782,11.99870206541827,2.5356310105433746,19494776419394.348,7.511861370005022e-05,3.8576341104327473e-05
280,280,0.03,1060,2,500000.0,1.4155721082738,,21955.4,0.2140556167203393,1060.0,0.0894726039182387,0.0092324496671773,0.0096402168428938,-0.0001879153818016,9.608364288420234e-06,1707982237322.3098,11.865497927051024,2.539938398962259,20266553785356.46,7.911033368547342e-05,4.059153599024439e-05
281,281,0.03,1062,2,500000.0,1.41643111237549,,21891.6,0.2151383718109633,1062.0,0.0888791563235371,0.0090611835966703,0.0096455127428793,-0.0001624724147512,1.3582190514353482e-05,1758002023174.3213,11.985400618706851,2.57797365569236,21065897562799.7,8.158377788881252e-05,4.182040898253587e-05
282,282,0.03,1064,2,500000.0,1.41754270316262,,21958.1,0.2174879344735651,1064.0,0.0849254651576757,0.0090622385810809,0.0096384285879892,-0.0001612428740715,-9.319476198072106e-07,1775550204517.132,12.560754936263274,2.731519519133353,22299857932713.312,8.256239395924188e-05,4.227844754304118e-05
283,283,0.03,1066,2,500000.0,1.41840300891481,,21933.2,0.2189354226382637,1066.0,0.0887597392993256,0.0090311214281551,0.009722913519823,-0.0001597052966863,-1.9074450203467795e-06,1785705109216.518,12.03446792355074,2.6349663735972344,21491601766611.305,8.319372298734568e-05,4.256115325013832e-05
284,284,0.03,1068,2,500000.0,1.41926341830284,,22003.8,0.2211407678855814,1068.0,0.0914524652615,0.0094406262398622,0.0096652768172625,-0.0001635409360988,1.34197316938895e-06,1802013597182.609,11.721525308876055,2.592463213530459,21125249792904.44,8.410794244638513e-05,4.299121137399087e-05
285,285,0.03,1070,2,500000.0,1.42038073524617,,21969.2,0.2220641039072196,1070.0,0.0898720931393199,0.0089616913135001,0.0096323329905752,-0.0001813856607108,-9.58201866378162e-07,1807851600191.3809,11.920775504898373,2.6473509264187607,21552414480252.656,8.454154290027954e-05,4.317206003967429e-05
286,286,0.03,1072,2,500000.0,1.42124346131435,,22044.5,0.2241006610553195,1072.0,0.0874239034350693,0.009307032624457,0.0097306004161008,-0.0001627328339043,4.085587551974283e-06,1822730554560.844,12.31274577293548,2.758942174106976,22439952543334.71,8.539039640823036e-05,4.3567429657022354e-05
287,287,0.03,1074,2,500000.0,1.42225871849266,,22009.2,0.225509301850396,1074.0,0.0898324205838434,0.0091105462523129,0.0096790982863465,-0.0001881085571882,3.498563730375141e-06,1832477333877.1443,11.967845552635628,2.6990205140518144,21932106015522.67,8.601032434304125e-05,4.384074389935391e-05
288,288,0.03,1076,2,500000.0,1.42323023053009,,22058.6,0.2279855662411773,1076.0,0.0884312431730222,0.0091423333311322,0.0096749052967469,-0.0001645546263995,1.08295139435838e-05,1850870102910.7915,12.19193581948829,2.780265867768893,22571213860763.043,8.70322041047891e-05,4.432160208119712e-05
289,289,0.03,1078,2,500000.0,1.42409390255334,,22010.2,0.2294511128949662,1078.0,0.088694722665582,0.0089391737551123,0.0097440024949114,-0.0001671307606997,1.0616236858341134e-05,1861027598203.2104,12.178933537156404,2.7945420884907506,22665917307633.24,8.76757050416134e-05,4.460596091231643e-05
290,290,0.03,1080,2,500000.0,1.42522230999383,,22016.6,0.2312960527437216,1080.0,0.0923179863543964,0.0090101300654294,0.0096365311797512,-0.0001637143427947,3.099638929358141e-06,1874237158921.636,11.719622081320704,2.7106321639802804,21964782648189.44,8.846184480649371e-05,4.4964065900286345e-05
291,291,0.03,1082,2,500000.0,1.42608801864174,,22037.2,0.2332847017947663,1082.0,0.0910099435204983,0.0093171067180343,0.0095950713836952,-0.0001849228719027,3.708890399765933e-06,1888567478694.5872,11.931908398309435,2.783361474156405,22532836148714.57,8.931311206787858e-05,4.5348329932300176e-05
292,292,0.03,1084,2,500000.0,1.42695357121555,,22060.7,0.23524583479745,1084.0,0.0887688883144846,0.008826958316534,0.0096147651196693,-0.0001598797993109,9.523331343908555e-06,1902612669862.8872,12.23140596661599,2.877349878730162,23271325248389.86,9.013373318756251e-05,4.572642842736568e-05
293,293,0.03,1086,2,500000.0,1.42808959195544,,22081.6,0.2369475932277234,1086.0,0.0908860769389775,0.0090705499207842,0.00964312593301,-0.0001674608342348,9.779623898938913e-07,1914531587312.4832,11.966102307682169,2.8351803046755704,22908197441832.1,9.087570981726486e-05,4.605405608934227e-05
294,294,0.03,1088,2,500000.0,1.42895576997403,,22070.7,0.2383087900788258,1088.0,0.0897709419466536,0.0088657346788811,0.0095923713327657,-0.000177412133164,-1.5771166021557703e-05,1923674930975.4304,12.148080693310344,2.895113532927959,23369919858092.816,9.14812215512757e-05,4.6315444404260346e-05
295,295,0.03,1090,2,500000.0,1.4298542301886,,22058.5,0.2396112505832666,1090.0,0.0915554080560468,0.0089936033257356,0.0095821952511786,-0.00016890016348,-2.853827584186502e-06,1932323408360.1392,11.945314060188403,2.8626317048679004,23085436261298.96,9.205467468047368e-05,4.656537601176323e-05
296,296,0.03,1092,2,500000.0,1.43046370146932,,22172.0,0.2422338593853571,1092.0,0.0906028189792095,0.0090396587754355,0.0096117725447001,-0.0001624286220017,5.151436464083056e-06,1951602295455.2007,12.076377777755988,2.9252080867441856,23567484872922.617,9.315053059214645e-05,4.7070138076146655e-05
297,297,0.03,1094,2,500000.0,1.43133062975146,,22213.1,0.2440751727650984,1094.0,0.0920630470830019,0.0090829692033227,0.0097001740989559,-0.0001876304556234,5.064694905421748e-06,1964585911561.9485,11.92117073396798,2.909746065258184,23420842280958.395,9.393509564890014e-05,4.742379963679832e-05
298,298,0.03,1096,2,500000.0,1.43235160782337,,22216.2,0.2459003862347491,1096.0,0.0908874007236818,0.0091956693198134,0.009724128832994,-0.0001630244353593,1.0381164404242022e-05,1977412127869.377,12.115086228687952,2.9790384147208164,23955987954545.367,9.472469212217072e-05,4.777426370896912e-05
299,299,0.03,1098,2,500000.0,1.43334420882694,,22200.0,0.2476794660896175,1098.0,0.0933563927404974,0.0089590657319178,0.0096613061507877,-0.0001918024814428,5.38608081291743e-06,1989840021977.4668,11.763792573811532,2.913735383794844,23408752334878.74,9.549397171292742e-05,4.811569640804295e-05
300,300,0.03,1100,2,500000.0,1.43421228863291,,22186.1,0.249481551135393,1100.0,0.0947780450974505,0.0093027093129108,0.0094902330741922,-0.0001884216017412,3.672705991425314e-06,2002425575699.8853,11.62938759977232,2.901197401712463,23286017947637.043,9.627300405927824e-05,4.846153005452301e-05
301,301,0.03,1102,2,500000.0,1.43534393733411,,22253.7,0.2519753664939255,1102.0,0.0916396125281607,0.0089494611535605,0.0095319447157612,-0.0001613834829416,-3.1609981370707084e-06,2020515198545.576,12.043104361793352,3.034702521382157,24334373049379.21,9.731934357272144e-05,4.893947581615018e-05
302,302,0.03,1104,2,500000.0,1.43623651060153,,22243.1,0.253576090968182,1104.0,0.093973981707495,0.0091582160595126,0.0095658613881563,-0.0001653468047637,-1.0554184947726704e-05,2031375012374.2007,11.768006343643432,2.9839413176620018,23904082628397.785,9.803076487307504e-05,4.924294793172228e-05
303,303,0.03,1106,2,500000.0,1.43710675988374,,22188.1,0.2546417968935918,1106.0,0.0916326853986901,0.0090004281648154,0.0095946450979415,-0.0001628301881659,-8.377459795296002e-06,2037928063866.325,12.108693392338589,3.082865137754421,24672530032334.863,9.851072413726892e-05,4.944243232034211e-05
304,304,0.03,1108,2,500000.0,1.43826584558474,,22235.9,0.2567897432473627,1108.0,0.0936200126347329,0.0088095954073866,0.0095715991905539,-0.0001732421571293,9.143743116815004e-06,2053117370555.9265,11.863140697443791,3.0463523524053078,24356576132919.52,9.943535559719916e-05,4.985194286550765e-05
305,305,0.03,1110,2,500000.0,1.43913732984838,,22238.8,0.2584228117937271,1110.0,0.0964161515168597,0.0091627784616715,0.0096009096605042,-0.0001743834142142,1.9038615704796348e-06,2064160599553.428,11.532828741535653,2.980762373561922,23808936236824.992,0.000100157988175,5.016137387615742e-05
306,306,0.03,1112,2,500000.0,1.4400107973697,,22342.8,0.2612375763013968,1112.0,0.0894087737644895,0.0089868629429796,0.009564425810585,-0.0001702685995421,1.4977791645882092e-05,2084608594119.992,12.467256969386003,3.257030430960369,25990264202485.715,0.0001013249981597,5.2843289698465245e-05
307,307,0.03,1114,2,500000.0,1.44117660858237,,22314.5,0.2625098856794031,1114.0,0.0927446387411464,0.0091589820051476,0.0096169543846486,-0.0001681202903523,2.3719667653285802e-07,2092717805227.82,12.04276008981546,3.160785191386675,25197647057732.543,0.0001019058397335,5.5440110387264695e-05
308,308,0.03,1116,2,500000.0,1.44205115588889,,22328.5,0.2642787888598235,1116.0,0.0955368194787069,0.0089598784012926,0.0097252179421822,-0.0001816704630581,-1.4887778278427046e-05,2104762167203.4485,11.693296100448324,3.090208912605779,24610960403097.008,0.0001026688264229,5.839126421255403e-05
309,309,0.03,1118,2,500000.0,1.44292497813681,,22338.9,0.265970306795602,1118.0,0.0919812962272544,0.0088776253082545,0.0096062726410022,-0.0001782689094099,-7.425596972169158e-06,2116163282242.7063,12.170463353758349,3.23695809582282,25754498504235.984,0.0001034137463654,6.161610660052977e-05
310,310,0.03,1120,2,500000.0,1.44409865044327,,22296.2,0.2670110894074164,1120.0,0.0930340350043706,0.0092201817167319,0.0095418077511329,-0.0001522414332448,6.332714894279959e-06,2122365624358.8296,12.059634148139637,3.219907971711071,25593775928651.465,0.0001039023855569,6.50178791145009e-05
311,311,0.03,1122,2,500000.0,1.44497470086693,,22367.9,0.2694238993023639,1122.0,0.0934053742646937,0.0090266038348439,0.0095540292960421,-0.0001710619368219,1.6555482667608614e-06,2139431727234.0884,12.048793978443303,3.2456389744304497,25772854654038.062,0.0001049249044309,6.56484483898077e-05
312,312,0.03,1124,2,500000.0,1.44584992211973,,22403.5,0.2713714124044622,1124.0,0.0947869616955358,0.0090402577067336,0.009572755572766,-0.0001827378069835,-9.67945941335222e-06,2152729832058.961,11.868886952535313,3.2211003640304163,25552281960228.457,0.0001057652825268,6.616528311903382e-05
313,313,0.03,1126,2,500000.0,1.44703129214889,,22483.4,0.273860881659634,1126.0,0.096605293653215,0.0091289523658932,0.0096004992010211,-0.000177551634769,4.41095130385284e-06,2170291731044.9563,11.676330811021844,3.197754689624733,25341554875399.08,0.0001068295879202,6.681508903822467e-05
314,314,0.03,1128,2,500000.0,1.44790993423811,,22455.9,0.275046440712734,1128.0,0.0944634843049697,0.0091058819497573,0.0096441240152289,-0.0001624063117422,6.87102298068306e-06,2177491065602.901,11.956261639030895,3.2885021501405483,26034454518267.28,0.0001073782804705,6.71474908969801e-05
315,315,0.03,1130,2,500000.0,1.44878765070246,,22404.1,0.2759322144557057,1130.0,0.0930057632741863,0.008981345879874,0.009548287057535,-0.0001755587164399,4.665341676316763e-06,2182300518520.5105,12.16387318466102,3.356396090088258,26545160528676.2,0.0001078023048382,6.740717403051469e-05
316,316,0.03,1132,2,500000.0,1.44997656113508,,22431.2,0.277788056262481,1132.0,0.0954633002961145,0.0091773046957887,0.0097528637121474,-0.0001732516368274,-7.680246541686803e-06,2194775154703.776,11.88358961175949,3.301276904446653,26083052763905.008,0.0001086144045683,6.790155446150488e-05
317,317,0.03,1134,2,500000.0,1.45085619837007,,22482.3,0.2799358044890042,1134.0,0.0935168515626173,0.0087997021824956,0.0095734368826101,-0.0001793251930941,9.528002301166098e-06,2209565153815.456,12.14246849948809,3.399227990577809,26830493268144.55,0.0001095314902117,6.8469275843421e-05
