,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
17,17,0.03,534,2,500000.0,1.18943277689967,,19590.2,2.241251857669867e-06,534.0,0.0473763965281704,0.0091208595446105,0.0095833096039157,-0.0001835799247175,9.001541809855344e-06,30461489.81689436,11.303778933060364,2.533274133952735e-05,344304474.1746724,7.067163306866738e-10,3.9909810096890344e-10
18,18,0.03,536,2,500000.0,1.19165789569026,,19490.9,4.562028570706299e-06,536.0,0.0469645993419134,0.0091130733304303,0.0096739315659686,-0.0001695904029204,7.3453270676240285e-06,61930963.19665188,11.454365580880117,5.224332518163639e-05,709219462.1204922,1.4424654664714532e-09,8.15065771437316e-10
19,19,0.03,538,2,500000.0,1.1933953170949,,19388.5,6.857945765536412e-06,538.0,0.0482120287541419,0.0088777668630217,0.0097158157182202,-0.000170269896198,1.7785151993637447e-05,92989226.46906936,11.200741101509966,7.679911678264191e-05,1041345427.2289664,2.174421713880707e-09,1.229369990815269e-09
20,20,0.03,540,2,500000.0,1.19462031821519,,19290.4,2.95744739987771e-05,540.0,0.0476494406262304,0.0093409381212871,0.0096417522751903,-0.0001560043487367,5.380789131372886e-06,400538041.97240967,11.353487560337932,0.0003357459289428,4547131319.547648,9.401527329404637e-09,5.319463428973774e-09
21,21,0.03,542,2,500000.0,1.19557065892945,,19291.5,5.986224984033717e-05,542.0,0.0473882846881564,0.0091122862975021,0.009599187099903,-0.0001800770504379,-2.3894255014043444e-07,809686141.9913723,11.472414298320754,0.0006868240868204,9289860413.994991,1.907554150874571e-08,1.0799979698723461e-08
22,22,0.03,544,2,500000.0,1.19668353378915,,19258.4,8.999366439295189e-05,544.0,0.0468932354128468,0.0091025054784806,0.0097145307996596,-0.0001700820703975,-7.220684442447642e-06,1215621158.0980172,11.641224272512732,0.0010474716796314,14149093104.027773,2.8613336498328433e-08,1.628526581654152e-08
23,23,0.03,546,2,500000.0,1.19757869607337,,19161.8,0.0003060296984981,546.0,0.0472428352288943,0.0090876056668457,0.0096458573694198,-0.0001662485499176,8.114268347922477e-06,4128304888.0318513,11.582107869757502,0.0035442298496528,47811246700.675705,9.753666909993641e-08,5.55478172185496e-08
24,24,0.03,548,2,500000.0,1.19860065465315,,19058.8,0.0005238833536209,548.0,0.0461419367688562,0.0092176339586306,0.0097094567855668,-0.00016786202437,-3.542756340832572e-07,7057711353.277105,11.891063662022722,0.0062292849381267,83920389389.6302,1.6738335978020492e-07,9.538192784891992e-08
25,25,0.03,550,2,500000.0,1.19963845879841,,18905.2,0.000939782761245,550.0,0.0467182911949862,0.0091138186676796,0.0097269257194553,-0.0001646441493196,-1.1651217446167446e-06,12643784918.909445,11.802442476547196,0.0110918348546962,149228928261.08435,3.009703382899737e-07,1.716305850648641e-07
26,26,0.03,552,2,500000.0,1.20065872263705,,18852.2,0.0020503680429615,552.0,0.0479280121575242,0.0089395343909921,0.0096756233179028,-0.0001598683443665,1.4063798967784254e-07,27548696314.15271,11.537131664837018,0.0236538723862497,317812867431.0012,6.582218059321484e-07,3.755216496656501e-07
27,27,0.03,554,2,500000.0,1.20181115118366,,18644.5,0.0031287338292833,554.0,0.0501997825849115,0.0088735798387526,0.0096250146115354,-0.0001761934203148,-1.4932443093176677e-06,41981377380.08933,11.055943318341033,0.0345947448717157,464192583668.9237,1.0068828748142506e-06,5.746647859504044e-07
28,28,0.03,556,2,500000.0,1.20295231364558,,18481.6,0.0056449650745734,556.0,0.0485670368695763,0.0092751950797426,0.0095745948958885,-0.0001675370107032,-5.110004879881677e-06,75642763027.00359,11.46152602305893,0.0646980685060894,866956765836.269,1.821307360575893e-06,1.0398170932730742e-06
29,29,0.03,558,2,500000.0,1.20410472404016,,18296.1,0.0097115229835184,558.0,0.0467221226945639,0.0092565598880177,0.009726106679316,-0.0001626410502397,-7.125335270671445e-06,129960312110.4499,11.94965076082907,0.1160510568237486,1553003745257.8591,3.1399427956143065e-06,1.7940714627148487e-06
30,30,0.03,560,2,500000.0,1.20514112000624,,18073.2,0.0136661918795342,560.0,0.0470509161421091,0.0092068221854879,0.0096558334712368,-0.0001734602549123,-1.1883115144090125e-06,182636431563.2831,11.93439303696269,0.1630807262734225,2179428048857.568,4.429602011301437e-06,2.53199972221883e-06
31,31,0.03,562,2,500000.0,1.20653239223348,,17727.9,0.0309857916835923,562.0,0.048015977202624,0.0092095954955798,0.0096512017335158,-0.0001815798377482,3.0967972681556656e-06,413540650351.4586,11.738004586088996,0.363733985890631,4854443953413.322,1.0066812615614775e-05,5.756242303977927e-06
32,32,0.03,564,2,500000.0,1.20811897847302,,17121.3,0.0520142622007961,564.0,0.0478907612592138,0.0092206213607783,0.0096539318754208,-0.0001758165733603,-4.151046196106459e-06,693254944301.5016,11.814397167450364,0.6144161717565954,8189043368234.891,1.6935949201137757e-05,9.688699643948965e-06
33,33,0.03,566,2,500000.0,1.2098506842126,,16381.3,0.0709001750998961,566.0,0.0489384914622973,0.0092779412314434,0.0097234871291411,-0.0001684611238593,8.231448416939817e-06,943695697454.7888,11.587715400368731,0.8217038183750599,10937044328736.08,2.3138439113187107e-05,1.3242294505016134e-05
34,34,0.03,568,2,500000.0,1.21147483348648,,15559.9,0.2063684260155598,568.0,0.0492131338602802,0.0089264924949282,0.0096329071695018,-0.0001831507766641,-9.889459116376943e-06,2743097610440.991,11.583968682206295,2.390908171375879,31780513222456.367,6.749806332992524e-05,3.864901504793675e-05
35,35,0.03,570,2,500000.0,1.21322571296527,,14658.1,0.3292020050095411,570.0,0.0485299166970093,0.0091303586352082,0.0095025830424307,-0.0001733007966339,-4.164470071086339e-07,4369915416390.181,11.783882862690536,3.879341650762374,51495418093275.92,0.0001079149772564,6.182203703155364e-05
36,36,0.03,572,2,500000.0,1.22040172983306,,4878.3,0.134586383408626,572.0,0.0469226495412726,0.0089800199708302,0.0095331277463609,-0.0001592874574363,-3.416712360461528e-05,1783912348715.985,12.22556569623084,1.6454057005458704,21809483794059.09,4.421642980155531e-05,2.53245125035417e-05
37,37,0.03,574,2,500000.0,1.22372713714585,,738.7,0.0131522769220516,574.0,0.0490419705598241,0.0085520534539549,0.0084983928819675,-0.0001635050656824,0.0006891937423754,174067883806.73724,11.81005770210432,0.1553287156078154,2055746011166.948,4.32924892700839e-06,2.479640458542295e-06
38,38,0.03,576,2,500000.0,1.22027554950736,,7795.4,0.0625227203909568,576.0,0.0488924850310353,0.0092186703991124,0.0096919467772522,-0.0001732348749553,-1.4437745174312952e-06,826227981766.6931,11.793982827146394,0.7373364626539659,9743786156651.2,2.0624559669838232e-05,1.1810755024571215e-05
39,39,0.03,578,2,500000.0,1.21702969464689,,9947.1,0.0243857947745405,578.0,0.0492616733767931,0.009022396908388,0.009721966029086,-0.0001730053141195,2.7866106011012657e-06,321767579859.9265,11.762626882806774,0.2868553420396407,3785021158069.904,8.062037269747626e-06,4.615651358124085e-06
40,40,0.03,580,2,500000.0,1.21534946177801,,12149.6,0.0218929109554709,580.0,0.0496576986989338,0.0088492590307968,0.009587770161752,-0.0001780147779511,-1.0921996795808034e-05,288437167603.9088,11.70716564797612,0.2562543306596346,3376128166420.457,7.25086273016425e-06,4.152027056729028e-06
41,41,0.03,582,2,500000.0,1.21559007975785,,12509.1,0.0144147591859059,582.0,0.0490728422956749,0.0091038328304784,0.0095417379845461,-0.0001938693360039,4.403243440738886e-07,189647092880.78607,11.900985215020045,0.1715493456645188,2256980798034.2163,4.785110882308381e-06,2.7386549911981337e-06
42,42,0.03,584,2,500000.0,1.21587072513883,,13048.4,0.0118799386251783,584.0,0.0506033225675082,0.0093097096646291,0.0096081730924171,-0.000186141281799,1.0265616567045387e-05,156084392190.431,11.590528595222557,0.1376745630025674,1808835143373.1636,3.95209390054046e-06,2.2611907857971867e-06
43,43,0.03,586,2,500000.0,1.21614745395122,,13491.4,0.0112806811407488,586.0,0.0499211125461783,0.0091573729048141,0.0096985192873816,-0.0001727914532379,-3.6857605546513537e-06,148008369460.24738,11.831508305942538,0.1334617320238443,1751086933113.896,3.7605803184073542e-06,2.1510724591420696e-06
44,44,0.03,588,2,500000.0,1.21641984515278,,13853.8,0.0105541791182382,588.0,0.0512822052499586,0.0092683183937112,0.0096962995166168,-0.0001800809680489,3.506363373766306e-06,138286653389.89545,11.481227482930754,0.1211860635704093,1587846385863.1592,3.5258242972606817e-06,2.0162507325090554e-06
45,45,0.03,590,2,500000.0,1.21696884226858,,14171.3,0.01045764359394,590.0,0.0513699585679432,0.0089961549646059,0.009540472215957,-0.0001565623202601,2.1945224477742795e-05,136833892547.02348,11.529409228869024,0.120589941442384,1577868947373.651,3.500650606954143e-06,2.001510891446735e-06
46,46,0.03,592,2,500000.0,1.21747564218327,,14314.6,0.0102548154196383,592.0,0.0511306515017167,0.009074964742567,0.0096899931958066,-0.0001687557131708,3.5210647677124075e-06,133980448252.75935,11.597189545392764,0.1189180443382785,1553679148166.0674,3.439650725089332e-06,1.9658619090477086e-06
47,47,0.03,594,2,500000.0,1.21811891168984,,14595.6,0.010178642726055,594.0,0.0511247361837717,0.0092348686564454,0.0097008310387462,-0.0001786348972408,7.911881831723504e-06,132782015099.64864,11.659637588615698,0.1186853968452585,1548269900040.2654,3.420905583354792e-06,1.954349961093875e-06
48,48,0.03,596,2,500000.0,1.21860384648691,,14777.0,0.0101717239193549,596.0,0.0493998464947593,0.00911951593198,0.0095927263826748,-0.0001553720803173,8.246362802297785e-06,132488668937.86688,12.07957097334253,0.1228560503601869,1600223788242.269,3.4245877399412763e-06,1.9561291867013606e-06
49,49,0.03,598,2,500000.0,1.21910049382016,,15065.4,0.0102342165152244,598.0,0.0508524053945052,0.009179435730961,0.0096113540845005,-0.0001941099611119,1.1370294374873867e-05,133098310113.38538,11.783978216117116,0.1206020098640202,1568456528675.1597,3.4525282342080035e-06,1.9712935450852165e-06
50,50,0.03,600,2,500000.0,1.21985929056978,,15206.6,0.0102434417032381,600.0,0.0506917368524454,0.0088319797639743,0.0096369697306881,-0.0001470313087301,1.449980970447068e-06,133013764630.55923,11.878057873780238,0.1216975837986665,1580274895535.0032,3.4626419362552133e-06,1.976239510753928e-06
51,51,0.03,602,2,500000.0,1.22050059246538,,15333.3,0.0103036274130364,602.0,0.0517914327859784,0.0090499291280686,0.0096521264564763,-0.0001697804451482,8.024734047162909e-06,133589584088.93748,11.655987754070122,0.1201321667366281,1557549156886.643,3.4896104401247885e-06,1.9908043907356224e-06
52,52,0.03,604,2,500000.0,1.22113579614298,,15393.8,0.0103190210424129,604.0,0.0516445891644706,0.0094241558478816,0.0095863364048494,-0.0001809373722738,-3.425588716979065e-06,133583157453.936,11.709565953349475,0.1208273405621009,1564150086787.025,3.5010353968072504e-06,1.996754527777311e-06
53,53,0.03,606,2,500000.0,1.22175151083902,,15557.3,0.0104485661322966,606.0,0.0516708840292607,0.0091330617276222,0.0096039206184681,-0.0001603737413521,2.115579015775603e-06,135051565853.3691,11.745301914988492,0.1227270009661439,1586291692381.9563,3.5515029265019166e-06,2.024853394418113e-06
54,54,0.03,608,2,500000.0,1.22238215795596,,15669.5,0.0105638561736058,608.0,0.0524051700572499,0.0088708370768825,0.0097785846534734,-0.0001651981815867,2.493157779256921e-06,136330834594.92084,11.628126791341526,0.1228212712672444,1585058158942.8225,3.596976507776485e-06,2.050279508773916e-06
55,55,0.03,610,2,500000.0,1.22318836533182,,15824.0,0.0107083431670303,610.0,0.0516876338202222,0.0091803566585131,0.0095922127808106,-0.0001683797096848,8.277572543925097e-06,137981715601.51398,11.83633343920022,0.1267646371493672,1633418152429.6118,3.652778786823442e-06,2.0814672910113057e-06
56,56,0.03,612,2,500000.0,1.22388822314828,,15885.2,0.0108356179920877,612.0,0.0514603977189494,0.0090511756352899,0.0096744793230753,-0.0001675145171288,1.0640022305506466e-05,139405369060.4575,11.925869059883803,0.1292344572085443,1662662638682.9438,3.7025669415562086e-06,2.1091532372508943e-06
57,57,0.03,614,2,500000.0,1.2245971197151,,16029.3,0.0110232179343957,614.0,0.0516272026947603,0.0092061041401927,0.0095580515030445,-0.0001924687200465,2.28117116338505e-06,141598841165.29562,11.921900371136582,0.1314297875920886,1688282471452.443,3.7735331026849303e-06,2.148684756918876e-06
58,58,0.03,616,2,500000.0,1.2252878876884,,16074.6,0.0111462783954015,616.0,0.0514249056856328,0.0090463395251134,0.0097178160161862,-0.0001686523339686,3.362201112646021e-06,142957068142.20685,11.995586230510106,0.1337054218621443,1714844580951.3157,3.822703025159283e-06,2.1757391004925176e-06
59,59,0.03,618,2,500000.0,1.225923815419,,16135.1,0.0112903948917474,618.0,0.0545639981287535,0.0092471569778397,0.0096242423956289,-0.0001650233043199,8.585607671716457e-06,144580015726.34283,11.34130784136818,0.1280571562190026,1639845712885.2937,3.878366960850522e-06,2.2069955818319746e-06
60,60,0.03,620,2,500000.0,1.22668718395639,,16244.5,0.0114698045181393,620.0,0.0531248461189761,0.0093871190807921,0.0096109290306839,-0.0001811959289921,1.4750350664161068e-05,146648452646.67505,11.699056917287812,0.1341804826462904,1715579382747.368,3.9471665053789685e-06,2.245259530345773e-06
61,61,0.03,622,2,500000.0,1.22741865002142,,16337.8,0.0116467163043511,622.0,0.0537599879336311,0.0092972424132976,0.0096188092146637,-0.0001722009089934,-6.062776234470456e-06,148677855511.0977,11.595592590541184,0.1350690900328071,1724244166951.2063,4.015587584240432e-06,2.282888400817259e-06
62,62,0.03,624,2,500000.0,1.22816432589286,,16404.8,0.0118156862465697,624.0,0.0531617164214707,0.0090160981568232,0.0097687038656527,-0.0001659263381495,-4.862179471049154e-07,150598976826.13403,11.75958920378564,0.1389404885099131,1770891251905.9712,4.080854291633895e-06,2.3190672793727275e-06
63,63,0.03,626,2,500000.0,1.22887045718098,,16488.8,0.0119980162436869,626.0,0.0541563506217357,0.0090447121321947,0.0097368586051788,-0.0001560845887999,3.8463978426265695e-06,152683367774.66315,11.581894265837882,0.1389597764991914,1768362888512.905,4.150596747320618e-06,2.357977283343039e-06
64,64,0.03,628,2,500000.0,1.22959507691401,,16596.4,0.0122081197338346,628.0,0.0547281335494403,0.0087467210329277,0.0097415712278762,-0.000160395259992,4.801784966701877e-06,155113361787.7448,11.50233944396952,0.1404012250317117,1783903376490.3652,4.230438413494175e-06,2.4024662853163065e-06
65,65,0.03,630,2,500000.0,1.23040421769492,,16611.4,0.0123552762159834,630.0,0.052968824566858,0.009074614241904,0.0095407461921933,-0.0001760152301206,3.79932205100926e-06,156736434263.4025,11.917032451211286,0.1472454943555632,1867925357814.9092,4.2883185103547566e-06,2.434680213981516e-06
66,66,0.03,632,2,500000.0,1.23117903184959,,16646.4,0.0125177180838978,632.0,0.054234509914238,0.0093738643969988,0.0095927991022135,-0.0001712645561741,-3.151375058262268e-07,158547233085.02753,11.68437034783778,0.1462487454011712,1852361090903.5647,4.351954151187551e-06,2.470146355571232e-06
67,67,0.03,634,2,500000.0,1.2319261619573,,16643.9,0.0126610427352171,634.0,0.0548202611863075,0.0094595881590323,0.0097605362991772,-0.0001812018951289,9.226077511029407e-06,160109792234.3758,11.574042721050272,0.14654497279517,1853187422072.5076,4.408752486610158e-06,2.5019453698929805e-06
68,68,0.03,636,2,500000.0,1.23270341452702,,16729.1,0.012872429219903,636.0,0.0538675366384154,0.0091803478699121,0.0095793888658348,-0.0001796146485207,5.773047836825831e-06,162525970422.40802,11.834556316372618,0.1523552823832561,1923622161389.132,4.489732743329367e-06,2.547314015016376e-06
69,69,0.03,638,2,500000.0,1.23347773841695,,16729.8,0.0130192920389277,638.0,0.0534280706825711,0.0092227279945542,0.009667275547268,-0.0001718705313078,-8.89928998791864e-06,164120327316.64264,11.960928587829825,0.155733297111162,1963163559090.7883,4.5487045969124174e-06,2.580036095856711e-06
70,70,0.03,640,2,500000.0,1.23422873606346,,16878.6,0.0132815451263769,640.0,0.0554231430440494,0.0088516942801418,0.0096208726885871,-0.0001808195132073,1.932559379517277e-05,167161118623.99646,11.593483723397457,0.1539944667781008,1938169624361.714,4.648534052753923e-06,2.635762603578604e-06
71,71,0.03,642,2,500000.0,1.23521015912391,,16925.7,0.013465471663699,642.0,0.0563521986265981,0.009000212742136,0.0096248416576798,-0.0001696600218037,1.1128067909326307e-06,169188321455.86224,11.40650085868666,0.1535883520528466,1929776849112.963,4.7187406386374605e-06,2.6767957596100318e-06
72,72,0.03,644,2,500000.0,1.23598529338285,,16953.2,0.0136442553704585,644.0,0.0543507500987061,0.0091508281131379,0.0095870131237267,-0.0001695047351583,-3.616325866067996e-06,171135003774.8309,11.885691942606789,0.162174655612919,2034098567268.7563,4.788963242509214e-06,2.7168305497707103e-06
73,73,0.03,646,2,500000.0,1.23678336528058,,17061.7,0.0139026500027592,646.0,0.055070121218182,0.0091713463233891,0.009601864441912,-0.0001812378407062,-1.031224421641177e-05,174070615792.36032,11.767024975328663,0.1635881576337578,2048234784734.8665,4.886780229669558e-06,2.77289274425026e-06
74,74,0.03,648,2,500000.0,1.2375610899281,,16983.9,0.0140095467308806,648.0,0.0538193914681414,0.009209013966295,0.0097103804060597,-0.0001921872822995,1.1368044391160348e-05,175101348434.60492,12.07640572757398,0.1692010784607822,2114796257452.5,4.930753698952292e-06,2.7988916479958887e-06
75,75,0.03,650,2,500000.0,1.23833604842222,,17017.3,0.0142193000369782,650.0,0.0553254999844397,0.0091215599129284,0.0095902763591281,-0.0001700058181337,-3.3614581670489194e-06,177410701774.3369,11.776998405355377,0.1674753993406236,2089549278072.016,5.011572369088288e-06,2.8455781801000693e-06
76,76,0.03,652,2,500000.0,1.23915559600907,,17073.9,0.0144549773478228,652.0,0.0556052609909215,0.0089583371074241,0.0094441602090032,-0.0001797584745699,-8.80317022994673e-06,180033741634.06577,11.763328921903971,0.170015131535417,2117503163665.5544,5.101317318573571e-06,2.8971411804227576e-06
77,77,0.03,654,2,500000.0,1.23991243430684,,17155.3,0.0147131732610941,654.0,0.0563173597483455,0.0090317668693517,0.0095978309264312,-0.0001779550345885,1.536587829778315e-05,182926409908.6504,11.639737722712198,0.1712612747168211,2129262639975.0188,5.199565046268092e-06,2.9533974652020927e-06
78,78,0.03,656,2,500000.0,1.24074079328274,,17101.9,0.0148679872053076,656.0,0.0564149216534587,0.0092247211733144,0.009654274319522,-0.0001670089597983,9.178990922573718e-06,184524677649.12244,11.6576618617355,0.1733576468632285,2151519466873.636,5.26084057292349e-06,2.9890583935161565e-06
79,79,0.03,658,2,500000.0,1.24155651007879,,17160.3,0.0151210549441556,658.0,0.056387132467023,0.0092274954626383,0.0096251412084255,-0.0001617181429744,2.4899312127680643e-06,187333403328.5179,11.701654286004048,0.1769472412392051,2192183616378.196,5.357596254524905e-06,3.044628989264565e-06
80,80,0.03,660,2,500000.0,1.24231942993718,,17268.5,0.0154127144379415,660.0,0.0559990837025338,0.0090194647626091,0.0096359882133958,-0.0001693499815454,1.144329812460864e-05,190608276356.96185,11.815848263688398,0.1820776885324754,2251745759254.461,5.468630582457922e-06,3.1081710097686552e-06
81,81,0.03,662,2,500000.0,1.24314995045508,,17262.4,0.0155681554754802,662.0,0.0579008852960441,0.0091109691505994,0.0096187814983755,-0.0001853753281181,-7.465506737570321e-06,192188700614.858,11.458258872020034,0.1783797468181508,2202095926584.3906,5.531701839137622e-06,3.143945563273056e-06
82,82,0.03,664,2,500000.0,1.24399008048548,,17259.0,0.0157259429774511,664.0,0.0571040824791452,0.0091898082720807,0.0096704232074123,-0.0001623746808769,-2.412279327295524e-06,193791201921.81635,11.671901878394555,0.1835962244842096,2262461021391.107,5.593852869436576e-06,3.180311532415481e-06
83,83,0.03,666,2,500000.0,1.24478593786844,,17258.0,0.0159027930749741,666.0,0.0563956297967592,0.0094575366783498,0.0096015081564094,-0.0001669197795487,-5.628680618402094e-06,195621262553.66376,11.815601970074413,0.1878941647577052,2311297994200.185,5.664938723517821e-06,3.220657623578706e-06
84,84,0.03,668,2,500000.0,1.24561914540455,,17286.9,0.0161311326300606,668.0,0.057275262161022,0.0093286174568739,0.0094787102657165,-0.0001617161452611,1.3921753937971617e-05,198075799212.76956,11.677684942374464,0.1883838514942952,2313184250557.596,5.753668195753636e-06,3.271578110960011e-06
85,85,0.03,670,2,500000.0,1.24636834168605,,17359.6,0.0164015293058607,670.0,0.0562141017328371,0.0090098914194674,0.0095545673562992,-0.0001726295129558,4.714276891375922e-06,201035805909.08133,11.95340768879706,0.1960293135199979,2402758321519.1143,5.856918085937249e-06,3.3312036081459327e-06
86,86,0.03,672,2,500000.0,1.24722718437682,,17341.4,0.0165937326169752,672.0,0.0550520924007855,0.0089956629381222,0.009644810206192,-0.0001693128610998,1.4512682728866398e-05,203027250382.1013,12.239619625007576,0.2031434996576303,2485496610105.3174,5.933029954473984e-06,3.3746052056039065e-06
87,87,0.03,674,2,500000.0,1.24809630082086,,17339.6,0.0168049458334139,674.0,0.0579122166108617,0.008967098458349,0.0095641984168286,-0.0001602397053732,4.472008598103658e-07,205242436874.6127,11.6707700063039,0.1961285426678288,2395360296715.333,6.015614451269523e-06,3.422006503045868e-06
88,88,0.03,676,2,500000.0,1.24884567323607,,17392.2,0.0170695055043461,676.0,0.0562654045093494,0.0093005549908533,0.0097060243295149,-0.0001837355678988,-6.251511192597458e-06,208098706953.1653,12.04414802220699,0.2055503134850426,2505916439065.207,6.117655443108069e-06,3.4804248210716928e-06
89,89,0.03,678,2,500000.0,1.24968323318255,,17355.9,0.017301984144159,678.0,0.0580193523779257,0.0090502679697544,0.0096487775465961,-0.00017144664327,1.601928589975109e-05,210552953781.466,11.700677029046188,0.2024836692733794,2464083558440.431,6.208804222950578e-06,3.5324630355950173e-06
90,90,0.03,680,2,500000.0,1.25043238280315,,17459.1,0.0176799043220055,680.0,0.0582124691497824,0.0090837191210118,0.0096407813885188,-0.0001782090856401,-7.17914440065617e-07,214763716984.7778,11.713385912522934,0.2070777577566054,2515442852557.081,6.35141893363002e-06,3.614388588598244e-06
