,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,0.02,502,2,100000.0,1.17662360156545,,2059.0,2.059,502.0,0.036364356878721,0.0142948855240444,0.0082943158422434,,13.804726470874275,28.42393180353013,,,
1,1,0.02,522,2,100000.0,1.184814908884,,2029.0,2.029,522.0,0.0383594325743388,0.0144614260978308,0.0085531267138513,,13.608126214807475,27.61088808984437,,,
2,2,0.02,542,2,100000.0,1.19557065892945,,1984.0,1.984,542.0,0.0327428651418131,0.0118004814184258,0.0084212674952638,,16.553224577401384,32.84159756156434,,,
3,3,0.02,562,2,100000.0,1.20653239223348,,1886.0,1.886,562.0,0.0435985379118619,0.0128379685850969,0.0078614189673203,,12.890340523256292,24.31118222686136,,,
4,4,0.02,582,2,100000.0,1.21559007975785,,1287.0,1.287,582.0,0.0424767157146561,0.0155944518968118,0.0076320441981132,,13.701624294817757,17.63399046743045,,,
5,5,0.02,602,2,100000.0,1.22050059246538,,1642.0,1.642,602.0,0.0415663077640147,0.0145084543536717,0.0085480442156803,,14.482883671500185,23.780894988603304,,,
6,6,0.02,622,2,100000.0,1.22741865002142,,1710.0,1.71,622.0,0.0455972661320629,0.0152517556534626,0.0080630489295537,,13.641168709512256,23.32639849326596,,,
7,7,0.02,642,2,100000.0,1.23521015912391,,1796.0,1.796,642.0,0.0401812680706825,0.0120853258108521,0.0078164256692887,,15.977594307642624,28.69575937652615,,,
8,8,0.02,662,2,100000.0,1.24314995045508,,1763.0,1.763,662.0,0.0433996799952183,0.0147076763363281,0.0093079861382272,,15.253568691587995,26.89204160326964,,,
9,9,0.02,682,2,100000.0,1.2512710931248,,1779.0,1.779,682.0,0.0436415781479126,0.0133029751521773,0.0086168968936334,,15.627299216552712,27.800965306247274,,,
10,10,0.02,702,2,100000.0,1.25928548443795,,1849.0,1.849,702.0,0.0407812537675909,0.013876683267753,0.0084770320240797,,17.213791513145768,31.828300507806524,,,
11,11,0.02,722,2,100000.0,1.26742532522346,,1768.0,1.7680000000000002,722.0,0.0525076387176568,0.0132281300331149,0.0075274763366316,,13.750380280521195,24.31067233596148,,,
12,12,0.02,742,2,100000.0,1.27528577565715,,1967.0,1.967,742.0,0.0492330700842558,0.0139229102473148,0.0075297336798435,,15.071170632466474,29.644992634061555,,,
13,13,0.02,762,2,100000.0,1.28337129179016,,1921.0,1.921,762.0,0.0517681284303535,0.0102928031961259,0.0081478697552896,,14.719481331552489,28.27612363791233,,,
14,14,0.02,782,2,100000.0,1.29164824012589,,1942.0,1.942,782.0,0.0490207015839132,0.0161309060017837,0.0079312392837993,,15.952444064093587,30.979646372469745,,,
15,15,0.02,802,2,100000.0,1.30021834112426,,2013.0,2.013,802.0,0.0540478089993712,0.0154541715864988,0.0077846875315208,,14.838714368779137,29.8703320243524,,,
16,16,0.02,822,2,100000.0,1.30869521201282,,1979.0,1.979,822.0,0.0480832735435114,0.0120657589067739,0.0084845204940808,,17.095341881333354,33.831681583158705,,,
17,17,0.02,842,2,100000.0,1.31711516242917,,1980.0,1.98,842.0,0.0459030279118906,0.0118995471827807,0.0084719795198356,,18.343016535122523,36.3191727395426,,,
18,18,0.02,862,2,100000.0,1.3257059739536,,2012.0,2.012,862.0,0.0561418135883968,0.0138984061708667,0.0079685662604471,,15.353974959194302,30.892197617898937,,,
19,19,0.02,882,2,100000.0,1.33418690330805,,2021.0,2.021,882.0,0.063616864544997,0.0144153201430634,0.0083470433284739,,13.86424820381001,28.01964561990003,,,
20,20,0.02,902,2,100000.0,1.34305723027778,,2097.0,2.097,902.0,0.0604382799529048,0.0116712681186727,0.0083462054828549,,14.924316190051451,31.2962910505379,,,
21,21,0.02,922,2,100000.0,1.35202507217289,,2059.0,2.059,922.0,0.0641465192319401,0.0151372245434424,0.0082222238630364,,14.373344197621144,29.59471570290194,,,
22,22,0.02,942,2,100000.0,1.36109770020853,,2168.0,2.168,942.0,0.0610576395586122,0.0148760535761083,0.0078886734920563,,15.428044824689437,33.4480011799267,,,
23,23,0.02,962,2,100000.0,1.37010270270469,,2175.0,2.175,962.0,0.0553886176711557,0.0131233425592704,0.0080691373423402,,17.368189358171545,37.77581185402311,,,
24,24,0.02,982,2,100000.0,1.37934440695512,,2255.0,2.255,982.0,0.0686986753303244,0.0140028431292743,0.0081184756227866,,14.294307645354737,32.23366374027493,,,
25,25,0.02,1002,2,100000.0,1.38819192301866,,2260.0,2.26,1002.0,0.0679617614199514,0.0124982884834074,0.0087406342891823,,14.7435849081134,33.32050189233628,,,
26,26,0.02,1022,2,100000.0,1.39749037919015,,2165.0,2.165,1022.0,0.0708081604980179,0.0121734875801058,0.0083690382093604,,14.433364640627932,31.248234446959472,,,
27,27,0.02,1042,2,100000.0,1.40690115714451,,2233.0,2.233,1042.0,0.0676637366250361,0.0142695825469266,0.0084055098299466,,15.399681601598868,34.387489016370274,,,
28,28,0.02,1062,2,100000.0,1.41643111237549,,2294.0,2.294,1062.0,0.0717040661800183,0.0141446705442626,0.0079302319741108,,14.810875541336396,33.9761484918257,,,
29,29,0.02,1082,2,100000.0,1.42608801864174,,2265.0,2.265,1082.0,0.0769392674460505,0.0140521021912378,0.0087446067886127,,14.06304005634956,31.85278572763176,,,
30,30,0.02,1102,2,100000.0,1.43534393733411,,2301.0,2.301,1102.0,0.075662555345616,0.0132432664392456,0.0083840148546651,,14.564668017967632,33.51330110934352,,,
31,31,0.02,1122,2,100000.0,1.44497470086693,,2312.0,2.3120000000000003,1122.0,0.0735455107533198,0.0131698975355982,0.0082759074024953,,15.255859786783155,35.27154782704265,,,
32,32,0.02,1142,2,100000.0,1.45469620088515,,2332.0,2.332,1142.0,0.074150304273644,0.0156542094279217,0.0082552412385041,,15.40115055746188,35.9154831000011,,,
33,33,0.02,1162,2,100000.0,1.46474671629238,,2252.0,2.252,1162.0,0.0730134514740257,0.0121539153151437,0.008150854811964,,15.91487563648977,35.84029993337496,,,
34,34,0.02,1182,2,100000.0,1.47474509520611,,2312.0,2.3120000000000003,1182.0,0.0821711415164827,0.0141858811957408,0.0088256739955758,,14.384612142243418,33.25722327286678,,,
35,35,0.02,1202,2,100000.0,1.48420475439885,,2384.0,2.384,1202.0,0.0680213860171079,0.0131118729564928,0.0084403669135412,,17.670913081625343,42.12745678659481,,,
36,36,0.02,1222,2,100000.0,1.49435122001166,,2430.0,2.43,1222.0,0.0730101203189406,0.0146218368806944,0.0082916871134801,,16.737405645433284,40.67189571840289,,,
37,37,0.02,1242,2,100000.0,1.50458299346498,,2426.0,2.426,1242.0,0.0716594100560996,0.014408531553258,0.0088056573747136,,17.331987509074963,42.04740169701586,,,
38,38,0.02,1262,2,100000.0,1.51490270238743,,2436.0,2.436,1262.0,0.062065031338534,0.0139918343555934,0.0080093807351133,,20.333511041288524,49.53243289657885,,,
39,39,0.02,1282,2,100000.0,1.52531141053088,,2450.0,2.45,1282.0,0.0692531064319155,0.013131631354806,0.0074642827101186,,18.511804972393072,45.35392218236303,,,
40,40,0.02,1302,2,100000.0,1.53529692139643,,2319.0,2.319,1302.0,0.0712580086440084,0.0147344217325241,0.0078827433102943,,18.27163044233451,42.37191099577373,,,
41,41,0.02,1322,2,100000.0,1.54611350370685,,2469.0,2.469,1322.0,0.0701503242532908,0.0143807664280955,0.0079116284023315,,18.84524432455469,46.52890823732553,,,
42,42,0.02,1342,2,100000.0,1.55622777412061,,2395.0,2.395,1342.0,0.0679323386693795,0.0136165343944021,0.0086129422221564,,19.754950680137647,47.31310687892966,,,
43,43,0.02,1362,2,100000.0,1.5672334053583,,2466.0,2.466,1362.0,0.0784801501495167,0.015677015621018,0.0079406200817098,,17.35470685778737,42.79670711130366,,,
44,44,0.02,1382,2,100000.0,1.5774790998375,,2523.0,2.523,1382.0,0.08915707563051,0.0118498047717326,0.008594004210718,,15.50073272622092,39.108348668255374,,,
45,45,0.02,1402,2,100000.0,1.58867462374292,,2500.0,2.5,1402.0,0.0764394115280993,0.0130672566678353,0.008669040150738,,18.341323827233047,45.853309568082615,,,
46,46,0.02,1422,2,100000.0,1.59905294879362,,2515.0,2.515,1422.0,0.0857968782183888,0.0127983296079992,0.0085709509789732,,16.574029609567102,41.68368446806126,,,
47,47,0.02,1442,2,100000.0,1.61044060976595,,2529.0,2.529,1442.0,0.0695610790294267,0.0151257379440224,0.0080298663169066,,20.729983204975643,52.42612752538339,,,
48,48,0.02,1462,2,100000.0,1.62094413794722,,2523.0,2.523,1462.0,0.0914496871860137,0.014513176450119,0.0085393790515899,,15.98693276037359,40.33503135442256,,,
49,49,0.02,1482,2,100000.0,1.63252361152239,,2608.0,2.608,1482.0,0.079569697933266,0.0150446361351481,0.0080926975026651,,18.62518067170409,48.57447119180428,,,
50,50,0.02,1502,2,100000.0,1.64315853578386,,2539.0,2.539,1502.0,0.0920652018780856,0.0109295714968842,0.008316409808406,,16.314524590832647,41.42257793612409,,,
51,51,0.02,1522,2,100000.0,1.65494170927134,,2580.0,2.58,1522.0,0.0694552936420223,0.0131647055209138,0.0080708197618055,,21.91337650726092,56.53651138873318,,,
52,52,0.02,1542,2,100000.0,1.6668514497279,,2555.0,2.555,1542.0,0.0886305568451462,0.0137012946116971,0.0086283787538796,,17.39806286780028,44.45205062722973,,,
53,53,0.02,1562,2,100000.0,1.67771008122563,,2598.0,2.598,1562.0,0.0996087111166161,0.0145612629260173,0.0081156017409472,,15.681359416158896,40.7401717631808,,,
54,54,0.02,1582,2,100000.0,1.68982661204537,,2567.0,2.567,1582.0,0.0935893212090377,0.0151117859987942,0.0080133224248348,,16.90363793179461,43.39163857091676,,,
55,55,0.02,1602,2,100000.0,1.70082426307364,,2525.0,2.5250000000000004,1602.0,0.0845363729913515,0.0135806423154577,0.0085530527753016,,18.95042267976049,47.84981726639524,,,
56,56,0.02,1622,2,100000.0,1.713153407462,,2508.0,2.508,1622.0,0.0934237473388748,0.0138493127845695,0.0084648283687934,,17.361752725637725,43.543275835899415,,,
57,57,0.02,1642,2,100000.0,1.72428741222392,,2541.0,2.541,1642.0,0.0976191977965754,0.014057024201682,0.0089710227775533,,16.820461928213085,42.74079375958944,,,
58,58,0.02,1662,2,100000.0,1.73682623902021,,2657.0,2.657,1662.0,0.0859458443246694,0.0136056125981373,0.0078870431770214,,19.33775871375026,51.38042490243444,,,
59,59,0.02,1682,2,100000.0,1.74809352760542,,2672.0,2.672,1682.0,0.0888515073706912,0.0146871604000765,0.0079672775750557,,18.930461055462388,50.58219194019551,,,
60,60,0.02,1702,2,100000.0,1.76085219547323,,2606.0,2.606,1702.0,0.1000808896592388,0.0152808389196982,0.008259869620902,,17.006243707415738,44.31827110152541,,,
61,61,0.02,1722,2,100000.0,1.77374138198766,,2707.0,2.707,1722.0,0.0962765530257456,0.012125598409992,0.0079246289884667,,17.885974787023315,48.41733374847211,,,
62,62,0.02,1742,2,100000.0,1.78522668397861,,2641.0,2.641,1742.0,0.1061159133867022,0.0142865020862646,0.008298220222632,,16.416010986513324,43.35468501538169,,,
63,63,0.02,1762,2,100000.0,1.79833578017,,2629.0,2.629,1762.0,0.1146697323401895,0.0104707452308062,0.007915351533639,,15.365868255213964,40.39686764295751,,,
64,64,0.02,1782,2,100000.0,1.80996060028449,,2605.0,2.605,1782.0,0.09989151520017,0.0132002580490238,0.0084384715483876,,17.839352986378238,46.4715145295153,,,
65,65,0.02,1802,2,100000.0,1.82329779796716,,2738.0,2.738,1802.0,0.1033194154319971,0.0132052804372924,0.0084738155235587,,17.441058802602704,47.75361900152621,,,
66,66,0.02,1822,2,100000.0,1.8350535944249,,2694.0,2.694,1822.0,0.1090614556858327,0.0150831374842211,0.0080680876324459,,16.706177159862367,45.00644126866922,,,
67,67,0.02,1842,2,100000.0,1.84862940133004,,2745.0,2.745,1842.0,0.0873072633758056,0.0165825854000164,0.0080716801693838,,21.097901008204666,57.91373826752181,,,
68,68,0.02,1862,2,100000.0,1.86233432512373,,2685.0,2.685,1862.0,0.1090192040851434,0.0149621832215463,0.0084715713864098,,17.079559657634153,45.8586176807477,,,
69,69,0.02,1882,2,100000.0,1.87432030347042,,2799.0,2.799,1882.0,0.1129630145696864,0.0137610332978185,0.0079241328082613,,16.660320257645044,46.63223640114848,,,
70,70,0.02,1902,2,100000.0,1.88826382191019,,2622.0,2.622,1902.0,0.1127956966083729,0.0139284089108897,0.0080721994534587,,16.862345436845438,44.21306973540873,,,
71,71,0.02,1940,2,100000.0,1.9133402868826,,2766.0,2.766,1940.0,0.1143866762940888,0.0132900907540572,0.008087549307794,,16.960017222742344,46.91140763810533,,,
72,72,0.02,1980,2,100000.0,1.93999436174058,,2703.0,2.703,1980.0,0.11736996323134,0.0119913777569431,0.0082677418742281,,16.869733494738806,45.59888963627899,,,
73,73,0.02,2020,2,100000.0,1.96926697564054,,2654.0,2.654,2020.0,0.1037104677150182,0.0129970680357908,0.008290767038229,,19.477301033398824,51.69275694264047,,,
74,74,0.02,2060,2,100000.0,1.99677823265283,,2688.0,2.688,2060.0,0.1230915747769358,0.0144218769480509,0.0081736795851899,,16.73550772043571,44.9850447525312,,,
75,75,0.02,2100,2,100000.0,2.02466039073176,,2667.0,2.667,2100.0,0.112857430196982,0.0135482589654537,0.0079261594261485,,18.60754756097713,49.62632934512602,,,
76,76,0.02,2140,2,100000.0,2.05291352466854,,2588.0,2.588,2140.0,0.1087362307712282,0.0118910494968306,0.0083672473275325,,19.68065275779493,50.93352933717328,,,
77,77,0.02,2180,2,100000.0,2.08431552800331,,2753.0,2.753,2180.0,0.125149115673139,0.0133379349200707,0.0084343360769224,,17.419220170070265,47.95511312820344,,,
78,78,0.02,2220,2,100000.0,2.11345312535308,,2691.0,2.691,2220.0,0.113745924653358,0.0135326519542317,0.0088588380795709,,19.5171827629471,52.520738815090645,,,
79,79,0.02,2260,2,100000.0,2.1429622327596,,2706.0,2.706,2260.0,0.1164580927866154,0.0136974496661002,0.0080491857797003,,19.40612237348732,52.51296714265667,,,
80,80,0.02,2300,2,100000.0,2.17604981157174,,2813.0,2.813,2300.0,0.1299013754596671,0.013049659213384,0.0080530599730956,,17.705740157571483,49.80624706324857,,,
81,81,0.02,2340,2,100000.0,2.20643530549343,,2781.0,2.781,2340.0,0.1150332060024084,0.0133123505040784,0.0081471230163743,,20.34195239199895,56.57096960214909,,,
82,82,0.02,2380,2,100000.0,2.2407253093739,,2859.0,2.859,2380.0,0.1351956533158045,0.011680678985826,0.0079547690970179,,17.604116268742313,50.330168412334274,,,
83,83,0.02,2420,2,100000.0,2.27199922708582,,2789.0,2.789,2420.0,0.1374622378707499,0.0130591879600094,0.0073432741607659,,17.60483488036493,49.0998844813378,,,
84,84,0.02,2460,2,100000.0,2.30751577788907,,2794.0,2.794,2460.0,0.1403821279336625,0.0147274669785519,0.0087938533991461,,17.523598168867128,48.960933283814754,,,
85,85,0.02,2500,2,100000.0,2.33964985814201,,2888.0,2.888,2500.0,0.1495222723133338,0.0141027470007806,0.0077466820575854,,16.719917115498916,48.28712062956087,,,
86,86,0.02,2540,2,100000.0,2.37639841623405,,2765.0,2.765,2540.0,0.1327965190444047,0.0125932333167307,0.0082412359585436,,19.12700738150125,52.88617540985096,,,
87,87,0.02,2580,2,100000.0,2.4093760120274,,2886.0,2.886,2580.0,0.1256733518639521,0.0114892721341506,0.0082661353885531,,20.52941185807619,59.247882622407886,,,
88,88,0.02,2620,2,100000.0,2.44737634034406,,2869.0,2.869,2620.0,0.1483496909550012,0.0167031898525838,0.0087068442561965,,17.660973764985606,50.669333731743706,,,
