,Simulation Number,ExitSlit.totalHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,0.05,502,2,500000.0,1.17662360156545,,340000.0,100.0,,502.0,0.5015821263166856,0.17973635117679526,0.03817555125058454,1.0008338845090536,100.08338845090536,
1,1,0.05,504,2,500000.0,1.17747901516844,,340000.0,100.0,,504.0,0.48694823308741697,0.176437304952528,0.03744771825957519,1.0489514088710659,104.89514088710656,
2,2,0.05,506,2,500000.0,1.17837189466193,,340000.0,100.0,,506.0,0.5054579099994442,0.18195428785057385,0.03977607032596965,1.0010744699669891,100.10744699669893,
3,3,0.05,508,2,500000.0,1.1791362468331,,340000.0,100.0,,508.0,0.5076235623564116,0.17977498025022223,0.03835696130398513,1.000742234348247,100.07422343482472,
4,4,0.05,510,2,500000.0,1.18000708146274,,340000.0,100.0,,510.0,0.5097103709621364,0.176990799564154,0.038734141399287034,1.000568332515231,100.05683325152307,
5,5,0.05,512,2,500000.0,1.18089388467086,,340000.0,100.0,,512.0,0.5116353705262157,0.1787978645828195,0.038193244090781314,1.0007133105769956,100.07133105769957,
6,6,0.05,514,2,500000.0,1.18169303123046,,340000.0,100.0,,514.0,0.5129251408834647,0.17877474879906266,0.03824547400659185,1.0021096230126367,100.21096230126366,
7,7,0.05,516,2,500000.0,1.18256256858225,,340000.0,100.0,,516.0,0.5155666361545628,0.18172123649670832,0.0378858059741772,1.0008412130465838,100.08412130465835,
8,8,0.05,518,2,500000.0,1.18333929872482,,340000.0,100.0,,518.0,0.5174715993721293,0.1800193303525789,0.03809637447342705,1.0010220348744885,100.10220348744886,
9,9,0.05,520,2,500000.0,1.18413280440169,,340000.0,100.0,,520.0,0.5193604055456376,0.1792014856704741,0.03871713481682876,1.0012325571257867,100.12325571257868,
10,10,0.05,522,2,500000.0,1.184814908884,,340000.0,100.0,,522.0,0.5216353869300064,0.178331675121942,0.037639115398603394,1.000699260108852,100.06992601088518,
11,11,0.05,524,2,500000.0,1.18564428721044,,340000.0,100.0,,524.0,0.5066977731874092,0.1794660040068023,0.03791438745295474,1.0481129071848452,104.81129071848451,
12,12,0.05,526,2,500000.0,1.18623535979449,,340000.0,100.0,,526.0,0.5082931300307487,0.17781574613679912,0.037430293453851085,1.048750743049826,104.8750743049826,
13,13,0.05,528,2,500000.0,1.18691311580508,,340000.0,100.0,,528.0,0.527635244807857,0.1800821581650711,0.038253822801032414,1.0006916663191083,100.06916663191085,
14,14,0.05,530,2,500000.0,1.18740617352132,,340000.0,100.0,,530.0,0.5297606791682028,0.1782975392811664,0.03726985791645489,1.000451797913244,100.0451797913244,
15,15,0.05,532,2,500000.0,1.18810554884438,,340000.0,100.0,,532.0,0.5318267395875523,0.18193598319052492,0.038886931004596365,1.000325817072292,100.03258170722923,
16,16,0.05,534,2,500000.0,1.18943277689967,,340000.0,100.0,,534.0,0.5164865313740963,0.1788150183385816,0.03755361183881049,1.047854189303641,104.7854189303641,
17,17,0.05,536,2,500000.0,1.19165789569026,,340000.0,100.0,,536.0,0.5185259510620485,0.18507368859788065,0.037970942402557925,1.0476361912182468,104.76361912182468,
18,18,0.05,538,2,500000.0,1.1933953170949,,340000.0,100.0,,538.0,0.5370063869021806,0.17857130445520983,0.03740455158453048,1.0018600057615952,100.1860005761595,
19,19,0.05,540,2,500000.0,1.19462031821519,,340000.0,100.0,,540.0,0.5394801123983257,0.1815874571447884,0.03842877209818086,1.0009651961409651,100.0965196140965,
20,20,0.05,542,2,500000.0,1.19557065892945,,340000.0,100.0,,542.0,0.5414776270479024,0.18292876374287811,0.03716394103573041,1.000965843363614,100.0965843363614,
21,21,0.05,544,2,500000.0,1.19668353378915,,340000.0,100.0,,544.0,0.5435985367747777,0.18177684911324607,0.03749841490023013,1.0007394026565788,100.07394026565788,
22,22,0.05,546,2,500000.0,1.19757869607337,,340000.0,100.0,,546.0,0.5452875804085806,0.1807916648400427,0.03771751437474991,1.0013093615757769,100.13093615757768,
23,23,0.05,548,2,500000.0,1.19860065465315,,340000.0,100.0,,548.0,0.5298977571500434,0.17770678225375167,0.03689255888743263,1.0481164333366335,104.81164333366335,
24,24,0.05,550,2,500000.0,1.19963845879841,,340000.0,100.0,,550.0,0.5494534995119693,0.18152910383637208,0.037360869010098045,1.000996005416209,100.0996005416209,
25,25,0.05,552,2,500000.0,1.20065872263705,,340000.0,100.0,,552.0,0.5512224068120304,0.17913684609195654,0.0373422493427932,1.0014170807201015,100.14170807201016,
26,26,0.05,554,2,500000.0,1.20181115118366,,340000.0,100.0,,554.0,0.5519694333340567,0.18111783448012356,0.036632530953565466,1.0037622286708123,100.37622286708124,
27,27,0.05,556,2,500000.0,1.20295231364558,,340000.0,100.0,,556.0,0.538024749885566,0.17543349149742032,0.03721291505811816,1.0474111626384812,104.74111626384808,
28,28,0.05,558,2,500000.0,1.20410472404016,,340000.0,100.0,,558.0,0.5573947414139638,0.1838362087009671,0.03714931312104196,1.001087819869534,100.1087819869534,
29,29,0.05,560,2,500000.0,1.20514112000624,,340000.0,100.0,,560.0,0.559568477473033,0.18292873757381045,0.03756951844129536,1.000771332603472,100.07713326034724,
30,30,0.05,562,2,500000.0,1.20653239223348,,340000.0,100.0,,562.0,0.5616570461555966,0.18116896425419965,0.03700961459509523,1.0006109157345389,100.06109157345387,
31,31,0.05,564,2,500000.0,1.20811897847302,,340000.0,100.0,,564.0,0.5621559610526333,0.17618901860975308,0.03765325828310861,1.0033176788628535,100.33176788628536,
32,32,0.05,566,2,500000.0,1.2098506842126,,340000.0,100.0,,566.0,0.5651121283084194,0.1780916720659616,0.03684663978857947,1.0015765338023643,100.15765338023644,
33,33,0.05,568,2,500000.0,1.21147483348648,,340000.0,100.0,,568.0,0.5670505929821047,0.17835903174475004,0.036881923897884646,1.0016802035133632,100.16802035133637,
34,34,0.05,570,2,500000.0,1.21322571296527,,340000.0,100.0,,570.0,0.5697405955609497,0.17891878114408896,0.038402661284849274,1.000455455475347,100.04554554753472,
35,35,0.05,572,2,500000.0,1.22040172983306,,340000.0,100.0,,572.0,0.5712999093949633,0.18082598447191953,0.03755577159038396,1.0012267750275738,100.1226775027574,
36,36,0.05,574,2,500000.0,1.22372713714585,,340000.0,100.0,,574.0,0.573242517689937,0.1775487935991868,0.036864611775699135,1.0013264348629392,100.13264348629392,
37,37,0.05,576,2,500000.0,1.22027554950736,,340000.0,100.0,,576.0,0.575568741474774,0.17658129197042718,0.0365154866112052,1.0007498888203028,100.07498888203028,
38,38,0.05,578,2,500000.0,1.21702969464689,,340000.0,100.0,,578.0,0.5773496241402996,0.17892911641330217,0.03661519604258492,1.001127963272836,100.11279632728356,
39,39,0.05,580,2,500000.0,1.21534946177801,,340000.0,100.0,,580.0,0.5794116500933228,0.18429075646569967,0.038458575000149375,1.0010167047630203,100.10167047630205,
40,40,0.05,582,2,500000.0,1.21559007975785,,340000.0,100.0,,582.0,0.5817054354041147,0.1814987180168408,0.03744242841603408,1.0005065570335228,100.05065570335228,
41,41,0.05,584,2,500000.0,1.21587072513883,,340000.0,100.0,,584.0,0.5832461463267805,0.18304318188298513,0.03715001419689539,1.0012961517547414,100.12961517547416,
