,Simulation Number,ExitSlit.totalHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,0.02,502,2,100000.0,1.17662360156545,,1904.0,1.904,,502.0,0.03452865531050975,0.019837840015982367,0.007503396186372618,14.538648999956928,27.68158769591799,
1,1,0.02,522,2,100000.0,1.184814908884,,1957.0,1.957,,522.0,0.03711596841219489,0.018386527182640503,0.00738915284413987,14.064027488192677,27.52330179439307,
2,2,0.02,542,2,100000.0,1.19557065892945,,1941.0,1.941,,542.0,0.03679653344647704,0.018212985375266968,0.007316053703090819,14.729648399851968,28.590247544112675,
3,3,0.02,562,2,100000.0,1.20653239223348,,1710.0,1.71,,562.0,0.04564202189658317,0.019960143583080136,0.007319154987977275,12.313214372347343,21.05559657671396,
4,4,0.02,582,2,100000.0,1.21559007975785,,1146.0,1.146,,582.0,0.0313115444723735,0.01965125672721113,0.0071464318580733155,18.58739355746264,21.301153016852183,
5,5,0.02,602,2,100000.0,1.22050059246538,,1375.0,1.375,,602.0,0.03698823506465487,0.017439785795227432,0.00611118519588012,16.27544539358834,22.378737416183974,
6,6,0.02,622,2,100000.0,1.22741865002142,,1606.0,1.606,,622.0,0.04690589987171734,0.0192695618480472,0.007784686659174757,13.260591987385467,21.296510731741066,
7,7,0.02,642,2,100000.0,1.23521015912391,,1561.0,1.561,,642.0,0.03915282179082169,0.017314496252935976,0.006509756896837234,16.397285575735932,25.59616278372379,
8,8,0.02,662,2,100000.0,1.24314995045508,,1647.0,1.6469999999999996,,662.0,0.039824541242069245,0.01603256670642603,0.0071242963969352395,16.622915904444532,27.377942494620136,
9,9,0.02,682,2,100000.0,1.2512710931248,,1770.0,1.77,,682.0,0.04279678100613182,0.015137142147976632,0.006720447455497356,15.935777971298464,28.20632700919828,
