,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,0.02,502,2,300000.0,1.17662360156545,,300000.0,100.0,502.0,0.5014802200514055,0.1800916346387032,0.0386990795219743,,1.001036491426404,100.10364914264042,,,
1,1,0.02,522,2,300000.0,1.184814908884,,300000.0,100.0,522.0,0.521614482224436,0.1772613143338834,0.0377383181972888,,1.000739085644095,100.07390856440948,,,
2,2,0.02,542,2,300000.0,1.19557065892945,,300000.0,100.0,542.0,0.5419578207937548,0.179345889106941,0.0370085749672528,,1.0000778274703803,100.00778274703804,,,
3,3,0.02,562,2,300000.0,1.20653239223348,,300000.0,100.0,562.0,0.5603504502837495,0.1766284813974664,0.0356368302052963,,1.0029437822623597,100.29437822623596,,,
4,4,0.02,582,2,300000.0,1.21559007975785,,300000.0,100.0,582.0,0.5819016379671211,0.1804257114359296,0.0371938974144038,,1.0001690354975157,100.01690354975156,,,
5,5,0.02,602,2,300000.0,1.22050059246538,,300000.0,100.0,602.0,0.6018552345105945,0.1800369241229442,0.0368161945476894,,1.00024053207666,100.024053207666,,,
6,6,0.02,622,2,300000.0,1.22741865002142,,300000.0,100.0,622.0,0.6210205131955036,0.1792907385125726,0.0357745165465708,,1.0015772213375955,100.15772213375956,,,
7,7,0.02,642,2,300000.0,1.23521015912391,,300000.0,100.0,642.0,0.6419130806278872,0.174663569016559,0.035783502685955,,1.0001354067625912,100.01354067625913,,,
8,8,0.02,662,2,300000.0,1.24314995045508,,300000.0,100.0,662.0,0.6617783489255089,0.1768517123433248,0.0354750554691311,,1.0003349324964332,100.03349324964334,,,
9,9,0.02,682,2,300000.0,1.2512710931248,,300000.0,100.0,682.0,0.4636661621643541,0.1779878207751266,0.0357265291822041,,1.4708858563594165,147.08858563594166,,,
10,10,0.02,702,2,300000.0,1.25928548443795,,300000.0,100.0,702.0,0.7016216633277281,0.1745594059274179,0.0353352981717497,,1.0005392317427566,100.05392317427564,,,
11,11,0.02,722,2,300000.0,1.26742532522346,,300000.0,100.0,722.0,0.7217060732393747,0.1798794769050024,0.0330645580358352,,1.000407266575028,100.04072665750282,,,
12,12,0.02,742,2,300000.0,1.27528577565715,,300000.0,100.0,742.0,0.741671768848164,0.1805706940263025,0.0338774139255052,,1.0004425558119137,100.04425558119136,,,
13,13,0.02,762,2,300000.0,1.28337129179016,,300000.0,100.0,762.0,0.7616941018075067,0.1793758577983939,0.0347620037528445,,1.000401602417253,100.0401602417253,,,
14,14,0.02,782,2,300000.0,1.29164824012589,,300000.0,100.0,782.0,0.7801707832600187,0.1767447707842294,0.0344498786529273,,1.002344636301731,100.2344636301731,,,
15,15,0.02,802,2,300000.0,1.30021834112426,,300000.0,100.0,802.0,0.8018377361337343,0.1776962047703395,0.0384693342010452,,1.0002023649660692,100.02023649660693,,,
16,16,0.02,822,2,300000.0,1.30869521201282,,300000.0,100.0,822.0,0.8218338930585105,0.175732849479669,0.0339771647223711,,1.0002021174143492,100.02021174143492,,,
17,17,0.02,842,2,300000.0,1.31711516242917,,300000.0,100.0,842.0,0.8417421442613886,0.1799374458630744,0.0337271229907357,,1.0003063357827209,100.0306335782721,,,
18,18,0.02,862,2,300000.0,1.3257059739536,,300000.0,100.0,862.0,0.8615391908907668,0.1772419930956957,0.0334856569428735,,1.000534867263272,100.05348672632718,,,
19,19,0.02,882,2,300000.0,1.33418690330805,,300000.0,100.0,882.0,0.8815258374077075,0.1809205378689242,0.0333690823923511,,1.0005378884794651,100.05378884794652,,,
20,20,0.02,902,2,300000.0,1.34305723027778,,300000.0,100.0,902.0,0.9013870769043706,0.179126609989614,0.0334459648183126,,1.000679977682545,100.0679977682545,,,
21,21,0.02,922,2,300000.0,1.35202507217289,,300000.0,100.0,922.0,0.9217208018907286,0.1789978702614842,0.0330749091200369,,1.000302909632395,100.0302909632395,,,
22,22,0.02,942,2,300000.0,1.36109770020853,,300000.0,100.0,942.0,0.9412763555130824,0.1791784693502661,0.0324032308248669,,1.0007687906773386,100.07687906773388,,,
23,23,0.02,962,2,300000.0,1.37010270270469,,300000.0,100.0,962.0,0.9619265062118528,0.1793609734968245,0.0326101659735931,,1.000076402706103,100.00764027061034,,,
24,24,0.02,982,2,300000.0,1.37934440695512,,300000.0,100.0,982.0,0.981017503367184,0.179388344889092,0.0365790170174423,,1.001001507750314,100.1001507750314,,,
25,25,0.02,1002,2,300000.0,1.38819192301866,,300000.0,100.0,1002.0,1.0010874486849843,0.1757151579992879,0.0324638651163676,,1.0009115600402485,100.09115600402488,,,
26,26,0.02,1022,2,300000.0,1.39749037919015,,300000.0,100.0,1022.0,1.0210619404816723,0.1726859187460346,0.0325406402227906,,1.000918709709114,100.09187097091142,,,
27,27,0.02,1042,2,300000.0,1.40690115714451,,300000.0,100.0,1042.0,1.0415069836544717,0.1772555624788498,0.0321393064138358,,1.0004733682570215,100.04733682570216,,,
28,28,0.02,1062,2,300000.0,1.41643111237549,,300000.0,100.0,1062.0,1.0611349658772724,0.173718960133957,0.0320100832993987,,1.000815197077228,100.0815197077228,,,
29,29,0.02,1082,2,300000.0,1.42608801864174,,300000.0,100.0,1082.0,1.0818477832333429,0.1686333575978428,0.0315826160682065,,1.000140700724276,100.0140700724276,,,
30,30,0.02,1102,2,300000.0,1.43534393733411,,300000.0,100.0,1102.0,1.0996246280981268,0.177410988093619,0.0307676339394052,,1.0021601661523185,100.21601661523184,,,
31,31,0.02,1122,2,300000.0,1.44497470086693,,300000.0,100.0,1122.0,1.1215043601127943,0.1758307226984233,0.0315991922328582,,1.000441942006499,100.0441942006499,,,
32,32,0.02,1142,2,300000.0,1.45469620088515,,300000.0,100.0,1142.0,1.140781541331762,0.1780812788921306,0.0318897962693821,,1.0010680911498755,100.10680911498756,,,
33,33,0.02,1162,2,300000.0,1.46474671629238,,300000.0,100.0,1162.0,1.1605593036360915,0.1732403730878223,0.0315190291126474,,1.0012413810818583,100.12413810818582,,,
34,34,0.02,1182,2,300000.0,1.47474509520611,,300000.0,100.0,1182.0,1.1817830123318345,0.1785697316520108,0.0312385219713427,,1.000183610414011,100.0183610414011,,,
35,35,0.02,1202,2,300000.0,1.48420475439885,,300000.0,100.0,1202.0,1.2015587256753406,0.1745484560795817,0.0315495868535296,,1.000367251566844,100.0367251566844,,,
36,36,0.02,1222,2,300000.0,1.49435122001166,,300000.0,100.0,1222.0,1.2184585625034288,0.1783750506912264,0.0312461473162853,,1.0029064898926845,100.29064898926846,,,
37,37,0.02,1242,2,300000.0,1.50458299346498,,300000.0,100.0,1242.0,1.2415275816624671,0.1747575558722667,0.0305049756031408,,1.0003805137674833,100.03805137674834,,,
38,38,0.02,1262,2,300000.0,1.51490270238743,,300000.0,100.0,1262.0,1.2605909008043454,0.1966822582415493,0.0308212289044988,,1.0011178084775605,100.11178084775604,,,
39,39,0.02,1282,2,300000.0,1.52531141053088,,300000.0,100.0,1282.0,1.281825458837602,0.1773507590355505,0.0300759626551823,,1.0001361660912529,100.01361660912526,,,
40,40,0.02,1302,2,300000.0,1.53529692139643,,300000.0,100.0,1302.0,1.3018122106623196,0.1767611937229859,0.0339176058317682,,1.0001442522478607,100.01442522478608,,,
41,41,0.02,1322,2,300000.0,1.54611350370685,,300000.0,100.0,1322.0,1.3212104370886664,0.1797956175569178,0.030803627035818,,1.0005976057175825,100.05976057175825,,,
42,42,0.02,1342,2,300000.0,1.55622777412061,,300000.0,100.0,1342.0,1.3383199662255263,0.1774897834157795,0.0304347899276308,,1.0027497413677928,100.27497413677928,,,
43,43,0.02,1362,2,300000.0,1.5672334053583,,300000.0,100.0,1362.0,1.3619009942469802,0.1797331147075041,0.0308196214055858,,1.0000726967330504,100.00726967330505,,,
