,Simulation Number,ExitSlit.totalHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,0.04,50,1.5,1,500000.0,,114.2,0.02284,,50.0,0.0024710942339217982,0.02046751801014062,0.012784185282377236,23.56639170102036,0.5424251895676457,
1,1,0.04,50,2.25,1,500000.0,,49.4,0.00988,,50.0,0.0021346198577742097,0.021518848910787588,0.011207310821437512,23.642246981170143,0.23322801281882663,
2,2,0.04,50,3.0,1,500000.0,,39.2,0.007839999999999998,,50.0,0.0016959329452850764,0.02117875221450187,0.011051255807142899,29.626214899625857,0.2321972630420615,
3,3,0.04,50,5.0,1,500000.0,,15.6,0.00312,,50.0,0.0011008024289630599,0.018800861794254168,0.010768988436362339,52.13910837030704,0.15579780823653613,
4,4,0.04,60,1.5,1,500000.0,,173.6,0.034719999999999994,,60.0,0.0030133318354032207,0.019355297399310772,0.013541507316126916,20.03595019055668,0.6954680585407113,
5,5,0.04,60,2.25,1,500000.0,,91.2,0.01824,,60.0,0.002720894242095823,0.021584470289142697,0.011380288136566124,22.29220318268336,0.4070205903635488,
6,6,0.04,60,3.0,1,500000.0,,59.0,0.0118,,60.0,0.0019790933096652135,0.02256940109968972,0.011071754621708906,30.44772331076574,0.35887772380057925,
7,7,0.04,60,5.0,1,500000.0,,21.4,0.004280000000000001,,60.0,0.0015766215044274215,0.02581147471404286,0.010596951109989983,39.09124151074856,0.16614185657620537,
8,8,0.04,70,1.5,1,500000.0,,300.2,0.06004,,70.0,0.00389938445447342,0.016727920900313137,0.012497325784641156,18.154496921505647,1.0868736715797456,
9,9,0.04,70,2.25,1,500000.0,,138.8,0.02776,,70.0,0.0026427971486299383,0.01759717679734735,0.013516250975492044,26.50298884864852,0.7354635680696334,
