Simulation Number,ExitSlit.totalHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays
709,0.04,1820,2.25,1,500000.0
710,0.04,1820,3.0,1,500000.0
711,0.04,1820,5.0,1,500000.0
712,0.04,1830,1.5,1,500000.0
713,0.04,1830,2.25,1,500000.0
714,0.04,1830,3.0,1,500000.0
715,0.04,1830,5.0,1,500000.0
716,0.04,1840,1.5,1,500000.0
717,0.04,1840,2.25,1,500000.0
718,0.04,1840,3.0,1,500000.0
719,0.04,1840,5.0,1,500000.0
720,0.04,1850,1.5,1,500000.0
721,0.04,1850,2.25,1,500000.0
722,0.04,1850,3.0,1,500000.0
723,0.04,1850,5.0,1,500000.0
724,0.04,1860,1.5,1,500000.0
725,0.04,1860,2.25,1,500000.0
726,0.04,1860,3.0,1,500000.0
727,0.04,1860,5.0,1,500000.0
728,0.04,1870,1.5,1,500000.0
729,0.04,1870,2.25,1,500000.0
730,0.04,1870,3.0,1,500000.0
731,0.04,1870,5.0,1,500000.0
732,0.04,1880,1.5,1,500000.0
733,0.04,1880,2.25,1,500000.0
734,0.04,1880,3.0,1,500000.0
735,0.04,1880,5.0,1,500000.0
736,0.04,1890,1.5,1,500000.0
737,0.04,1890,2.25,1,500000.0
738,0.04,1890,3.0,1,500000.0
739,0.04,1890,5.0,1,500000.0
740,0.04,1900,1.5,1,500000.0
741,0.04,1900,2.25,1,500000.0
742,0.04,1900,3.0,1,500000.0
743,0.04,1900,5.0,1,500000.0
744,0.04,1910,1.5,1,500000.0
745,0.04,1910,2.25,1,500000.0
746,0.04,1910,3.0,1,500000.0
747,0.04,1910,5.0,1,500000.0
748,0.04,1920,1.5,1,500000.0
749,0.04,1920,2.25,1,500000.0
750,0.04,1920,3.0,1,500000.0
751,0.04,1920,5.0,1,500000.0
752,0.04,1930,1.5,1,500000.0
753,0.04,1930,2.25,1,500000.0
754,0.04,1930,3.0,1,500000.0
755,0.04,1930,5.0,1,500000.0
756,0.04,1940,1.5,1,500000.0
757,0.04,1940,2.25,1,500000.0
758,0.04,1940,3.0,1,500000.0
759,0.04,1940,5.0,1,500000.0
760,0.04,1950,1.5,1,500000.0
761,0.04,1950,2.25,1,500000.0
762,0.04,1950,3.0,1,500000.0
763,0.04,1950,5.0,1,500000.0
764,0.04,1960,1.5,1,500000.0
765,0.04,1960,2.25,1,500000.0
766,0.04,1960,3.0,1,500000.0
767,0.04,1960,5.0,1,500000.0
768,0.04,1970,1.5,1,500000.0
769,0.04,1970,2.25,1,500000.0
770,0.04,1970,3.0,1,500000.0
771,0.04,1970,5.0,1,500000.0
772,0.04,1980,1.5,1,500000.0
773,0.04,1980,2.25,1,500000.0
774,0.04,1980,3.0,1,500000.0
775,0.04,1980,5.0,1,500000.0
776,0.04,1990,1.5,1,500000.0
777,0.04,1990,2.25,1,500000.0
778,0.04,1990,3.0,1,500000.0
779,0.04,1990,5.0,1,500000.0
780,0.04,2000,1.5,1,500000.0
781,0.04,2000,2.25,1,500000.0
782,0.04,2000,3.0,1,500000.0
783,0.04,2000,5.0,1,500000.0
784,0.04,2010,1.5,1,500000.0
785,0.04,2010,2.25,1,500000.0
786,0.04,2010,3.0,1,500000.0
787,0.04,2010,5.0,1,500000.0
788,0.04,2020,1.5,1,500000.0
789,0.04,2020,2.25,1,500000.0
790,0.04,2020,3.0,1,500000.0
791,0.04,2020,5.0,1,500000.0
792,0.04,2030,1.5,1,500000.0
793,0.04,2030,2.25,1,500000.0
794,0.04,2030,3.0,1,500000.0
795,0.04,2030,5.0,1,500000.0
796,0.04,2040,1.5,1,500000.0
797,0.04,2040,2.25,1,500000.0
798,0.04,2040,3.0,1,500000.0
799,0.04,2040,5.0,1,500000.0
800,0.04,2050,1.5,1,500000.0
801,0.04,2050,2.25,1,500000.0
802,0.04,2050,3.0,1,500000.0
803,0.04,2050,5.0,1,500000.0
804,0.04,2060,1.5,1,500000.0
805,0.04,2060,2.25,1,500000.0
806,0.04,2060,3.0,1,500000.0
807,0.04,2060,5.0,1,500000.0
808,0.04,2070,1.5,1,500000.0
809,0.04,2070,2.25,1,500000.0
810,0.04,2070,3.0,1,500000.0
811,0.04,2070,5.0,1,500000.0
812,0.04,2080,1.5,1,500000.0
813,0.04,2080,2.25,1,500000.0
814,0.04,2080,3.0,1,500000.0
815,0.04,2080,5.0,1,500000.0
816,0.04,2090,1.5,1,500000.0
817,0.04,2090,2.25,1,500000.0
818,0.04,2090,3.0,1,500000.0
819,0.04,2090,5.0,1,500000.0
820,0.04,2100,1.5,1,500000.0
821,0.04,2100,2.25,1,500000.0
822,0.04,2100,3.0,1,500000.0
823,0.04,2100,5.0,1,500000.0
824,0.04,2110,1.5,1,500000.0
825,0.04,2110,2.25,1,500000.0
826,0.04,2110,3.0,1,500000.0
827,0.04,2110,5.0,1,500000.0
828,0.04,2120,1.5,1,500000.0
829,0.04,2120,2.25,1,500000.0
830,0.04,2120,3.0,1,500000.0
831,0.04,2120,5.0,1,500000.0
832,0.04,2130,1.5,1,500000.0
833,0.04,2130,2.25,1,500000.0
834,0.04,2130,3.0,1,500000.0
835,0.04,2130,5.0,1,500000.0
836,0.04,2140,1.5,1,500000.0
837,0.04,2140,2.25,1,500000.0
838,0.04,2140,3.0,1,500000.0
839,0.04,2140,5.0,1,500000.0
840,0.04,2150,1.5,1,500000.0
841,0.04,2150,2.25,1,500000.0
842,0.04,2150,3.0,1,500000.0
843,0.04,2150,5.0,1,500000.0
844,0.04,2160,1.5,1,500000.0
845,0.04,2160,2.25,1,500000.0
846,0.04,2160,3.0,1,500000.0
847,0.04,2160,5.0,1,500000.0
848,0.04,2170,1.5,1,500000.0
849,0.04,2170,2.25,1,500000.0
850,0.04,2170,3.0,1,500000.0
851,0.04,2170,5.0,1,500000.0
852,0.04,2180,1.5,1,500000.0
853,0.04,2180,2.25,1,500000.0
854,0.04,2180,3.0,1,500000.0
855,0.04,2180,5.0,1,500000.0
856,0.04,2190,1.5,1,500000.0
857,0.04,2190,2.25,1,500000.0
858,0.04,2190,3.0,1,500000.0
859,0.04,2190,5.0,1,500000.0
860,0.04,2200,1.5,1,500000.0
861,0.04,2200,2.25,1,500000.0
862,0.04,2200,3.0,1,500000.0
863,0.04,2200,5.0,1,500000.0
864,0.04,2210,1.5,1,500000.0
865,0.04,2210,2.25,1,500000.0
866,0.04,2210,3.0,1,500000.0
867,0.04,2210,5.0,1,500000.0
868,0.04,2220,1.5,1,500000.0
869,0.04,2220,2.25,1,500000.0
870,0.04,2220,3.0,1,500000.0
871,0.04,2220,5.0,1,500000.0
872,0.04,2230,1.5,1,500000.0
873,0.04,2230,2.25,1,500000.0
874,0.04,2230,3.0,1,500000.0
875,0.04,2230,5.0,1,500000.0
876,0.04,2240,1.5,1,500000.0
877,0.04,2240,2.25,1,500000.0
878,0.04,2240,3.0,1,500000.0
879,0.04,2240,5.0,1,500000.0
880,0.04,2250,1.5,1,500000.0
881,0.04,2250,2.25,1,500000.0
882,0.04,2250,3.0,1,500000.0
883,0.04,2250,5.0,1,500000.0
884,0.04,2260,1.5,1,500000.0
885,0.04,2260,2.25,1,500000.0
886,0.04,2260,3.0,1,500000.0
887,0.04,2260,5.0,1,500000.0
888,0.04,2270,1.5,1,500000.0
889,0.04,2270,2.25,1,500000.0
890,0.04,2270,3.0,1,500000.0
891,0.04,2270,5.0,1,500000.0
892,0.04,2280,1.5,1,500000.0
893,0.04,2280,2.25,1,500000.0
894,0.04,2280,3.0,1,500000.0
895,0.04,2280,5.0,1,500000.0
896,0.04,2290,1.5,1,500000.0
897,0.04,2290,2.25,1,500000.0
898,0.04,2290,3.0,1,500000.0
899,0.04,2290,5.0,1,500000.0
900,0.04,2300,1.5,1,500000.0
901,0.04,2300,2.25,1,500000.0
902,0.04,2300,3.0,1,500000.0
903,0.04,2300,5.0,1,500000.0
904,0.04,2310,1.5,1,500000.0
905,0.04,2310,2.25,1,500000.0
906,0.04,2310,3.0,1,500000.0
907,0.04,2310,5.0,1,500000.0
908,0.04,2320,1.5,1,500000.0
909,0.04,2320,2.25,1,500000.0
910,0.04,2320,3.0,1,500000.0
911,0.04,2320,5.0,1,500000.0
912,0.04,2330,1.5,1,500000.0
913,0.04,2330,2.25,1,500000.0
914,0.04,2330,3.0,1,500000.0
915,0.04,2330,5.0,1,500000.0
916,0.04,2340,1.5,1,500000.0
917,0.04,2340,2.25,1,500000.0
918,0.04,2340,3.0,1,500000.0
919,0.04,2340,5.0,1,500000.0
920,0.04,2350,1.5,1,500000.0
921,0.04,2350,2.25,1,500000.0
922,0.04,2350,3.0,1,500000.0
923,0.04,2350,5.0,1,500000.0
924,0.04,2360,1.5,1,500000.0
925,0.04,2360,2.25,1,500000.0
926,0.04,2360,3.0,1,500000.0
927,0.04,2360,5.0,1,500000.0
928,0.04,2370,1.5,1,500000.0
929,0.04,2370,2.25,1,500000.0
930,0.04,2370,3.0,1,500000.0
931,0.04,2370,5.0,1,500000.0
932,0.04,2380,1.5,1,500000.0
933,0.04,2380,2.25,1,500000.0
934,0.04,2380,3.0,1,500000.0
935,0.04,2380,5.0,1,500000.0
936,0.04,2390,1.5,1,500000.0
937,0.04,2390,2.25,1,500000.0
938,0.04,2390,3.0,1,500000.0
939,0.04,2390,5.0,1,500000.0
940,0.04,2400,1.5,1,500000.0
941,0.04,2400,2.25,1,500000.0
942,0.04,2400,3.0,1,500000.0
943,0.04,2400,5.0,1,500000.0
944,0.04,2410,1.5,1,500000.0
945,0.04,2410,2.25,1,500000.0
946,0.04,2410,3.0,1,500000.0
947,0.04,2410,5.0,1,500000.0
948,0.04,2420,1.5,1,500000.0
949,0.04,2420,2.25,1,500000.0
950,0.04,2420,3.0,1,500000.0
951,0.04,2420,5.0,1,500000.0
952,0.04,2430,1.5,1,500000.0
953,0.04,2430,2.25,1,500000.0
954,0.04,2430,3.0,1,500000.0
955,0.04,2430,5.0,1,500000.0
956,0.04,2440,1.5,1,500000.0
957,0.04,2440,2.25,1,500000.0
958,0.04,2440,3.0,1,500000.0
959,0.04,2440,5.0,1,500000.0
960,0.04,2450,1.5,1,500000.0
961,0.04,2450,2.25,1,500000.0
962,0.04,2450,3.0,1,500000.0
963,0.04,2450,5.0,1,500000.0
964,0.04,2460,1.5,1,500000.0
965,0.04,2460,2.25,1,500000.0
966,0.04,2460,3.0,1,500000.0
967,0.04,2460,5.0,1,500000.0
968,0.04,2470,1.5,1,500000.0
969,0.04,2470,2.25,1,500000.0
970,0.04,2470,3.0,1,500000.0
971,0.04,2470,5.0,1,500000.0
972,0.04,2480,1.5,1,500000.0
973,0.04,2480,2.25,1,500000.0
974,0.04,2480,3.0,1,500000.0
975,0.04,2480,5.0,1,500000.0
976,0.04,2490,1.5,1,500000.0
977,0.04,2490,2.25,1,500000.0
978,0.04,2490,3.0,1,500000.0
979,0.04,2490,5.0,1,500000.0
980,0.04,2500,1.5,1,500000.0
981,0.04,2500,2.25,1,500000.0
982,0.04,2500,3.0,1,500000.0
983,0.04,2500,5.0,1,500000.0
984,0.04,2510,1.5,1,500000.0
985,0.04,2510,2.25,1,500000.0
986,0.04,2510,3.0,1,500000.0
987,0.04,2510,5.0,1,500000.0
988,0.04,2520,1.5,1,500000.0
989,0.04,2520,2.25,1,500000.0
990,0.04,2520,3.0,1,500000.0
991,0.04,2520,5.0,1,500000.0
992,0.04,2530,1.5,1,500000.0
993,0.04,2530,2.25,1,500000.0
994,0.04,2530,3.0,1,500000.0
995,0.04,2530,5.0,1,500000.0
996,0.04,2540,1.5,1,500000.0
997,0.04,2540,2.25,1,500000.0
998,0.04,2540,3.0,1,500000.0
999,0.04,2540,5.0,1,500000.0
1000,0.04,2550,1.5,1,500000.0
1001,0.04,2550,2.25,1,500000.0
1002,0.04,2550,3.0,1,500000.0
1003,0.04,2550,5.0,1,500000.0
