Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor
0,0.03,500,2,100000.0,1.17577026432641
1,0.03,2548,2,100000.0,2.38210252419051
2,0.03,6000,2,100000.0,7.77006215966874
