,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
0,0,0.03,500.0,1.5,1,100000.0,,135.0,0.135,500.0,0.0347466215728218,0.0055009149444318,0.0079973207568832,1872828436657.682,14.38988820688947,1.9426349079300784,26949791834187.62,4.063871769590778e-05,2.272452916793281e-05
1,1,0.03,500.0,2.25,1,100000.0,,137.0,0.1369999999999999,500.0,0.0337552729512253,0.0120003329775791,0.0083442156284781,1900574043126.6848,14.812500575020504,2.029312578777809,28152254106683.06,4.12407727728842e-05,2.3061188859309595e-05
2,2,0.03,500.0,3.0,1,100000.0,,123.0,0.123,500.0,0.0313703111299901,0.0059091459433971,0.0086341147387574,1706354797843.6658,15.93863694651082,1.9604523444208308,27196969624767.05,3.702638723404931e-05,2.070457101967212e-05
3,3,0.03,500.0,5.0,1,100000.0,,67.0,0.067,500.0,0.0395208663618906,0.0101724521796039,0.0075890025933237,929477816711.5905,12.65154451376456,0.8476534824222256,11759329972683.38,2.016884507870979e-05,1.127809966112221e-05
4,4,0.03,510.0,1.5,1,100000.0,,166.0,0.166,510.0,0.0710613652465212,0.0100346631377588,0.0085784306585087,2289629151527.251,7.176895606082749,1.1913646706097365,16432429397154.9,5.069716209211895e-05,2.8431225665351886e-05
5,5,0.03,510.0,2.25,1,100000.0,,172.0,0.172,510.0,0.0304681062616509,0.0073530440228463,0.0079980082888941,2372386831702.9346,16.73881519318177,2.8790762132272643,39710944742613.445,5.252958963761722e-05,2.945886032795496e-05
6,6,0.03,510.0,3.0,1,100000.0,,132.0,0.132,510.0,0.0794215827785365,0.0052339948864464,0.0094195604079489,1820668963865.043,6.421428309004014,0.8476285367885299,11691295225887.994,4.0313406000962056e-05,2.2607962577267764e-05
7,7,0.03,510.0,5.0,1,100000.0,,66.0,0.066,510.0,0.0401217461640892,0.0116725970625298,0.0073470668825444,910334481932.5216,12.71131116562602,0.8389465369313174,11571544864643.24,2.0156703000481028e-05,1.1303981288633882e-05
8,8,0.03,520.0,1.5,1,100000.0,,118.0,0.118,520.0,0.0470667277284064,0.0094422014140708,0.00988512259644,1618144671591.1355,11.048144306963604,1.3036810282217055,17877495841283.098,3.654645673756758e-05,2.054510340946026e-05
9,9,0.03,520.0,2.25,1,100000.0,,173.0,0.173,520.0,0.0411562896427994,0.0051810288495865,0.0087166011203215,2372364645637.851,12.634763835932349,2.185814143616296,29974267030349.58,5.358082216609483e-05,3.0121210930818847e-05
10,10,0.03,520.0,3.0,1,100000.0,,130.0,0.13,520.0,0.048418936461644,0.0046224159376539,0.0090992164560022,1782701756837.692,10.73959979298445,1.3961479730879784,19145503418687.094,4.026304555833716e-05,2.263443595957486e-05
11,11,0.03,520.0,5.0,1,100000.0,,73.0,0.073,520.0,0.0360668224534026,0.0122876078441515,0.006669045274905,1001055601916.55,14.417682640932016,1.0524908327880371,14432901974359.994,2.2609248659681634e-05,1.27101063465305e-05
12,12,0.03,530.0,1.5,1,100000.0,,141.0,0.141,530.0,0.0892381840151301,0.0124810225030074,0.0078399311960781,1920931805929.92,5.939161647553692,0.8374217923050705,11408724509345.031,4.422914200583718e-05,2.494331143537453e-05
13,13,0.03,530.0,2.25,1,100000.0,,177.0,0.177,530.0,0.0497601149452293,0.0078583965770786,0.0082349371947088,2411382479784.3667,10.651100797965752,1.8852448412399383,25683877854631.902,5.5521688900944536e-05,3.1311816482704186e-05
