,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
0,0,0.03,500.0,2.25,1,500000.0,,814.4,0.16288,500.0,0.0412712888731107,0.0104819800391343,0.0088069816085336,2259602190835.58,12.216717054864445,1.9921309755146344,27636441040669.75,4.903136546895896e-05,2.741756526572516e-05
1,1,0.03,500.2,2.25,1,500000.0,,814.8,0.16296,500.2,0.0407356048222367,0.0088926440466911,0.0092402069092322,2260451721593.2915,12.558171355066552,2.0457235816409702,28376653117478.68,4.906757919085681e-05,2.744040711670282e-05
2,2,0.03,500.4,2.25,1,500000.0,,806.8,0.16136,500.4,0.04129552661891,0.0094233083254813,0.0089089931771746,2238000060531.0444,12.259190172641356,1.972730052198814,27360993903274.39,4.85978372734365e-05,2.718027928854812e-05
3,3,0.03,500.6,2.25,1,500000.0,,805.6,0.1611199999999999,500.6,0.0411420218411194,0.0090889323681691,0.0090164053753916,2234414025633.8594,12.19961720935438,1.9647898866073248,27247728898081.965,4.853756742307343e-05,2.714913937663736e-05
4,4,0.03,500.8,2.25,1,500000.0,,813.2,0.1626399999999999,500.8,0.0397640143716671,0.0109550015322237,0.0091611247762915,2255233646795.767,12.76834456218262,2.0721158320459483,28732816923808.6,4.900760363393703e-05,2.741464640393774e-05
5,5,0.03,501.0,2.25,1,500000.0,,790.2,0.1580399999999999,500.9999999999999,0.0389354871542309,0.0096853705451108,0.00934929890336,2191195730644.8396,13.018765710387427,2.056614481678403,28514584104252.508,4.763330563069765e-05,2.6648395081041575e-05
6,6,0.03,501.19999999999993,2.25,1,500000.0,,805.4,0.16108,501.19999999999993,0.0422119326831761,0.01122329560423,0.0090602182451019,2233087510401.278,11.879339451138728,1.9141203620570468,26535872075455.445,4.856546599064848e-05,2.717030402392466e-05
7,7,0.03,501.3999999999999,2.25,1,500000.0,,801.8,0.16036,501.3999999999999,0.0427597802329614,0.0109132669146998,0.0094085519986354,2222849876861.6494,11.774522057305797,1.8901125566008083,26200027835462.48,4.836423302658326e-05,2.705813440055707e-05
8,8,0.03,501.5999999999999,2.25,1,500000.0,,814.8,0.16296,501.5999999999999,0.0446345208800721,0.0098318049597544,0.0090530990922293,2258629829347.175,11.260969855035134,1.835568344042138,25441024887450.74,4.916450501253917e-05,2.750627802893846e-05
9,9,0.03,501.7999999999999,2.25,1,500000.0,,804.2,0.16084,501.7999999999999,0.0429718414866328,0.0102914820503136,0.0090782365243414,2228989692713.1167,11.866701970889483,1.9121739054277136,26499725975337.977,4.854082984381037e-05,2.7157761674383983e-05
10,10,0.03,501.9999999999999,2.25,1,500000.0,,803.6,0.1607199999999999,501.9999999999999,0.040986130065687,0.0100865241936068,0.0088821409447197,2227069991295.6675,12.284943541473364,1.9759593432724492,27380536071567.74,4.852053856459282e-05,2.714682314498882e-05
11,11,0.03,502.1999999999999,2.25,1,500000.0,,816.4,0.1632799999999999,502.19999999999993,0.0383984524774177,0.0095898291544384,0.0092158365289328,2262282701856.6577,13.274197932681677,2.164701531665609,29992447512063.445,4.930731313764079e-05,2.75887071198196e-05
12,12,0.03,502.3999999999999,2.25,1,500000.0,,823.2,0.1646399999999999,502.3999999999999,0.0379349762875676,0.0104900038023282,0.0090771455954723,2280862870193.6514,13.568386580941407,2.236370472985565,30981865742408.824,4.97320570266658e-05,2.7828068735895422e-05
13,13,0.03,502.5999999999999,2.25,1,500000.0,,822.4,0.16448,502.5999999999999,0.0398804552213959,0.0101886032837489,0.0092888075770056,2278383593052.5063,12.661037441649317,2.0834612342835674,28860189037892.773,4.96977750075564e-05,2.781059279042914e-05
14,14,0.03,502.79999999999984,2.25,1,500000.0,,801.4,0.16028,502.79999999999984,0.0400602660764434,0.0101986807607065,0.0092972657709394,2219949036454.3823,12.87609509797407,2.064888929162118,28599626832285.78,4.844244198630068e-05,2.7109780872403757e-05
15,15,0.03,502.99999999999983,2.25,1,500000.0,,786.6,0.1573199999999999,502.99999999999983,0.042481119388276,0.0099389686199172,0.0094712720455732,2178700464843.2825,12.171143980451683,1.923370234909073,26636458332456.977,4.75612807206341e-05,2.661829426511656e-05
16,16,0.03,503.1999999999998,2.25,1,500000.0,,824.4,0.16488,503.1999999999998,0.0440033366578063,0.0095138642295809,0.0094095947404735,2283134407187.0635,11.533429975627898,1.900399948921644,26315311200870.598,4.986160677250614e-05,2.790705187637611e-05
17,17,0.03,503.3999999999998,2.25,1,500000.0,,821.2,0.16424,503.3999999999998,0.0406499547348516,0.0105241674019784,0.0092644303071346,2274009856019.165,12.630135038581148,2.0748640471923574,28727845185187.76,4.968279071505834e-05,2.7808316661286397e-05
18,18,0.03,503.5999999999998,2.25,1,500000.0,,815.0,0.1629999999999999,503.5999999999998,0.0439166883229063,0.0097538387316542,0.0090617451871022,2256580916350.5693,11.7985932931927,1.9260882806668875,26664871517542.195,4.932231742820911e-05,2.7607891371908832e-05
19,19,0.03,503.7999999999998,2.25,1,500000.0,,809.0,0.1618,503.79999999999984,0.0427125437503718,0.0105203369857141,0.0091582014517511,2239709635855.4604,12.026913403577918,1.939819208749048,26851865102921.87,4.89737407757992e-05,2.741410714870301e-05
20,20,0.03,503.9999999999998,2.25,1,500000.0,,799.2,0.1598399999999999,503.99999999999983,0.0439849181085037,0.0093051778143698,0.0092930779586195,2212323134517.868,11.667185973771849,1.862823706010368,25783082960054.1,4.8394854793776686e-05,2.709137834463364e-05
21,21,0.03,504.19999999999976,2.25,1,500000.0,,813.8,0.16276,504.1999999999998,0.0380369253667594,0.0094395289965448,0.0090486395576343,2252478498941.9053,13.36192233160071,2.1726245810207145,30067523685314.71,4.929459692028181e-05,2.7595828687943023e-05
22,22,0.03,504.39999999999975,2.25,1,500000.0,,817.0,0.1634,504.39999999999975,0.043016337421136,0.009449578436271,0.009100987100966,2261074657217.01,11.78058119735996,1.9270517858635137,26665899364509.008,4.950415875682305e-05,2.771392429567048e-05
