,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,0.04,500,1.5,1,100000.0,,175.0,0.175,500.0,0.0655239277800774,0.0114201627041724,0.0166489060060724,,7.630800181548719,1.335390031771026,,,
1,1,0.04,500,2.25,1,100000.0,,208.0,0.208,500.0,0.0331554392037105,0.0134680167706655,0.0157580967917727,,15.08048187592831,3.136740230193088,,,
2,2,0.04,500,3.0,1,100000.0,,166.0,0.166,500.0,0.0329691131483969,0.0131728403410354,0.0130465881247886,,15.165709728055337,2.5175078148571863,,,
3,3,0.04,500,5.0,1,100000.0,,98.0,0.098,500.0,0.0368353480508108,0.0163425209846733,0.0137522574693327,,13.573918164429935,1.330243980114134,,,
4,4,0.04,510,1.5,1,100000.0,,164.0,0.164,510.0,0.0450344699700053,0.012807327155267,0.0151724270893573,,11.32465865235405,1.857244018986064,,,
5,5,0.04,510,2.25,1,100000.0,,240.0,0.24,510.0,0.0460397758664612,0.0175145030253415,0.0131717064327503,,11.07737799330864,2.6585707183940737,,,
6,6,0.04,510,3.0,1,100000.0,,217.0,0.217,510.0,0.0365449434093534,0.0134184192920792,0.015087667325032,,13.95541906543133,3.028325937198599,,,
7,7,0.04,510,5.0,1,100000.0,,125.0,0.125,510.0,0.0330837527947096,0.0162035926619534,0.0172062294037169,,15.415421677360404,1.9269277096700503,,,
8,8,0.04,520,1.5,1,100000.0,,181.0,0.181,520.0,0.0664498736489349,0.0157496773652671,0.0106620236394294,,7.825447535795796,1.4164060039790392,,,
9,9,0.04,520,2.25,1,100000.0,,206.0,0.206,520.0,0.0356280989419701,0.0145357250291573,0.0174187183133341,,14.595221621197313,3.006615653966646,,,
10,10,0.04,520,3.0,1,100000.0,,205.0,0.205,520.0,0.0251352060702174,0.0039887922779008,0.0087429864109302,,20.68811365808313,4.241063299907043,,,
11,11,0.04,520,5.0,1,100000.0,,117.0,0.117,520.0,0.0354175294801279,0.0122721933399791,0.0024643662231614,,14.681995261463978,1.7177934455912858,,,
12,12,0.04,530,1.5,1,100000.0,,184.0,0.184,530.0,0.0583427377879388,0.0085166862309705,0.0117349815865881,,9.08424973004209,1.6715019503277446,,,
13,13,0.04,530,2.25,1,100000.0,,239.0,0.239,530.0,0.0533353847301896,0.0122868230114305,0.0151143114479481,,9.93711778177166,2.3749711498434274,,,
14,14,0.04,530,3.0,1,100000.0,,174.0,0.174,530.0,0.0395969988003344,0.0137120877962016,0.0145408595740232,,13.38485279332645,2.3289643860388023,,,
15,15,0.04,530,5.0,1,100000.0,,133.0,0.133,530.0,0.0420960697135797,0.0156035288331165,0.0143417575982505,,12.590249009137974,1.6745031182153507,,,
16,16,0.04,540,1.5,1,100000.0,,160.0,0.16,540.0,0.0583957808788682,0.0155680063370604,0.0145593904725174,,9.24724341164536,1.4795589458632574,,,
17,17,0.04,540,2.25,1,100000.0,,223.0,0.223,540.0,0.0243633496057782,0.0134928556745678,0.01368406012155,,22.164439977987616,4.942670115091238,,,
18,18,0.04,540,3.0,1,100000.0,,185.0,0.185,540.0,0.0362979450791272,0.0135326800394619,0.0182616292860402,,14.876875228689515,2.7522219173075606,,,
19,19,0.04,540,5.0,1,100000.0,,128.0,0.128,540.0,0.0199010547721627,0.0126768720610429,0.0130534727103632,,27.134240178834272,3.473182742890787,,,
20,20,0.04,550,1.5,1,100000.0,,179.0,0.179,550.0,0.0434771436714527,0.0105621874298926,0.0132594266220978,,12.650325057143355,2.264408185228661,,,
21,21,0.04,550,2.25,1,100000.0,,227.0,0.2269999999999999,550.0,0.0478380761032894,0.0130238967452334,0.0150865548317819,,11.497117877660225,2.6098457582288708,,,
22,22,0.04,550,3.0,1,100000.0,,198.0,0.198,550.0,0.0512451044987756,0.0139957667334716,0.0167079921076928,,10.732732528882655,2.1250810407187664,,,
23,23,0.04,550,5.0,1,100000.0,,114.0,0.1139999999999999,550.0,0.0294732266819437,0.0065984931632629,0.0100215209722184,,18.66100396591283,2.1273544521140626,,,
24,24,0.04,560,1.5,1,100000.0,,160.0,0.16,560.0,0.0504202035092475,0.0156035114800388,0.0164235088616942,,11.106658859425076,1.7770654175080125,,,
25,25,0.04,560,2.25,1,100000.0,,227.0,0.2269999999999999,560.0,0.0467037552938336,0.0105161778270765,0.0151926931482019,,11.990470498074435,2.721836803062897,,,
26,26,0.04,560,3.0,1,100000.0,,181.0,0.181,560.0,0.0372685395184362,0.0185552712049277,0.0126645480569463,,15.026078489686345,2.719720206633228,,,
27,27,0.04,560,5.0,1,100000.0,,116.0,0.116,560.0,0.0418112776319503,0.0116110768397075,0.0154548166386359,,13.393515618668212,1.5536478117655128,,,
28,28,0.04,570,1.5,1,100000.0,,138.0,0.1379999999999999,570.0,0.0192328411055768,0.0061325423885871,0.0165341757419642,,29.63680700480175,4.089879366662641,,,
29,29,0.04,570,2.25,1,100000.0,,191.0,0.191,570.0,0.0627092225913656,0.005807981097725,0.0176686535379572,,9.08957209873755,1.736108270858872,,,
30,30,0.04,570,3.0,1,100000.0,,165.0,0.165,570.0,0.0406388212728643,0.0145670789815274,0.0166392490616877,,14.025997362787802,2.314289564859988,,,
31,31,0.04,570,5.0,1,100000.0,,105.0,0.105,570.0,0.0384016153241191,0.0117138852263796,0.0132298565677003,,14.843125613051928,1.5585281893704526,,,
32,32,0.04,580,1.5,1,100000.0,,119.0,0.119,580.0,0.0500020262522866,0.0037008212365104,0.013818303115815,,11.59952992851916,1.38034406149378,,,
