,Simulation Number,ExitSlit.totalHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,0.05,502,2,500000.0,1.17662360156545,,15417.0,3.0834,,502.0,0.0398426813181345,0.011267609599721092,0.012163465524260824,12.599553629226085,38.8494636603557,
1,1,0.05,504,2,500000.0,1.17747901516844,,15367.0,3.0734,,504.0,0.041920307825307646,0.00931845147644924,0.011440754252274636,12.022812477911504,36.950911869613215,
2,2,0.05,506,2,500000.0,1.17837189466193,,15383.0,3.0766,,506.0,0.041703771343009066,0.010411185105342132,0.011485958509569884,12.133195241221808,37.32898847914301,
3,3,0.05,508,2,500000.0,1.1791362468331,,15478.0,3.0956,,508.0,0.04829730553979061,0.009842237438695667,0.011507182455041844,10.518185110377948,32.56009382768598,
4,4,0.05,510,2,500000.0,1.18000708146274,,15496.0,3.0992,,510.0,0.0436156039298794,0.0108808580078468,0.011391894653598472,11.69306289602053,36.23914052734683,
5,5,0.05,512,2,500000.0,1.18089388467086,,15444.0,3.0888,,512.0,0.04919636592114784,0.010628860942504158,0.011345169708735685,10.407272781502519,32.14598416750498,
6,6,0.05,514,2,500000.0,1.18169303123046,,15455.0,3.091,,514.0,0.04608426349466299,0.01024007669846168,0.011554784133898068,11.153481926851804,34.47541263589893,
7,7,0.05,516,2,500000.0,1.18256256858225,,15367.0,3.0734,,516.0,0.048199211422229375,0.009834775857868195,0.011314358094457593,10.705569339709609,32.90249680866351,
8,8,0.05,518,2,500000.0,1.18333929872482,,15217.0,3.0434,,518.0,0.04556369888609879,0.009760067379820825,0.011357627853361307,11.368699483659318,34.59950000856877,
9,9,0.05,520,2,500000.0,1.18413280440169,,15488.0,3.0976,,520.0,0.042900573536371674,0.011077342416919546,0.0114675490608022,12.121050073121683,37.54616470650173,
10,10,0.05,522,2,500000.0,1.184814908884,,15409.0,3.0818000000000003,,522.0,0.04400176383228426,0.01084000852121448,0.011921305781335264,11.863160803954104,36.55988896562576,
11,11,0.05,524,2,500000.0,1.18564428721044,,15474.0,3.0948,,524.0,0.04228876808872428,0.009587837041680335,0.011851723963263975,12.390997034971974,38.34765762383127,
12,12,0.05,526,2,500000.0,1.18623535979449,,15259.0,3.0518,,526.0,0.04794424528904528,0.010617984651084716,0.011482232776576512,10.97107685873168,33.48153235747734,
13,13,0.05,528,2,500000.0,1.18691311580508,,15325.0,3.065,,528.0,0.050411329867984016,0.009597082623833159,0.011429917055802983,10.473835968674376,32.10230724398697,
14,14,0.05,530,2,500000.0,1.18740617352132,,15330.0,3.066,,530.0,0.044369757168283286,0.009686642401218115,0.012249102054213264,11.945073262173688,36.62359462182453,
15,15,0.05,532,2,500000.0,1.18810554884438,,15161.0,3.0322,,532.0,0.048126103967433664,0.010988695197306051,0.011537507756202475,11.0542918736991,33.518823819430416,
16,16,0.05,534,2,500000.0,1.18943277689967,,15370.0,3.074,,534.0,0.0476177059379097,0.010505051950402987,0.011636159047258504,11.214315966760353,34.472807281821325,
17,17,0.05,536,2,500000.0,1.19165789569026,,15236.0,3.0472,,536.0,0.04571314787460778,0.00933674352307403,0.01217697906219127,11.725291845362747,35.72930931118937,
18,18,0.05,538,2,500000.0,1.1933953170949,,15023.0,3.0046,,538.0,0.05040947567169951,0.010726861198144772,0.011713915408830256,10.6725966265513,32.066883824136035,
19,19,0.05,540,2,500000.0,1.19462031821519,,15226.0,3.0452,,540.0,0.04281344982427981,0.010047820037883551,0.011998635686627268,12.612858861323575,38.40867780450256,
20,20,0.05,542,2,500000.0,1.19557065892945,,14857.0,2.9714,,542.0,0.04759132201616012,0.0100907879561232,0.0122489454898804,11.388630889807146,33.84017782597295,
21,21,0.05,544,2,500000.0,1.19668353378915,,14770.0,2.954,,544.0,0.04314867635821429,0.009653433173743193,0.011604256098715396,12.607570982798823,37.24276468318772,
22,22,0.05,546,2,500000.0,1.19757869607337,,14583.0,2.9166000000000003,,546.0,0.052175093765413294,0.0104534710773516,0.011423404987437207,10.464763177137627,30.521528282439608,
23,23,0.05,548,2,500000.0,1.19860065465315,,14798.0,2.9596,,548.0,0.04177341293700465,0.010906253774653922,0.012003502206338801,13.118391854321258,38.82519253204919,
24,24,0.05,550,2,500000.0,1.19963845879841,,14730.0,2.946,,550.0,0.04712839308297134,0.009531086138144036,0.011894448174076032,11.670247254806757,34.38054841266071,
25,25,0.05,552,2,500000.0,1.20065872263705,,14566.0,2.9132,,552.0,0.04849775386355759,0.010441061875268368,0.01162115118783328,11.381970421825793,33.1579562328629,
26,26,0.05,554,2,500000.0,1.20181115118366,,14319.0,2.8638,,554.0,0.04420420095902954,0.010134052851830559,0.0117384386007367,12.532745485287071,35.89127652076512,
27,27,0.05,556,2,500000.0,1.20295231364558,,14416.0,2.8832,,556.0,0.04348942187357352,0.010552855855856504,0.0117767908246185,12.784718123324952,36.8608992931705,
28,28,0.05,558,2,500000.0,1.20410472404016,,13999.0,2.7998,,558.0,0.05089315722727861,0.010780648836115094,0.011773164652075398,10.964145877373735,30.69741562747098,
29,29,0.05,560,2,500000.0,1.20514112000624,,13863.0,2.7726,,560.0,0.04308263988332328,0.010488628641882419,0.011775418529978264,12.998274978427416,36.03901720518785,
30,30,0.05,562,2,500000.0,1.20653239223348,,13657.0,2.7314,,562.0,0.04795800252463778,0.01092662751516564,0.011177353794277832,11.718586480145415,32.00814711186919,
31,31,0.05,564,2,500000.0,1.20811897847302,,12945.0,2.589,,564.0,0.05247195269669192,0.00925940350298416,0.01168333567331718,10.74859941386472,27.82812388249576,
32,32,0.05,566,2,500000.0,1.2098506842126,,12323.0,2.4646,,566.0,0.04887269190612641,0.009469358053801101,0.012088734146711444,11.581109571111003,28.542802648960183,
33,33,0.05,568,2,500000.0,1.21147483348648,,11685.0,2.337,,568.0,0.04525700904650876,0.009686991494633063,0.011788803372621467,12.550542158371313,29.33061702411376,
34,34,0.05,570,2,500000.0,1.21322571296527,,10793.0,2.1586,,570.0,0.04752226960090411,0.010497523949231868,0.011638035719817995,11.994376631985515,25.891061397803934,
35,35,0.05,572,2,500000.0,1.22040172983306,,2978.0,0.5956,,572.0,0.047055113761985005,0.01000885024546191,0.011502739685970818,12.155958285284363,7.240088754715367,
36,36,0.05,574,2,500000.0,1.22372713714585,,405.0,0.081,,574.0,0.04285504966514964,0.010722162261050643,0.009480768865438046,13.393987511039697,1.084912988394215,
37,37,0.05,576,2,500000.0,1.22027554950736,,5264.0,1.0528,,576.0,0.04662931891073185,0.010353511716927064,0.011394101697975645,12.352743155067447,13.004967993655008,
38,38,0.05,578,2,500000.0,1.21702969464689,,6978.0,1.3956,,578.0,0.05228170523002973,0.010991890877460808,0.01141747805457564,11.055492498894367,15.429045331456976,
39,39,0.05,580,2,500000.0,1.21534946177801,,8687.0,1.7374,,580.0,0.046705120421052015,0.009358600494080554,0.01187511772299006,12.418338605515485,21.575621493222602,
40,40,0.05,582,2,500000.0,1.21559007975785,,8878.0,1.7756,,582.0,0.046634895694410254,0.010231071563982933,0.01160515049257636,12.479924986082034,22.159354805287258,
41,41,0.05,584,2,500000.0,1.21587072513883,,9446.0,1.8892,,584.0,0.051299134797091035,0.009991945578951972,0.0115377954460153,11.384207595507368,21.50704498943252,
42,42,0.05,586,2,500000.0,1.21614745395122,,9842.0,1.9684,,586.0,0.051283627596262704,0.010771975881597909,0.011872427142105667,11.426648766217635,22.492215431422792,
43,43,0.05,588,2,500000.0,1.21641984515278,,10338.0,2.0676,,588.0,0.048677813500262346,0.009880203740342156,0.011976363584145989,12.079425054636667,24.975419242966776,
44,44,0.05,590,2,500000.0,1.21696884226858,,10412.0,2.0824,,590.0,0.050333180106349566,0.01173793735978136,0.01174073978597093,11.721889988937356,24.409663712963148,
45,45,0.05,592,2,500000.0,1.21747564218327,,10630.0,2.1260000000000003,,592.0,0.05151250380060901,0.011352264656370122,0.011398875720351732,11.492355376307705,24.432747530030184,
46,46,0.05,594,2,500000.0,1.21811891168984,,10861.0,2.1722,,594.0,0.04848003439769855,0.011076124015395988,0.01128905684508948,12.252466554111987,26.614807848842055,
47,47,0.05,596,2,500000.0,1.21860384648691,,10962.0,2.1924,,596.0,0.05145840506224886,0.010825232592264904,0.011228560184486067,11.582170090173278,25.392749705695895,
48,48,0.05,598,2,500000.0,1.21910049382016,,11058.0,2.2116,,598.0,0.05167854943647399,0.010600599621601972,0.012004664860275157,11.571532222186178,25.591600662586956,
49,49,0.05,600,2,500000.0,1.21985929056978,,11475.0,2.2950000000000004,,600.0,0.05473120371163986,0.010212050592068988,0.011817300359368219,10.962667716229964,25.15932240874777,
50,50,0.05,602,2,500000.0,1.22050059246538,,11338.0,2.2676,,602.0,0.05515860791797422,0.009444685842140317,0.012183438935857363,10.91398102169706,24.748543364800263,
51,51,0.05,604,2,500000.0,1.22113579614298,,11548.0,2.3096,,604.0,0.048349458014172335,0.010543017356371812,0.011632386507205073,12.492384088834124,28.85241029157129,
52,52,0.05,606,2,500000.0,1.22175151083902,,11420.0,2.284,,606.0,0.0498364138169336,0.01101821607269577,0.011637698852450517,12.159783451234029,27.77294540261852,
53,53,0.05,608,2,500000.0,1.22238215795596,,11714.0,2.3428,,608.0,0.049482510044072114,0.00945929972198393,0.011564176478293081,12.2871697385294,28.786381263426687,
54,54,0.05,610,2,500000.0,1.22318836533182,,11666.0,2.3332,,610.0,0.05100157641504666,0.011256798238292372,0.011825610219818624,11.960414616126174,27.906039382345583,
55,55,0.05,612,2,500000.0,1.22388822314828,,11871.0,2.3742,,612.0,0.05433580844055541,0.011040738128532589,0.01166377634153902,11.263290591683043,26.741304522773888,
56,56,0.05,614,2,500000.0,1.2245971197151,,11970.0,2.394,,614.0,0.04981402524560962,0.011504404626520264,0.011532866113905029,12.325845923365028,29.50807514053588,
57,57,0.05,616,2,500000.0,1.2252878876884,,11988.0,2.3976,,616.0,0.05141500325760262,0.009808595057689171,0.011906216209579908,11.980938655467524,28.725498520348935,
58,58,0.05,618,2,500000.0,1.225923815419,,12144.0,2.4288,,618.0,0.04650636342159942,0.011163453989576156,0.011499991133013992,13.288504078411256,32.27511870564526,
59,59,0.05,620,2,500000.0,1.22668718395639,,12072.0,2.4144,,620.0,0.05055362700329624,0.009994356656864462,0.01172017257594956,12.264204108630508,29.61069439987749,
60,60,0.05,622,2,500000.0,1.22741865002142,,12173.0,2.4346,,622.0,0.048153942119370186,0.010608048661499624,0.011780364499650024,12.91690716531798,31.447502184683156,
61,61,0.05,624,2,500000.0,1.22816432589286,,12116.0,2.4232,,624.0,0.05111332478929853,0.009612462109347299,0.011956407311274404,12.208166903097748,29.582830039586465,
62,62,0.05,626,2,500000.0,1.22887045718098,,12413.0,2.4826,,626.0,0.052381509331439695,0.010071837622329893,0.011704826501602872,11.950782021935188,29.669011447656302,
63,63,0.05,628,2,500000.0,1.22959507691401,,12513.0,2.5026,,628.0,0.04929871860031199,0.010476467813915811,0.011551906654029626,12.738667815922213,31.879790076126927,
64,64,0.05,630,2,500000.0,1.23040421769492,,12398.0,2.4796,,630.0,0.05236826067277889,0.009871146677865438,0.011649355045116588,12.030187596577465,29.830053164473483,
65,65,0.05,632,2,500000.0,1.23117903184959,,12689.0,2.5378,,632.0,0.049823828887610944,0.0112633818936372,0.011253972424766945,12.6846935313948,32.19121524397373,
66,66,0.05,634,2,500000.0,1.2319261619573,,12440.0,2.488,,634.0,0.04816303888287621,0.01114654933389992,0.011919209101323287,13.163621206331545,32.751089561352885,
67,67,0.05,636,2,500000.0,1.23270341452702,,12511.0,2.5022,,636.0,0.04939015376965017,0.010631414092259334,0.011322783975638528,12.87706053652371,32.220980874489626,
68,68,0.05,638,2,500000.0,1.23347773841695,,12464.0,2.4928,,638.0,0.056063093085640496,0.01051070892335312,0.011968947783269832,11.38003568631877,28.368152958855426,
69,69,0.05,640,2,500000.0,1.23422873606346,,12580.0,2.516,,640.0,0.05942435624399423,0.00986167332710176,0.011655239677182475,10.769994669730767,27.097306589042606,
70,70,0.05,642,2,500000.0,1.23521015912391,,12591.0,2.5182,,642.0,0.04929679343968019,0.010431632622427304,0.011702796330294536,13.023159422844705,32.79492005860753,
71,71,0.05,644,2,500000.0,1.23598529338285,,12805.0,2.561,,644.0,0.04837858684845742,0.0105158934134372,0.01147347333227994,13.311674481466058,34.09119834703457,
72,72,0.05,646,2,500000.0,1.23678336528058,,12713.0,2.5426,,646.0,0.05846291498824029,0.010250331952012052,0.011770563702302804,11.049739824467215,28.095068477690344,
73,73,0.05,648,2,500000.0,1.2375610899281,,12784.0,2.5568,,648.0,0.05517035614161614,0.008901267618590501,0.01201199698104532,11.745438045327392,30.03073599429308,
74,74,0.05,650,2,500000.0,1.23833604842222,,12943.0,2.5886,,650.0,0.06018974798735144,0.0109915142264056,0.01213535587173109,10.799181284769528,27.9547606737544,
75,75,0.05,652,2,500000.0,1.23915559600907,,12934.0,2.5868,,652.0,0.05432419795863552,0.0103077207766771,0.011599977047174907,12.002017968060148,31.04682007977799,
76,76,0.05,654,2,500000.0,1.23991243430684,,12960.0,2.592,,654.0,0.05616427241943711,0.009707953991905443,0.011290101045329608,11.64441328672258,30.182319239184924,
77,77,0.05,656,2,500000.0,1.24074079328274,,12912.0,2.5824,,656.0,0.05545206961801341,0.009715732904966036,0.011791500651776256,11.830036363275804,30.549885904523435,
78,78,0.05,658,2,500000.0,1.24155651007879,,12909.0,2.5818,,658.0,0.05268107878657702,0.009731195813910586,0.011783652065691517,12.490252955253762,32.24733507987416,
79,79,0.05,660,2,500000.0,1.24231942993718,,13083.0,2.6166,,660.0,0.05533952613700421,0.009679956312789773,0.011773060033041963,11.92637606556363,31.2065556131538,
80,80,0.05,662,2,500000.0,1.24314995045508,,12960.0,2.592,,662.0,0.05079692264962432,0.009369953589056294,0.011658117055295809,13.032285529700212,33.77968409298295,
81,81,0.05,664,2,500000.0,1.24399008048548,,12965.0,2.593,,664.0,0.0523058176441964,0.01038075321600344,0.011479531198023994,12.69457260981512,32.917026777250605,
82,82,0.05,666,2,500000.0,1.24478593786844,,13015.0,2.603,,666.0,0.05951442142009,0.011810608231534082,0.011817847433451748,11.190564977502774,29.12904063643972,
