,Simulation Number,ExitSlit.totalHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,0.05,502,2,500000.0,1.17662360156545,,500000.0,100.0,,502.0,0.5011595644522799,0.17638720883939005,0.037417734474732234,1.0016769819581086,100.16769819581084,
1,1,0.05,504,2,500000.0,1.17747901516844,,500000.0,100.0,,504.0,0.5038949219277811,0.18172516272300857,0.037836860872699954,1.0002085317149396,100.02085317149395,
2,2,0.05,506,2,500000.0,1.17837189466193,,500000.0,100.0,,506.0,0.5059826469602058,0.17457054333929975,0.03817977059890789,1.000034295721204,100.0034295721204,
3,3,0.05,508,2,500000.0,1.1791362468331,,500000.0,100.0,,508.0,0.5079648440122924,0.1782404618001287,0.03814526316206761,1.0000692094898336,100.0069209489834,
4,4,0.05,510,2,500000.0,1.18000708146274,,500000.0,100.0,,510.0,0.5097700626600954,0.17974035434412422,0.03782238729841461,1.0004510608934247,100.04510608934245,
5,5,0.05,512,2,500000.0,1.18089388467086,,500000.0,100.0,,512.0,0.5115482622923082,0.17920793909439492,0.038069351476305344,1.0008830793514332,100.0883079351433,
6,6,0.05,514,2,500000.0,1.18169303123046,,500000.0,100.0,,514.0,0.5139012956954048,0.17758434727396466,0.03803268568717648,1.0001920686042671,100.01920686042668,
7,7,0.05,516,2,500000.0,1.18256256858225,,500000.0,100.0,,516.0,0.5157867834216177,0.1760725163246917,0.03740713758637555,1.0004133812366571,100.04133812366572,
8,8,0.05,518,2,500000.0,1.18333929872482,,500000.0,100.0,,518.0,0.5179469920827842,0.18005809870386125,0.03804971433104758,1.0001023423594035,100.01023423594037,
9,9,0.05,520,2,500000.0,1.18413280440169,,500000.0,100.0,,520.0,0.5199287928794547,0.17958125619844387,0.03736519318389497,1.0001369555245267,100.01369555245265,
10,10,0.05,522,2,500000.0,1.184814908884,,500000.0,100.0,,522.0,0.5218148300409665,0.18216896580251363,0.03718220582592251,1.0003548576015344,100.03548576015343,
11,11,0.05,524,2,500000.0,1.18564428721044,,500000.0,100.0,,524.0,0.5236423354397175,0.18130700429766705,0.03795436121458268,1.0006830321692424,100.06830321692424,
12,12,0.05,526,2,500000.0,1.18623535979449,,500000.0,100.0,,526.0,0.525947251765956,0.18017638328375257,0.03807919419928824,1.0001002918712223,100.01002918712229,
13,13,0.05,528,2,500000.0,1.18691311580508,,500000.0,100.0,,528.0,0.5278394667650446,0.17796009947487848,0.03756255904672327,1.0003041326862867,100.03041326862868,
